global_step,update,stage_id,stage_label,episodes,successes,success_rate,collision_rate,out_of_bounds_rate,timeout_rate,mean_return,mean_len,mean_final_distance,mean_min_distance,mean_path_ratio,mean_path_efficiency,mean_min_obstacle_clearance,min_obstacle_clearance,mean_speed,max_speed_mean,mean_action_l2,mean_action_delta_l2,mean_guided_action_l2,mean_abs_heading_error,max_abs_heading_error_mean,mean_cross_track_error,max_cross_track_error_mean,mean_abs_roll,mean_abs_pitch,mean_target_alignment,mean_current_speed,elapsed_sec,steps_per_sec,policy_loss,value_loss,entropy,approx_kl,clipfrac,log_std_mean,log_std_min,log_std_max,obs_rms_count,rc_window_mean__progress_reward,rc_cumulative_sum__progress_reward,rc_trigger_rate__progress_reward,rc_window_mean__closing_speed_reward,rc_cumulative_sum__closing_speed_reward,rc_trigger_rate__closing_speed_reward,rc_window_mean__alignment_reward,rc_cumulative_sum__alignment_reward,rc_trigger_rate__alignment_reward,rc_window_mean__step_penalty,rc_cumulative_sum__step_penalty,rc_trigger_rate__step_penalty,rc_window_mean__action_l2_penalty,rc_cumulative_sum__action_l2_penalty,rc_trigger_rate__action_l2_penalty,rc_window_mean__action_smooth_penalty,rc_cumulative_sum__action_smooth_penalty,rc_trigger_rate__action_smooth_penalty,rc_window_mean__roll_penalty,rc_cumulative_sum__roll_penalty,rc_trigger_rate__roll_penalty,rc_window_mean__pitch_penalty,rc_cumulative_sum__pitch_penalty,rc_trigger_rate__pitch_penalty,rc_window_mean__obstacle_clearance_penalty,rc_cumulative_sum__obstacle_clearance_penalty,rc_trigger_rate__obstacle_clearance_penalty,rc_window_mean__orbit_penalty,rc_cumulative_sum__orbit_penalty,rc_trigger_rate__orbit_penalty,rc_window_mean__goal_bonus,rc_cumulative_sum__goal_bonus,rc_trigger_rate__goal_bonus,rc_window_mean__collision_penalty,rc_cumulative_sum__collision_penalty,rc_trigger_rate__collision_penalty,rc_window_mean__out_of_bounds_penalty,rc_cumulative_sum__out_of_bounds_penalty,rc_trigger_rate__out_of_bounds_penalty,rc_window_mean__timeout_penalty,rc_cumulative_sum__timeout_penalty,rc_trigger_rate__timeout_penalty,rc_window_mean__timeout_distance_penalty,rc_cumulative_sum__timeout_distance_penalty,rc_trigger_rate__timeout_distance_penalty
86016,21,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,826.0633056345089,870.5,1.23273748327513,1.23273748327513,0.9892348128973073,0.9899897675250399,0.0,0.0,1.4104807250944917,1.59562902037732,0.5680290748347145,0.5291018326471972,0.5872926435782206,0.04300650362394641,0.15076974601082604,1.5616121096729811,2.352720553478763,0.0038848104830260695,0.1721147535398232,0.9961851514122634,0.17646862236464525,613.3555370999966,140.2384013792259,-9.568452369421721e-05,4292.871866607666,1.1734133183956146,0.0032167289671633627,0.019970703125,-1.0279614925384521,-1.0602444410324097,-0.9962397217750549,86193.0001,0.2024998504765502,27108.434530588627,1.0,0.055927916566892014,4444.7532880799745,0.9974152785755313,0.007971022285063831,646.6016810595131,1.0,-0.001999999999999999,-161.81600000000014,1.0,-0.001134607354606973,-96.28085287498516,1.0,-0.0005279276789577132,-42.61206535319929,1.0,-2.28792644286129e-05,-1.7482091840082004,1.0,-0.0030197442039658954,-83.45088694808393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6892590465249856,93600.0,0.0011487650775416428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90112,22,2,medium_3D_current,5,5,100.0,0.0,0.0,0.0,821.3041118340786,807.0,1.230480576927656,1.230480576927656,0.9884236078193738,0.9892111748325396,0.0,0.0,1.4055393141026358,1.5730845035297896,0.5723768513218246,0.5227710123042034,0.5911651585002375,0.04249071074234601,0.2032305666014879,1.6813098593561673,2.45603610677378,0.003997685718597802,0.16660067320238428,0.9956754881065105,0.1745511619196151,640.9940798999742,140.58164158717628,7.971827290020883e-05,5334.728260803223,1.1672688454389573,0.0018519028137234273,0.0213134765625,-1.0318697690963745,-1.0643482208251953,-0.9936168193817139,90295.0001,0.21808375674066455,27988.40248903721,1.0,0.05486643958422087,4666.1393718023055,0.9960346964064436,0.00796582408585957,678.7437812459565,1.0,-0.0019999999999999987,-169.88600000000014,1.0,-0.0011439421426915695,-100.89665942074564,1.0,-0.0005194225480537005,-44.70793533459597,1.0,-2.4086916247643884e-05,-1.8453998910674434,1.0,-0.002997946952353442,-95.54760290083007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7434944237918215,96600.0,0.0012391573729863693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94208,23,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,832.9837151468937,1022.75,1.2383249926599977,1.2383249926599977,0.9958063318344503,0.9854363100259379,0.0,0.0,1.3196773897458,1.4975533075223697,0.5616320868370884,0.5192239287851808,0.5778676232732003,0.03496313757148336,0.1587211796631014,2.375177550710106,3.4877567157382905,0.00333211756544543,0.08794249735393384,0.9977072656902315,0.20452644314121068,668.5559005000396,140.9126745116423,4.05964266974479e-05,4209.334928131104,1.1538663007318974,0.005083038748853142,0.0278564453125,-1.0371421575546265,-1.0680029392242432,-0.9991617202758789,94396.0001,0.17267155367138756,28694.801815106857,1.0,0.05214412121238023,4879.460971682153,0.995600097775605,0.007982972583565076,711.4021220853213,1.0,-0.0019999999999999844,-178.06800000000007,1.0,-0.0011221054037306682,-105.4871926274078,1.0,-0.0005193425696169881,-46.832565786899075,1.0,-1.9354180662538387e-05,-1.924577844157888,1.0,-0.0013366083082933938,-101.01566749005835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5866536299193351,99000.0,0.0009777560498655585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98304,24,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,825.252164783966,936.0,1.2343730343584784,1.2343730343584784,0.9881048019271826,0.9914270667257495,0.0,0.0,1.3125743610994935,1.487212182229682,0.5728794215391334,0.5045767445088044,0.5907821054666597,0.04300727851387333,0.175981948775758,1.284220352582291,1.8931055592804886,0.0036770830813587724,0.2444984084268811,0.9947854003534654,0.18972846709567381,695.7565793000394,141.2907946898583,-0.0018782092753099277,4176.5336639404295,1.1509518906474114,0.005306958696019137,0.052978515625,-1.0330939292907715,-1.068786859512329,-0.9880428910255432,98497.0001,0.1883756994754014,29400.08043394276,1.0,0.05221193816773779,5074.942468182164,0.9954594017094017,0.007960338022565927,741.2056276418081,1.0,-0.0019999999999999922,-185.55600000000004,1.0,-0.0011435834039552394,-109.76876889181621,1.0,-0.0005050154857393565,-48.723343765507224,1.0,-2.174479626955435e-05,-2.0059903613910994,1.0,-0.004223609774648836,-116.8288624863436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6410256410256411,101400.0,0.0010683760683760685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102400,25,2,medium_3D_current,5,5,100.0,0.0,0.0,0.0,809.4977522522809,773.4,1.2419183665815536,1.2419183665815536,1.0706565761862652,0.9174261283793752,0.0,0.0,1.3883254099836653,1.7169337514875551,0.5731255016360304,0.5140903887324477,0.6639766494297714,0.23004976853119646,1.220005894917334,1.7095504055600947,2.893193428238575,0.0043543882510369055,0.2725837775730101,0.9006822597073381,0.21214979087605804,722.9603002000367,141.6398659396191,-0.0005363879696233198,5195.589744567871,1.1580643735826015,0.0015776105225086211,0.0177001953125,-1.0331393480300903,-1.0703479051589966,-0.9823375940322876,102599.0001,0.22677404339774063,30277.015659761822,1.0,0.05057885177966004,5270.530888014109,0.9172485130592191,0.0071010516986248304,768.6653945603903,0.9407809671580036,-0.002000000000000001,-193.29000000000005,1.0,-0.0011413380881870319,-114.18232327883545,1.0,-0.000512805824077855,-50.70636388721629,1.0,-2.6343766601492597e-05,-2.1078617068390715,1.0,-0.0052397738438093545,-137.09106794035438,1.0,0.0,0.0,0.0,-0.004654771140418929,-18.0,0.004654771140418929,0.7757951900698216,104400.0,0.0012929919834497026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106496,26,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,823.8339053011989,864.5,1.2414357142821233,1.2414357142821233,1.0017567465433106,0.9778201413210852,0.0,0.0,1.42787857422428,1.6187940281045887,0.5713378278750925,0.5072831234285773,0.6144595561981202,0.05917679090992849,0.5224761909364826,2.4888675652314447,3.6850227770333692,0.004963207521336341,0.27332222885047647,0.9899883540142864,0.23658238698904507,750.1693599000573,141.96260963549366,-0.0010944896144792437,4103.240910339356,1.1545169644057751,0.004681802815321134,0.0520751953125,-1.035000205039978,-1.0778419971466064,-0.9813880324363708,106700.0001,0.20393982264283309,30982.23956646074,1.0,0.055587744026511426,5462.753306857786,0.9930595720069404,0.00792271764255794,796.0621521683556,1.0,-0.0020000000000000005,-200.20600000000005,1.0,-0.0011433775202708374,-118.136122743932,1.0,-0.0005079216071837592,-52.46275680485773,1.0,-2.903673318731871e-05,-2.2082707302008195,1.0,-0.004852764759879376,-153.87192848001726,1.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.6940427993059572,106800.0,0.001156737998843262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110592,27,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,823.8054703385268,833.0,1.2371118881936403,1.2371118881936403,0.9890382104042955,0.9891282954187248,0.0,0.0,1.4071797153773582,1.6105201247171101,0.5996272116359931,0.5215052094686891,0.5919951778801208,0.05181880584105275,0.2434164977998845,1.4952729710245292,2.129101187838913,0.003553241107949325,0.15349575488808492,0.9950115411555513,0.1930717796274872,777.1374494000338,142.30687259426156,-0.000876812543720007,4077.026257324219,1.1488094091415406,0.003742281664744951,0.0422119140625,-1.0368847846984863,-1.0814915895462036,-0.9825654029846191,110801.0001,0.2113841470549932,31686.571544447976,1.0,0.05590380744489366,5649.024793264171,0.9963985594237695,0.00796116422605646,822.5887513695758,1.0,-0.0020000000000000013,-206.87000000000006,1.0,-0.0011989608040053753,-122.13106014287791,1.0,-0.000522537285749898,-54.203851040976396,1.0,-2.1549627174499292e-05,-2.280074087946251,1.0,-0.0028320369891733977,-163.30827572794303,1.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.7202881152460985,109200.0,0.0012004801920768306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114688,28,2,medium_3D_current,3,3,100.0,0.0,0.0,0.0,831.6200026384322,1048.0,1.2394391388930728,1.2394391388930728,0.9828722547530869,0.9973538358849652,0.0,0.0,1.2456850617569226,1.406153531294313,0.5977341939893197,0.5014726916844913,0.5853757819495687,0.037995717898531456,0.10613710019157392,0.8879039086682204,1.3215578674823525,0.0037498333387319814,0.0734567452088772,0.9972062660500439,0.19499554663566818,804.1299293000484,142.6237176619327,-0.0003590084263123572,3034.2487556457518,1.1411241553723812,0.006344014346905169,0.0523193359375,-1.0406659841537476,-1.0808210372924805,-0.9843537211418152,114901.0001,0.16836803283043664,32215.920639666867,1.0,0.04944618192171986,5804.483589226059,0.9961832061068703,0.007980810955182275,847.6804210126688,1.0,-0.0019999999999999714,-213.15799999999996,1.0,-0.0011949821845024032,-125.88808413095347,1.0,-0.0005032448968487201,-55.78605299666877,1.0,-2.1406744673354825e-05,-2.3473768931992787,1.0,-0.0010639389820469884,-166.65329988749875,1.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.5725190839694656,111000.0,0.0009541984732824427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118784,29,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,830.9516858882425,988.0,1.2355523505308037,1.2355523505308037,0.9933759793605077,0.9878430651842631,0.0,0.0,1.3760501118862476,1.5530190590507185,0.6128926421108937,0.5089873191114513,0.5979069533134914,0.04760419237016207,0.14571142459477704,1.8704733860541531,2.8850297520480037,0.003716170907885801,0.15430935434724957,0.9956772624402959,0.25308015525022887,831.3336192000424,142.88367179749193,-0.0005493497708812356,4007.7495254516602,1.1325556196272373,0.00494159564441361,0.0361572265625,-1.0422168970108032,-1.0860565900802612,-0.9828096032142639,119002.0001,0.17876603067168717,32922.40399288137,1.0,0.05332118333111368,6015.20890575062,0.9951923076923077,0.007967735472484912,879.1689115999292,1.0,-0.0019999999999999823,-221.0619999999999,1.0,-0.001225133826901009,-130.72981301486627,1.0,-0.0005077464798755112,-57.79266708513679,1.0,-2.1850934445956393e-05,-2.4337317861296985,1.0,-0.002543451140700438,-176.7050187955469,1.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.6072874493927125,113400.0,0.0010121457489878543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122880,30,2,medium_3D_current,5,5,100.0,0.0,0.0,0.0,812.1639918909756,774.2,1.2322536663728574,1.2322536663728574,1.0067659057354308,0.9701315081817026,0.0,0.0,1.3295204713101691,1.5765084871490056,0.5899180803588526,0.5093013505625809,0.6279626201992639,0.12325837448425112,0.5634154217679763,1.7959118939169607,2.750678797392939,0.004701161643032019,0.2627456039618791,0.9659530355653585,0.1739051043471545,858.5063049000455,143.1323209843016,-0.001963722982327454,4956.270539093018,1.127019041776657,0.0034090636941982665,0.039111328125,-1.0443811416625977,-1.0883909463882446,-0.9868931770324707,123104.0001,0.22677216548124765,33800.23904545928,1.0,0.05176555959386072,6215.593386938455,0.9821751485404289,0.007744975532363444,909.149711885708,1.0,-0.0020000000000000018,-228.80399999999992,1.0,-0.0011796430878264683,-135.29621140784252,1.0,-0.0005094148123624392,-59.764611823791796,1.0,-2.7779416676466035e-05,-2.5412659080842985,1.0,-0.004648023080098192,-194.697516138607,1.0,0.0,0.0,0.0,-0.0038749677086024285,-33.0,0.0038749677086024285,0.7749935417204856,116400.0,0.0012916559028674762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126976,31,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,820.202370943304,803.5,1.235690323236402,1.235690323236402,1.0038591204540384,0.9756023339284108,0.0,0.0,1.501549725017745,1.7353002253017475,0.5964000116904061,0.49228889904223233,0.6220006760706103,0.0973360530534858,0.616002583031224,1.4391446092777769,2.2205306964169154,0.004708225132636698,0.24786977679535774,0.9761721378140051,0.1783743892389168,931.315461799968,136.3404831211451,-0.0017865997506305575,3937.4471549987793,1.1213113978505134,0.0055305836867773905,0.050830078125,-1.046046257019043,-1.0863771438598633,-0.9924378991127014,127205.0001,0.21916651283326655,34504.640217705404,1.0,0.05828713410753438,6402.928235960071,0.976664592408214,0.007754330042742922,934.0721286430838,1.0,-0.0019999999999999957,-235.2319999999999,1.0,-0.0011917657474514883,-139.1265465201516,1.0,-0.0004919969869072007,-61.34589013971154,1.0,-2.8775695094593583e-05,-2.633750992118322,1.0,-0.004952350883519332,-210.61437187823813,1.0,0.0,0.0,0.0,-0.002489110143123833,-41.0,0.002489110143123833,0.7467330429371499,118800.0,0.0012445550715619166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131072,32,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,820.425128059686,814.25,1.2400373679347472,1.2400373679347472,1.000508741501202,0.9772759897667185,0.0,0.0,1.3875318640677192,1.5732037394472886,0.5815183686514134,0.5032838100464865,0.5888380989953588,0.06516517757539014,0.22856825853664475,2.328032851780766,3.3820179532425665,0.003746587791722077,0.22827137296477817,0.9931431455970006,0.19104692241114216,960.1366309999721,136.51390413413338,-0.001184267579810694,3903.8229545593263,1.116036418825388,0.005733369053632487,0.0361328125,-1.0474656820297241,-1.0933176279067993,-1.001082181930542,131306.0001,0.21606439720745027,35208.36195941007,1.0,0.05456348288841461,6580.641499727638,0.9938593797973595,0.007943583356818515,959.9443796362417,1.0,-0.0020000000000000018,-241.74599999999992,1.0,-0.0011642803827347566,-142.9186077267187,1.0,-0.0005025069775359134,-62.98255536554601,1.0,-2.2692225236032088e-05,-2.707659569712079,1.0,-0.004172584960592862,-224.20448109488908,1.0,0.0,0.0,0.0,0.0,-41.0,0.0,0.736874424316856,121200.0,0.0012281240405280934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135168,33,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,829.0679173999406,928.25,1.2379006054020385,1.2379006054020385,0.985858777714115,0.9948281118942487,0.0,0.0,1.3873959526025188,1.5673425011078548,0.575498718165264,0.5003340705797151,0.5908060242260756,0.04849074946174164,0.1463349614472952,1.178913774079476,1.7659039619942583,0.0036543978170433485,0.16296277832566636,0.9963589030753655,0.11236742635109881,988.8272251000162,136.69526543054906,-0.0018179077189415694,3879.8627750396727,1.1126642495393753,0.005872339675988769,0.0404052734375,-1.0482231378555298,-1.0919616222381592,-1.0024112462997437,135407.0001,0.1901811285357687,35914.50448966338,1.0,0.055132795196722886,6785.34956829307,0.9981147320226232,0.007971830902740798,989.5437877781183,1.0,-0.001999999999999997,-249.1719999999999,1.0,-0.0011507209453624802,-147.1912345968496,1.0,-0.0005002997779540607,-64.84016844108945,1.0,-2.16978596160758e-05,-2.7882237224665682,1.0,-0.0028390878703006346,-234.74601435731535,1.0,0.0,0.0,0.0,0.0,-41.0,0.0,0.6463775922434689,123600.0,0.0010772959870724481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139264,34,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,832.4238434429562,995.0,1.2349464081883892,1.2349464081883892,0.9946221698555071,0.9872401510887913,0.0,0.0,1.4024496993241269,1.5719061349866803,0.5667856564657242,0.5129582910311304,0.5835573982520651,0.041178746244815406,0.25445077430729734,2.097035257766159,3.2491032584408077,0.003571175621679523,0.14318894758555922,0.9969592518559038,0.2606852471693479,1016.2307739000535,137.03973898127262,-0.0007388447702396661,3839.2089134216308,1.113251804560423,0.004781220105360262,0.046533203125,-1.0472040176391602,-1.0882865190505981,-1.0024669170379639,139508.0001,0.1776275086639212,36621.46197414579,1.0,0.05430702081303025,7001.49151112893,0.9962311557788944,0.007975506872504352,1021.2863051306856,1.0,-0.0019999999999999853,-257.13199999999983,1.0,-0.0011323323587324506,-151.69791738460475,1.0,-0.000513319546978654,-66.88318023806448,1.0,-2.145299037265786e-05,-2.8736066241497467,1.0,-0.0026511289981397427,-245.29750776991153,1.0,0.0,0.0,0.0,0.0,-41.0,0.0,0.6030150753768844,126000.0,0.0010050251256281408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143360,35,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,827.5858574004089,891.5,1.2370893137914387,1.2370893137914387,0.9843541375216919,0.9947291463875044,0.0,0.0,1.418051131124688,1.6032274166362868,0.5502751946217721,0.5005320860591602,0.5750069055578325,0.04007268480957958,0.15080904303793363,1.0870339478976352,1.6012067758852155,0.003568869604628983,0.0747615560929335,0.9978331105217971,0.2109410137181558,1043.0318646000233,137.44546534537082,0.0010198875446803869,3829.186170196533,1.1119825661182403,0.004392931998154381,0.0451904296875,-1.0503467321395874,-1.0921026468276978,-1.0035545825958252,143609.0001,0.1977004797792512,37326.461885038596,1.0,0.054467957681442095,7195.724248220953,0.9974761637689288,0.00798339967480981,1049.7551083710573,1.0,-0.001999999999999981,-264.2639999999998,1.0,-0.0011005985597170738,-155.62265184855585,1.0,-0.0005033345542546074,-68.67807125853642,1.0,-2.0405773203707832e-05,-2.946373611394169,1.0,-0.0012433059876333422,-249.73113692181204,1.0,0.0,0.0,0.0,0.0,-41.0,0.0,0.6730229949523275,128400.0,0.0011217049915872126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147456,36,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,822.927175578248,972.5,1.2394476878738638,1.2394476878738638,1.0530261785299575,0.9386711241437067,0.0,0.0,1.3726246007812037,1.642632882073106,0.5464634585410972,0.4960566828411793,0.6344341232980701,0.16946090902519734,0.9829398087137359,1.74622670606837,3.114332643943683,0.0037528244634697124,0.21695152787583005,0.9335940852224963,0.259196025044462,1070.5082131000236,137.74392218158755,0.007758084096712992,3906.3633934020995,1.102400067448616,0.021953394159208984,0.1074462890625,-1.0526374578475952,-1.0946787595748901,-1.0000585317611694,147710.0001,0.18135869406304192,38031.94720494383,1.0,0.0518275524545861,7397.333427269293,0.9591259640102828,0.0075680010211278854,1079.1946323432448,0.9714652956298201,-0.0019999999999999905,-272.04399999999976,1.0,-0.0010948589163853918,-159.881653033295,1.0,-0.0004961131595791877,-70.60795144929946,1.0,-2.2834327799612888e-05,-3.035199146534663,1.0,-0.004053371131652009,-265.49875062393835,1.0,0.0,0.0,0.0,-0.0038560411311053984,-56.0,0.003856041131105399,0.6169665809768637,130800.0,0.0010282776349614395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151552,37,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,828.8942481963179,1009.25,1.2359231144261504,1.2359231144261504,0.992935431770708,0.9872158414775374,0.0,0.0,1.2928057336943126,1.4894044326162825,0.5264559641633295,0.5158074949778753,0.5685076104462427,0.048873555314683334,0.19707639651867193,1.884765819344733,2.9196412172198203,0.0033921292750152213,0.12919836679186555,0.9960650827497661,0.22878136872359947,1097.0035556000657,138.15087401161648,-0.001455897791311145,3748.0082931518555,1.0963926196098328,0.005466236708889483,0.0568603515625,-1.0550706386566162,-1.0986491441726685,-1.0023343563079834,151811.0001,0.17481413458049783,38737.6718662453,1.0,0.05009556291627541,7599.569214762297,0.9955412434976467,0.007969291635523137,1111.3666626758518,1.0,-0.0019999999999999766,-280.11799999999965,1.0,-0.0010538243177079978,-164.1359418038822,1.0,-0.0005158727998605471,-72.6905299423365,1.0,-2.091923746312713e-05,-3.1196501081733072,1.0,-0.002491991111356511,-275.55891874048456,1.0,0.0,0.0,0.0,0.0,-56.0,0.0,0.594500866980431,133200.0,0.0009908347783007183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155648,38,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,822.0474302565303,748.0,1.2237265927170071,1.2237265927170071,0.9875595053418167,0.9900249132432137,0.0,0.0,1.498745738358577,1.6937131340384741,0.5245860914983358,0.5136264048762135,0.5737286925400582,0.03990876704876259,0.3046402601685536,1.3964231054892497,1.9986359452083664,0.00397549478873125,0.13346327038658554,0.9951440704299774,0.17317642974659422,1123.8180424000602,138.49928914434705,-0.001404594664927572,3735.8384323120117,1.0861480005085469,0.0027902513393200934,0.0473876953125,-1.0588659048080444,-1.1024692058563232,-1.0050437450408936,155912.0001,0.23526730685381445,39441.59164835191,1.0,0.05975220017467631,7778.347797684928,0.9976604278074866,0.007958731268622381,1135.17918663157,1.0,-0.0020000000000000013,-286.10199999999963,1.0,-0.0010496050507867683,-167.2763601158362,1.0,-0.0005163333137674672,-74.23539921712876,1.0,-2.3720500366194116e-05,-3.19062184526896,1.0,-0.00253372614806142,-283.13982737548434,1.0,0.0,0.0,0.0,0.0,-56.0,0.0,0.8021390374331551,135600.0,0.001336898395721925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159744,39,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,822.3674689893885,842.0,1.2423661577770453,1.2423661577770453,0.9898384001970704,0.9865545153091084,0.0,0.0,1.3006572124632285,1.5010096724937034,0.5483413276362825,0.5004998777660951,0.5634015546903552,0.042150996925312476,0.14983113608610088,1.8822894983551064,2.7065448943265005,0.0034410789859379873,0.05424727734739919,0.9976815035110319,0.2156959336465807,1151.0249224000145,138.78413654755283,-0.002401880396064371,3684.6093742370604,1.079295064508915,0.0066634946357226,0.0774169921875,-1.059072494506836,-1.1090388298034668,-1.005934715270996,160013.0001,0.20874127116876384,40144.632249648304,1.0,0.05190381420841674,7953.159843938875,0.9928741092636579,0.007982157057302467,1162.0630916005648,1.0,-0.0019999999999999974,-292.8379999999996,1.0,-0.0010942802969745144,-170.96189615604638,1.0,-0.0005003633634458618,-75.92062302521443,1.0,-2.0135428075056515e-05,-3.2584379670257504,1.0,-0.0009180821234359165,-286.2319279672165,1.0,0.0,0.0,0.0,0.0,-56.0,0.0,0.7125890736342043,138000.0,0.0011876484560570072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163840,40,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,832.0418475548684,1014.5,1.2481989291789604,1.2481989291789604,0.9900428733786445,0.9915837586016574,0.0,0.0,1.3373552318522863,1.5006580108825671,0.5602437620982497,0.5138097386704766,0.5851545221215555,0.0386241058313432,0.1292552236335398,1.8633840836281332,2.8041706585764343,0.0037982223586626885,0.14789037109054673,0.9966800482003902,0.13939951075152693,1178.124770800001,139.0684620685338,-0.0030626840423792602,3659.851533126831,1.081911338865757,0.0038515423620992806,0.0724365234375,-1.0573500394821167,-1.1042144298553467,-1.007885456085205,164114.0001,0.17417773593489658,40851.445502072114,1.0,0.05294256314616433,8168.0007651860105,0.9965500246426812,0.007972980074856533,1194.4174447443327,1.0,-0.0019999999999999927,-300.9539999999996,1.0,-0.001121070526201533,-175.5112003513722,1.0,-0.0005140102669956019,-78.00647668868258,1.0,-2.294657696853309e-05,-3.351555176364058,1.0,-0.0027099215197406283,-297.22878949432396,1.0,0.0,0.0,0.0,0.0,-56.0,0.0,0.5914243469689502,140400.0,0.0009857072449482504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167936,41,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,836.8695998457761,1234.0,1.2447130606557866,1.2447130606557866,0.9905476053377159,0.9931425281296784,36.091545072864726,20.645950038247033,1.2725920896077183,1.4520586706445486,0.5404039889387932,0.49651002339253925,0.5978178060422616,0.03884807069324182,0.12009129334664796,1.9333381531964913,2.979373043238415,0.005057587329333412,0.32960074425772495,0.9941017220527518,0.19450585456911396,1255.3892995000351,133.77204988674137,0.0014270112616941333,2715.5290273666383,1.089706226438284,0.016620306733238978,0.1897705078125,-1.054944634437561,-1.10176682472229,-1.0109490156173706,168214.0001,0.14349282577331068,41382.65594308491,1.0,0.05059405463158699,8355.299955432145,0.9964883846569422,0.007948575422993962,1223.8430709602562,1.0,-0.0019999999999999562,-308.35799999999944,1.0,-0.0010820318506411732,-179.51688226244582,1.0,-0.000495833770997918,-79.84205330891687,1.0,-3.18512065834557e-05,-3.4694683431360107,1.0,-0.006473064894502188,-321.19207573377105,1.0,0.0,0.0,0.0,0.0,-56.0,0.0,0.4862236628849271,142200.0,0.0008103727714748784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
