global_step,update,stage_id,stage_label,episodes,successes,success_rate,collision_rate,out_of_bounds_rate,timeout_rate,mean_return,mean_len,mean_final_distance,mean_min_distance,mean_path_ratio,mean_path_efficiency,mean_min_obstacle_clearance,min_obstacle_clearance,mean_speed,max_speed_mean,mean_action_l2,mean_action_delta_l2,mean_guided_action_l2,mean_abs_heading_error,max_abs_heading_error_mean,mean_cross_track_error,max_cross_track_error_mean,mean_abs_roll,mean_abs_pitch,mean_target_alignment,mean_current_speed,elapsed_sec,steps_per_sec,policy_loss,value_loss,entropy,approx_kl,clipfrac,log_std_mean,log_std_min,log_std_max,obs_rms_count,rc_window_mean__progress_reward,rc_cumulative_sum__progress_reward,rc_trigger_rate__progress_reward,rc_window_mean__closing_speed_reward,rc_cumulative_sum__closing_speed_reward,rc_trigger_rate__closing_speed_reward,rc_window_mean__alignment_reward,rc_cumulative_sum__alignment_reward,rc_trigger_rate__alignment_reward,rc_window_mean__step_penalty,rc_cumulative_sum__step_penalty,rc_trigger_rate__step_penalty,rc_window_mean__action_l2_penalty,rc_cumulative_sum__action_l2_penalty,rc_trigger_rate__action_l2_penalty,rc_window_mean__action_smooth_penalty,rc_cumulative_sum__action_smooth_penalty,rc_trigger_rate__action_smooth_penalty,rc_window_mean__roll_penalty,rc_cumulative_sum__roll_penalty,rc_trigger_rate__roll_penalty,rc_window_mean__pitch_penalty,rc_cumulative_sum__pitch_penalty,rc_trigger_rate__pitch_penalty,rc_window_mean__obstacle_clearance_penalty,rc_cumulative_sum__obstacle_clearance_penalty,rc_trigger_rate__obstacle_clearance_penalty,rc_window_mean__orbit_penalty,rc_cumulative_sum__orbit_penalty,rc_trigger_rate__orbit_penalty,rc_window_mean__goal_bonus,rc_cumulative_sum__goal_bonus,rc_trigger_rate__goal_bonus,rc_window_mean__collision_penalty,rc_cumulative_sum__collision_penalty,rc_trigger_rate__collision_penalty,rc_window_mean__out_of_bounds_penalty,rc_cumulative_sum__out_of_bounds_penalty,rc_trigger_rate__out_of_bounds_penalty,rc_window_mean__timeout_penalty,rc_cumulative_sum__timeout_penalty,rc_trigger_rate__timeout_penalty,rc_window_mean__timeout_distance_penalty,rc_cumulative_sum__timeout_distance_penalty,rc_trigger_rate__timeout_distance_penalty
45056,11,1,short_2.5D_no_current,8,8,100.0,0.0,0.0,0.0,801.9817344507976,490.875,1.2298968589825523,1.2298968589825523,0.9644839308213099,0.9993473622921833,0.0,0.0,1.364906997545738,1.5699986386476423,0.594047260141179,0.5369923319105173,0.5577787384735596,0.014544949842142087,0.04456108631099015,0.14802759425728645,0.2295657004112288,0.0036718419821956715,0.05316428628644546,0.9993530089652158,0.0,317.1716402999591,142.05557583076828,-0.0012365596572635694,9515.611120605468,1.2123554818332196,0.0031363691417936935,0.0322265625,-1.0162779092788696,-1.0272616147994995,-1.0061190128326416,45150.000100000005,0.3534381235204089,14421.29303747059,1.0,0.05467755640195226,2334.3502984554216,1.0,0.007995078298753792,337.9328208169687,1.0,-0.0020000000000000013,-84.53600000000006,1.0,-0.0011855991219815703,-51.770762733889924,1.0,-0.0005373397731710879,-22.345215292381475,1.0,-2.17920705225661e-05,-0.9496890931205224,1.0,-0.0008931788708253094,-38.244042640867924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2223071046600458,49800.0,0.002037178507766743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49152,12,1,short_2.5D_no_current,8,8,100.0,0.0,0.0,0.0,801.5902627141867,489.0,1.2303794648295845,1.2303794648295845,0.9643885073359957,0.9992054249624522,0.0,0.0,1.3589665583815502,1.5635472214020631,0.5754325921120125,0.5176224281005861,0.5533138812480491,0.014599352958557611,0.04901908239863645,0.1966055424915428,0.2973764310513151,0.003282418781791938,0.06381012186991705,0.9991955438165001,0.0,343.44363250001334,143.11518790495583,-0.0013615166128147394,9434.685334777832,1.2069230027496816,0.004237485893463599,0.03232421875,-1.0170856714248657,-1.0309866666793823,-1.0080909729003906,49255.000100000005,0.35470698916604554,15808.90677908816,1.0,0.054408318607540876,2547.1956408481215,1.0,0.007993275941987652,369.2025163020244,1.0,-0.0020000000000000013,-92.36000000000007,1.0,-0.0011495666770890151,-56.26786757466215,1.0,-0.0005179073068028869,-24.37126867659437,1.0,-1.9720386138695306e-05,-1.0268352436950985,1.0,-0.0011713633451619805,-42.82641604714159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2269938650306749,54600.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53248,13,1,short_2.5D_no_current,8,8,100.0,0.0,0.0,0.0,803.0536602699126,507.5,1.2283749177758558,1.2283749177758558,0.9644716973967284,0.9995016348453563,0.0,0.0,1.3577241775646671,1.5590364149531704,0.5732103058793787,0.5310760723554746,0.5509387417172931,0.015648141196773758,0.05147315732448848,0.16183472545904481,0.2583410198570036,0.0035714005531672257,0.03834881125727895,0.9994783593387722,0.0,369.8225089999614,143.98258273675157,-0.0015268567309249192,9351.749546813964,1.20315682888031,0.00415974402167194,0.0298828125,-1.0189963579177856,-1.032689094543457,-1.0117378234863281,53360.000100000005,0.3419085496890142,17197.055490825558,1.0,0.0545639724719581,2768.7253690842713,1.0,0.007996051279565654,401.66648449706094,1.0,-0.0020000000000000013,-100.48000000000008,1.0,-0.0011476316367317306,-60.927252019792974,1.0,-0.0005316180518337154,-26.529637967039253,1.0,-2.1353839559222104e-05,-1.1135318323055403,1.0,-0.0006622353904182386,-45.51509173223964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1822660098522169,59400.0,0.0019704433497536944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57344,14,1,short_2.5D_no_current,8,8,100.0,0.0,0.0,0.0,801.561295364419,488.125,1.2301497841558287,1.2301497841558287,0.9640358932753957,0.9991907448889069,0.0,0.0,1.3559460448223355,1.5590821656182727,0.5776199485806438,0.5329731466882037,0.5515820611665143,0.017029972626246392,0.04799047036240783,0.18376410793192258,0.28606546131709354,0.003869617522395587,0.05218055210881309,0.9991710388469819,0.0,395.98381989996415,144.8139977398233,-0.001512783602811396,9274.913589477539,1.1983052872121334,0.0057344785651366696,0.0251953125,-1.020263433456421,-1.033149003982544,-1.0114593505859375,57465.000100000005,0.3552085815616623,18584.14500182385,1.0,0.054354712348088155,2980.9805208035555,1.0,0.007993510597515935,432.88114338036064,1.0,-0.0020000000000000013,-108.29000000000008,1.0,-0.0011575469441494869,-65.44747283669672,1.0,-0.000533992687006876,-28.614879409801105,1.0,-2.3171268257359528e-05,-1.2040156348505293,1.0,-0.0009124232069941356,-49.07810435555174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.229193341869398,64200.0,0.00204865556978233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61440,15,1,short_2.5D_no_current,8,8,100.0,0.0,0.0,0.0,800.491335650855,474.5,1.2358050861031895,1.2358050861031895,0.9631457582383103,0.998884508862363,0.0,0.0,1.348610429885276,1.5537472384837663,0.5720530665386281,0.5165679353381739,0.5468784347201796,0.02067527728843939,0.054968175089808724,0.25709350287529764,0.38736169581326674,0.0034036645024074783,0.0421729768338896,0.9988608744268641,0.0,421.9744215999963,145.60124229103403,-0.0005159236927283928,9204.028784179687,1.1971327088773251,0.004007210715280962,0.0267578125,-1.0192115306854248,-1.036760687828064,-1.0094492435455322,61570.000100000005,0.36495836665753667,19969.526961655858,1.0,0.05399466690689054,3185.944276382112,1.0,0.00799100255689831,463.21498908634663,1.0,-0.0020000000000000013,-115.88200000000009,1.0,-0.0011429776827936251,-69.78621612058132,1.0,-0.0005186768909261523,-30.58377688775678,1.0,-2.0289723787845683e-05,-1.2810354263491914,1.0,-0.0007302990928273357,-51.8503197119243,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2644889357218125,69000.0,0.002107481559536354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65536,16,1,short_2.5D_no_current,8,8,100.0,0.0,0.0,0.0,802.5518399428056,506.625,1.2354504840040144,1.2354504840040144,0.9662359084243857,0.998191093292667,0.0,0.0,1.3549329415216287,1.555409790838601,0.5764389030908096,0.549330576029005,0.5521899659745448,0.022330387778316647,0.06602502857328502,0.35030747829131814,0.5070204402665878,0.0031990895672142404,0.07461401015669901,0.9982015611006685,0.0,448.3227392999688,146.1804058886927,-0.0012195127666927875,9099.431588745118,1.19924293756485,0.006717926922647166,0.0317626953125,-1.0191360712051392,-1.0397299528121948,-1.0035030841827393,65675.0001,0.34267516943776627,21358.389423387125,1.0,0.05421746645963567,3405.6876679430156,1.0,0.007985651777476078,495.5808357404572,1.0,-0.0020000000000000013,-123.9880000000001,1.0,-0.0011505107924414768,-74.44923636234662,1.0,-0.0005488838712927405,-32.80840321810626,1.0,-1.9546434297195492e-05,-1.3602571245557247,1.0,-0.0013530994654613459,-57.334431845439134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1843079200592155,73800.0,0.0019738465334320256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69632,17,1,short_2.5D_no_current,8,8,100.0,0.0,0.0,0.0,802.1761151819696,499.625,1.2284576255850497,1.2284576255850497,0.9661517206333237,0.9976783603950954,0.0,0.0,1.3528661508695516,1.555497013676125,0.5806832863858395,0.527225554697649,0.5523901655879089,0.031988977153255285,0.07339123585091234,0.41680184773582973,0.6126638416996535,0.0037207079040070348,0.06213622734622269,0.9978149160672123,0.0,475.2157336999662,146.52713507159064,-0.0018659438646864146,9025.536715698243,1.1949518501758576,0.003689247289003106,0.0363525390625,-1.0224348306655884,-1.0449447631835938,-1.004514455795288,69780.0001,0.34726930690367264,22746.424843081106,1.0,0.05416780658290774,3622.196390854898,1.0,0.00798382033437218,527.4921656169428,1.0,-0.0020000000000000013,-131.9820000000001,1.0,-0.0011619347539178848,-79.09348957375641,1.0,-0.0005287723585278564,-34.9219063351421,1.0,-2.220430107496769e-05,-1.4490077159523704,1.0,-0.0010523002518759588,-61.54047595218734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20090067550663,78600.0,0.0020015011258443832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73728,18,1,short_2.5D_no_current,7,7,100.0,0.0,0.0,0.0,806.3034587097167,554.7142857142857,1.230177164255632,1.230177164255632,0.9699721940142177,0.9982154540566076,0.0,0.0,1.3655969589842631,1.5573658613013488,0.565822832692961,0.5204648522835928,0.5545353047627233,0.03213266384381875,0.07587404730175061,0.4338414010946806,0.6532699843763389,0.0028383178037212947,0.06520889333815398,0.998345193880339,0.0,504.1729686000617,146.23552747129762,-0.0011271691066212953,7803.172813415527,1.1861221306025982,0.00511348906729836,0.0400390625,-1.0247153043746948,-1.047482967376709,-1.00151789188385,73884.0001,0.3141859244109303,23966.408787568747,1.0,0.054575933228789286,3834.114739582287,1.0,0.007986860310500709,558.505144202617,1.0,-0.0020000000000000018,-139.74800000000013,1.0,-0.0011322291795860615,-83.4899354780891,1.0,-0.0005211933630314085,-36.945700163793056,1.0,-1.6937674165211155e-05,-1.5147767047358853,1.0,-0.0011689549603196006,-66.07952806310836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0816379088333763,82800.0,0.0018027298480556271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77824,19,1,short_2.5D_no_current,7,7,100.0,0.0,0.0,0.0,807.3521275277718,560.4285714285714,1.2353285510080394,1.2353285510080394,0.9700326779981151,0.9987887385902593,0.0,0.0,1.3817015650262061,1.5660315968039675,0.5834427561260611,0.503268591114257,0.5607018632785998,0.032951048177102184,0.07382008136816223,0.38932413543022665,0.6077505603954927,0.0032966636964299953,0.04011491387390486,0.9988377281670716,0.0,530.4133598000044,146.72330280169416,-0.0009245408757124097,7735.637976074218,1.1804961390793323,0.0031430637944140473,0.0183837890625,-1.0261493921279907,-1.0476881265640259,-1.004629135131836,77988.0001,0.3111801556772433,25187.168538290574,1.0,0.05523824448205119,4050.8143726853737,1.0,0.00799063096654344,589.8523894843669,1.0,-0.0020000000000000013,-147.59400000000014,1.0,-0.0011674933060747295,-88.07001171782026,1.0,-0.0005033714044538534,-38.92042618346552,1.0,-1.9855583461805616e-05,-1.5926701586565488,1.0,-0.0007298089979440967,-68.94256876204305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0706092276319144,87000.0,0.0017843487127198571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81920,20,1,short_2.5D_no_current,7,7,100.0,0.0,0.0,0.0,803.8446627416387,518.4285714285714,1.2345665489868414,1.2345665489868414,0.9666052298103841,0.9985492873323646,0.0,0.0,1.3689771576895282,1.565210315373204,0.5868596844410794,0.510611089575811,0.5588575105312916,0.030788041169673423,0.07376247867565278,0.3328458440681552,0.48377612632599487,0.0035759716722181577,0.06860352905390302,0.9985549773563155,0.0,558.7738466999726,146.6067184135517,-0.0007212613709270954,7693.721670532226,1.1764329694211484,0.004349586990065291,0.0294189453125,-1.0273752212524414,-1.0479660034179688,-1.0064185857772827,82092.0001,0.33512304021457834,26403.33005122928,1.0,0.054890578646647085,4250.012282594056,1.0,0.00798958169703884,618.8465814629209,1.0,-0.0020000000000000013,-154.85200000000015,1.0,-0.001173915224145332,-92.33015006624368,1.0,-0.0005107178262890634,-40.773821175068534,1.0,-2.0907530066470512e-05,-1.6685435852677704,1.0,-0.0011004598698902308,-72.9361376298747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1573436208321852,91200.0,0.0019289060347203086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
