global_step,update,mode,eval_kind,episode_index,stage_id,stage_label,n_obstacles,seed,return,episode_length,success,collision,out_of_bounds,timeout,event,mission_distance,final_distance,min_distance,progress_total,path_length,path_ratio,path_efficiency,mean_speed,max_speed,mean_surge_speed,mean_abs_roll,max_abs_roll,mean_abs_pitch,max_abs_pitch,mean_abs_heading_error,max_abs_heading_error,mean_cross_track_error,max_cross_track_error,final_path_progress_fraction,mean_min_obstacle_clearance,min_obstacle_clearance,clearance_breach_steps,mean_action_l2,mean_action_delta_l2,mean_guidance_action_l2,mean_guided_action_l2,mean_propeller_rps,mean_abs_propeller_rps,mean_target_alignment,mean_abs_depth_error,mean_current_speed,max_current_speed,reward_total_check,rc_window_mean__progress_reward,rc_cumulative_sum__progress_reward,rc_trigger_rate__progress_reward,rc_window_mean__closing_speed_reward,rc_cumulative_sum__closing_speed_reward,rc_trigger_rate__closing_speed_reward,rc_window_mean__alignment_reward,rc_cumulative_sum__alignment_reward,rc_trigger_rate__alignment_reward,rc_window_mean__step_penalty,rc_cumulative_sum__step_penalty,rc_trigger_rate__step_penalty,rc_window_mean__action_l2_penalty,rc_cumulative_sum__action_l2_penalty,rc_trigger_rate__action_l2_penalty,rc_window_mean__action_smooth_penalty,rc_cumulative_sum__action_smooth_penalty,rc_trigger_rate__action_smooth_penalty,rc_window_mean__roll_penalty,rc_cumulative_sum__roll_penalty,rc_trigger_rate__roll_penalty,rc_window_mean__pitch_penalty,rc_cumulative_sum__pitch_penalty,rc_trigger_rate__pitch_penalty,rc_window_mean__obstacle_clearance_penalty,rc_cumulative_sum__obstacle_clearance_penalty,rc_trigger_rate__obstacle_clearance_penalty,rc_window_mean__orbit_penalty,rc_cumulative_sum__orbit_penalty,rc_trigger_rate__orbit_penalty,rc_window_mean__goal_bonus,rc_cumulative_sum__goal_bonus,rc_trigger_rate__goal_bonus,rc_window_mean__collision_penalty,rc_cumulative_sum__collision_penalty,rc_trigger_rate__collision_penalty,rc_window_mean__out_of_bounds_penalty,rc_cumulative_sum__out_of_bounds_penalty,rc_trigger_rate__out_of_bounds_penalty,rc_window_mean__timeout_penalty,rc_cumulative_sum__timeout_penalty,rc_trigger_rate__timeout_penalty
8192,2,train,,3,1,short_2.5D_no_current,0,,806.2683804907199,550,1,0,0,0,goal,38.62425838214806,1.2277615582319414,1.2277615582319414,37.3964968239161,37.41000465335891,0.9685624066415637,0.9996389246788938,1.3603638055766887,1.5808156363629229,1.3603139648215923,0.0028883510230515897,0.010685319561335227,0.027064195686360617,0.06110105769805596,0.013688889114999861,0.05233752116683821,0.11754952848621648,0.1669267208917833,0.9683660881154467,,,0,0.5900940529765053,0.5432402658987452,0.3668203168836507,0.557610111575235,24.158925013637486,24.158925013637486,0.9996029210789539,0.6013762531246948,0.0,0.0,806.2683804907201,0.3168696052340426,174.27828287872345,1.0,0.05439490447115068,29.917197459132876,1.0,0.00799682336863164,4.398252852747402,1.0,-0.0020000000000000013,-1.1000000000000008,1.0,-0.0011801881059530113,-0.6491034582741563,1.0,-0.0005432402658987453,-0.2987821462443099,1.0,-1.733010614931118e-05,-0.009531558382121148,1.0,-0.00048715552178724836,-0.2679355369829866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,600.0,0.0018181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8192,2,train,,4,1,short_2.5D_no_current,0,,803.5887506221425,509,1,0,0,0,goal,35.81923077142117,1.2209013460752915,1.2209013460752915,34.598329425345895,34.60452170226531,0.9660877957735198,0.9998210558442994,1.3597061572599303,1.5783796662879128,1.3596693359233634,0.0034600397318035117,0.015970979928323636,0.012541997739623266,0.03485040539953399,0.011346618640431976,0.03893577736655507,0.06296304887460451,0.16214047370388687,0.9659566805409365,,,0,0.611641264207705,0.5101304765697385,0.3615543746292474,0.5570530587686536,24.17702455967383,24.17702455967383,0.9997999618118493,0.20666565720572222,0.0,0.0,803.5887506221425,0.34158091473780544,173.86468560154296,1.0,0.05437851383158486,27.678663540276695,1.0,0.007998399694494798,4.071185444497853,1.0,-0.0020000000000000013,-1.0180000000000007,1.0,-0.0012232825284154098,-0.6226508069634435,1.0,-0.0005101304765697383,-0.2596564125739968,1.0,-2.0760238467565736e-05,-0.01056696137999096,1.0,-0.00022575595924870495,-0.11490978325759081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1787819253438114,600.0,0.0019646365422396855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8192,2,train,,5,1,short_2.5D_no_current,0,,800.1368654387758,475,1,0,0,0,goal,32.77001291416591,1.2184262052328727,1.2184262052328727,31.551586708933023,31.571376850030905,0.9634227771812426,0.9993731619247436,1.3293211305276167,1.566439422143368,1.3292441164056361,0.004421267592305936,0.022945143456685635,0.048354509929874896,0.08093310120775365,0.018760582631878027,0.04834204139315501,0.16555610168605106,0.21453084399714073,0.9631362332902047,,,0,0.592626658823145,0.5685915169649218,0.3573418569878528,0.5457094097372732,23.6700732122672,23.6700732122672,0.9992915690522076,0.9199604941750689,0.0,0.0,800.136865438776,0.36485767595441815,173.30739607834863,1.0,0.053139514457150386,25.241269367146433,1.0,0.007994332552417662,3.7973079623983894,1.0,-0.0020000000000000013,-0.9500000000000007,1.0,-0.0011852533176462895,-0.5629953258819875,1.0,-0.000568591516964922,-0.2700809705583379,1.0,-2.6527605500580812e-05,-0.012600612612775886,1.0,-0.0008703811790828446,-0.4134310600643512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.263157894736842,600.0,0.002105263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8192,2,train,,6,1,short_2.5D_no_current,0,,801.627554575511,488,1,0,0,0,goal,33.99096120451762,1.239816299000855,1.239816299000855,32.751144905516725,32.75620784693204,0.9636740676394444,0.9998454356670669,1.3424675347103323,1.568923909161636,1.342430519800102,0.002699522265593528,0.00890510549708079,0.012115803762331389,0.0372059072100428,0.014804697689591107,0.0466403532713211,0.05643839017303465,0.1220672842494117,0.963526810542528,,,0,0.5885390663027122,0.504714018417633,0.35749793672537217,0.5477571588192807,23.881530526982708,23.881530526982708,0.9997851952166821,0.18620209788656805,0.0,0.0,801.6275545755111,0.35539860909836607,173.43452124000265,1.0,0.05369040148445368,26.200915924413394,1.0,0.00799828156173345,3.9031614021259244,1.0,-0.0020000000000000013,-0.9760000000000008,1.0,-0.0011770781326054251,-0.5744141287114475,1.0,-0.0005047140184176333,-0.246300440987805,1.0,-1.6197133523765386e-05,-0.007904201159597508,1.0,-0.00021808446756545663,-0.10642522017194284,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2295081967213115,600.0,0.0020491803278688526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12288,3,train,,0,1,short_2.5D_no_current,0,,793.9106552541427,398,1,0,0,0,goal,26.78116398387053,1.2191983925117271,1.2191983925117271,25.561965591358813,25.566701447731795,0.9546523617543222,0.9998147646702616,1.284758866720195,1.5584054452390839,1.284731620231099,0.004339575230434388,0.02028916965564509,0.009426873052990241,0.035091098756753425,0.01513217349592744,0.042446743870439896,0.0621887297606312,0.15763428981908215,0.9544756690082373,,,0,0.5628706947268554,0.5173329332581342,0.3406515150476041,0.5177946152100011,22.98403647898897,22.98403647898897,0.9997891431905574,0.08150844803726778,0.0,0.0,793.9106552541426,0.4316723486273249,171.8055947536753,1.0,0.05138083535951516,20.449572473087034,1.0,0.007998313145524452,3.183328631918732,1.0,-0.0020000000000000013,-0.7960000000000006,1.0,-0.0011257413894537104,-0.44804507300257673,1.0,-0.0005173329332581346,-0.2058985074367376,1.0,-2.6037451394595345e-05,-0.010362905655048948,1.0,-0.00016968371468363276,-0.06753411844408584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5075376884422111,600.0,0.002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12288,3,train,,1,1,short_2.5D_no_current,0,,805.8640004664481,545,1,0,0,0,goal,38.294843217027626,1.2378023943374645,1.2378023943374645,37.057040822690155,37.064026163694294,0.9678594570460063,0.9998115331299066,1.360147749126397,1.5782239240618512,1.3601049442527646,0.0031351999642989306,0.012745755128241942,0.02964106083083581,0.05473560528857346,0.013688307356521759,0.04011269472708534,0.07844711103824496,0.15735918778242847,0.9676841190493599,,,0,0.5853859399915289,0.5382889714391065,0.3659326358809384,0.5550981561935276,24.157851144352804,24.157851144352804,0.9997633748448511,0.580495165395753,0.0,0.0,805.8640004664479,0.31959975884150504,174.18186856862025,1.0,0.05439565625349015,29.645632658152135,1.0,0.007998106998758811,4.358968314323552,1.0,-0.0020000000000000013,-1.0900000000000007,1.0,-0.0011707718799830577,-0.6380706745907665,1.0,-0.0005382889714391066,-0.2933674894343131,1.0,-1.8811199769918127e-05,-0.01025210387460538,1.0,-0.0005335390949510717,-0.29077880674833406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1009174311926606,600.0,0.001834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12288,3,train,,2,1,short_2.5D_no_current,0,,805.0111004408939,535,1,0,0,0,goal,37.35204368636611,1.2293025563253652,1.2293025563253652,36.12274113004077,36.13399266589777,0.9673899765513249,0.999688616313147,1.350803464145709,1.5766546514618183,1.350764703882697,0.003211583289742671,0.013965883670421508,0.027442835907645974,0.04843772159624171,0.011119454886293047,0.030722890337556485,0.09094748216017558,0.14507578011389005,0.9672696474707829,,,0,0.5665253028325806,0.5433467621384102,0.364346568551019,0.547678999616721,24.007724901145565,24.007724901145565,0.9996236784644482,0.6149888552354372,0.0,0.0,805.011100440894,0.3253756532278214,174.07597447688445,1.0,0.05401531383931327,28.898192904032598,1.0,0.007996989427715583,4.278389343827837,1.0,-0.0020000000000000013,-1.0700000000000007,1.0,-0.001133050605665162,-0.6061820740308617,1.0,-0.0005433467621384104,-0.2906905177440496,1.0,-1.9269499735441e-05,-0.010309182358460936,1.0,-0.0004939710462010014,-0.26427450971753574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1214953271028036,600.0,0.001869158878504673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12288,3,train,,3,1,short_2.5D_no_current,0,,809.1254375239301,587,1,0,0,0,goal,41.34898412829004,1.2273822233788905,1.2273822233788905,40.121601904911095,40.130320015273895,0.9705273505816951,0.9997827550251425,1.3673022151711711,1.563462421550153,1.3672653089668416,0.002617987565117289,0.0071341686526955606,0.013266856666268737,0.03702662731917172,0.014233242859259247,0.04691209821779463,0.11603949407133231,0.18844006558148696,0.9703637028572732,,,0,0.5835856460241102,0.5368896774940504,0.3688671215987896,0.5591956155288971,24.266333348521716,24.266333348521716,0.999758611197491,0.33527202998721933,0.0,0.0,809.1254375239299,0.2975416891150381,174.65697151052737,1.0,0.054680207025432546,32.097281523928906,1.0,0.007998068889579941,4.694866438183426,1.0,-0.0020000000000000013,-1.1740000000000008,1.0,-0.0011671712920482214,-0.6851295484323059,1.0,-0.0005368896774940504,-0.31515424068900755,1.0,-1.5707925389850252e-05,-0.009220552203842098,1.0,-0.00023880341973524764,-0.14017760738459037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0221465076660987,600.0,0.0017035775127768314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12288,3,train,,4,1,short_2.5D_no_current,0,,807.3669930791687,567,1,0,0,0,goal,39.79530826383864,1.2220679532543368,1.2220679532543368,38.5732403105843,38.59960208159182,0.9699535891437397,0.9993170455241536,1.3615379922960054,1.5623236456755834,1.361478997446727,0.003926513170106443,0.021294717471850078,0.037958002468243365,0.07173815002383144,0.01727488288410595,0.05871225696432658,0.2009848762054274,0.27110959032632176,0.9696071162246649,,,0,0.5830806397473213,0.5302232346798061,0.3701880455963195,0.5572812286266364,24.173002474221487,24.173002474221487,0.9992505118392238,0.9287940161723098,0.0,0.0,807.3669930791689,0.30771147777735586,174.47240789976078,1.0,0.0544243249532054,30.85859224846746,1.0,0.007994004094713788,4.532600321702718,1.0,-0.0020000000000000013,-1.1340000000000008,1.0,-0.0011661612794946423,-0.6612134454734622,1.0,-0.0005302232346798059,-0.30063657406344996,1.0,-2.3559079057454315e-05,-0.013357997825576597,1.0,-0.0006832440447964011,-0.38739937339955943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0582010582010581,600.0,0.001763668430335097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12288,3,train,,5,1,short_2.5D_no_current,0,,795.8513171633124,431,1,0,0,0,goal,29.218597809625937,1.2224856658602399,1.2224856658602399,27.996112143765693,28.02096022946096,0.9590111206578702,0.9991132321843439,1.300276576773127,1.5468475300213047,1.3001459195263214,0.002477013044991024,0.0065434621697590956,0.11315891257884247,0.13814218449291804,0.014246424543575135,0.03219725540862006,0.18309478607525653,0.2383277833859059,0.958726614283542,,,0,0.5555231643790971,0.5434430624896406,0.3514535633842796,0.5291038888858809,23.231314298949336,23.231314298949336,0.9990947475395049,1.8098262816261457,0.0,0.0,795.8513171633123,0.40015992130630734,172.46892608301846,1.0,0.05196494133413586,22.396889715012556,1.0,0.007992757980316043,3.4448786895162145,1.0,-0.0020000000000000013,-0.8620000000000007,1.0,-0.0011110463287581941,-0.4788609676947817,1.0,-0.0005434430624896406,-0.2342239599330351,1.0,-1.4862078227418242e-05,-0.006405555716017262,1.0,-0.002036860419700912,-0.8778868408910931,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3921113689095128,600.0,0.002320185614849188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
