global_step,update,mode,eval_kind,episode_index,stage_id,stage_label,n_obstacles,seed,return,episode_length,success,collision,out_of_bounds,timeout,event,mission_distance,final_distance,min_distance,progress_total,path_length,path_ratio,path_efficiency,mean_speed,max_speed,mean_surge_speed,mean_abs_roll,max_abs_roll,mean_abs_pitch,max_abs_pitch,mean_abs_heading_error,max_abs_heading_error,mean_cross_track_error,max_cross_track_error,final_path_progress_fraction,mean_min_obstacle_clearance,min_obstacle_clearance,clearance_breach_steps,mean_action_l2,mean_action_delta_l2,mean_guidance_action_l2,mean_guided_action_l2,mean_propeller_rps,mean_abs_propeller_rps,mean_target_alignment,mean_abs_depth_error,mean_current_speed,max_current_speed,reward_total_check,rc_window_mean__progress_reward,rc_cumulative_sum__progress_reward,rc_trigger_rate__progress_reward,rc_window_mean__closing_speed_reward,rc_cumulative_sum__closing_speed_reward,rc_trigger_rate__closing_speed_reward,rc_window_mean__alignment_reward,rc_cumulative_sum__alignment_reward,rc_trigger_rate__alignment_reward,rc_window_mean__step_penalty,rc_cumulative_sum__step_penalty,rc_trigger_rate__step_penalty,rc_window_mean__action_l2_penalty,rc_cumulative_sum__action_l2_penalty,rc_trigger_rate__action_l2_penalty,rc_window_mean__action_smooth_penalty,rc_cumulative_sum__action_smooth_penalty,rc_trigger_rate__action_smooth_penalty,rc_window_mean__roll_penalty,rc_cumulative_sum__roll_penalty,rc_trigger_rate__roll_penalty,rc_window_mean__pitch_penalty,rc_cumulative_sum__pitch_penalty,rc_trigger_rate__pitch_penalty,rc_window_mean__obstacle_clearance_penalty,rc_cumulative_sum__obstacle_clearance_penalty,rc_trigger_rate__obstacle_clearance_penalty,rc_window_mean__orbit_penalty,rc_cumulative_sum__orbit_penalty,rc_trigger_rate__orbit_penalty,rc_window_mean__goal_bonus,rc_cumulative_sum__goal_bonus,rc_trigger_rate__goal_bonus,rc_window_mean__collision_penalty,rc_cumulative_sum__collision_penalty,rc_trigger_rate__collision_penalty,rc_window_mean__out_of_bounds_penalty,rc_cumulative_sum__out_of_bounds_penalty,rc_trigger_rate__out_of_bounds_penalty,rc_window_mean__timeout_penalty,rc_cumulative_sum__timeout_penalty,rc_trigger_rate__timeout_penalty
32768,8,train,,6,1,short_2.5D_no_current,0,,802.1189489496785,511,1,0,0,0,goal,35.22934305746589,1.2356627513843856,1.2356627513843856,33.99368030608151,34.03753213105628,0.9661699361107718,0.998711662619783,1.3321930383975056,1.5547355530970115,1.3320642732168597,0.004500550525659202,0.024213419459483188,0.10410157038548808,0.15233259381484432,0.01890547724928603,0.04654770682477283,0.27398706502903336,0.4241500898097506,0.96580601890809,,,0,0.5620405791480452,0.5432821831405309,0.3650224747431488,0.5467661314747805,23.714812344098476,23.714812344098476,0.9987327101385527,2.0560194890944112,0.0,0.0,802.1189489496784,0.33989536788250246,173.68653298795877,1.0,0.053219068972338954,27.194944244865205,1.0,0.007989861681108412,4.082819319046399,1.0,-0.0020000000000000013,-1.0220000000000007,1.0,-0.0011240811582960912,-0.5744054718893026,1.0,-0.0005432821831405308,-0.27761719558481124,1.0,-2.7003303135023965e-05,-0.013798687901997246,1.0,-0.0018738282716554214,-0.9575262468159204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1741682974559686,600.0,0.0019569471624266144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36864,9,train,,0,1,short_2.5D_no_current,0,,802.9749990981525,509,1,0,0,0,goal,35.26682797551157,1.2218637913054273,1.2218637913054273,34.04496418420616,34.05159086170047,0.9655416383164676,0.999805393013171,1.3379799945658355,1.5529982580217054,1.3379429284181112,0.003881530524481675,0.01930236279990938,0.026273032656234815,0.04549199381089508,0.012977324273626665,0.03769714021151227,0.09915267647047268,0.16196467425866276,0.9653965200311997,,,0,0.5502093912839655,0.5207858845657415,0.3609708684600875,0.5420612680098162,23.80179918028784,23.80179918028784,0.9997828967263349,0.528991784630851,0.0,0.0,802.9749990981525,0.341382461080872,173.76367269016384,1.0,0.05350878457242611,27.23597134736489,1.0,0.007998263173810687,4.071115955469639,1.0,-0.0020000000000000013,-1.0180000000000007,1.0,-0.0011004187825679316,-0.5601131603270771,1.0,-0.0005207858845657416,-0.26508001524396246,1.0,-2.3289183160691665e-05,-0.011854194228792057,1.0,-0.0004729145875169519,-0.24071352504612853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1787819253438114,600.0,0.0019646365422396855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36864,9,train,,1,1,short_2.5D_no_current,0,,811.4692613286896,639,1,0,0,0,goal,44.9857977901704,1.2491516882823424,1.2491516882823424,43.73664610188808,43.768851910006,0.9729482205508355,0.9992641843065896,1.3699171176840694,1.5492789727187413,1.3698167054438142,0.0034958696871612346,0.015159775714220558,0.10923869367061663,0.15773066342568898,0.014679882616124839,0.04023351764558214,0.28416620825029576,0.4160850032406653,0.9726474864846585,,,0,0.5657829970838458,0.5621561598639748,0.37645546198824015,0.5614139119364286,24.302991122250404,24.302991122250404,0.9992730292429798,2.6534193105054906,0.0,0.0,811.4692613286895,0.27386825633275447,175.0018157966301,1.0,0.05475636444680817,34.98931688151042,1.0,0.00799418423394384,5.1082837254901134,1.0,-0.0020000000000000013,-1.278000000000001,1.0,-0.001131565994167692,-0.7230706702731552,1.0,-0.0005621561598639749,-0.35921778615308,1.0,-2.0975218142725805e-05,-0.01340316439320179,1.0,-0.001966296485323511,-1.2564634541217237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9389671361502347,600.0,0.001564945226917058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36864,9,train,,2,1,short_2.5D_no_current,0,,811.7897808790617,631,1,0,0,0,goal,44.390261191164925,1.2291405988570545,1.2291405988570545,43.16112059230789,43.18513097458093,0.9728514727274492,0.9994440127485732,1.368783866072295,1.5655447059679684,1.3687296581372725,0.0031670755637411316,0.013787225557291283,0.03810395266212303,0.09111482448225461,0.015608943960966492,0.04553027523522957,0.19447663103850385,0.30545134346832464,0.9726684913333333,,,0,0.5762964848926359,0.5801976015348513,0.37362138414534074,0.5598543864540555,24.271034824726684,24.271034824726684,0.9994346573378494,0.9907189924178884,0.0,0.0,811.7897808790615,0.2773627644183748,175.0159043479945,1.0,0.05472091358771209,34.52889647384633,1.0,0.007995477258702798,5.045146150241465,1.0,-0.0020000000000000013,-1.262000000000001,1.0,-0.0011525929697852716,-0.7272861639345064,1.0,-0.0005801976015348516,-0.3661046865684914,1.0,-1.900245338871324e-05,-0.011990548088278053,1.0,-0.000685871148065748,-0.432784694429487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9508716323296355,600.0,0.001584786053882726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36864,9,train,,3,1,short_2.5D_no_current,0,,811.2787959462485,633,1,0,0,0,goal,44.364373098145876,1.2312013106313875,1.2312013106313875,43.13317178751448,43.18502629210324,0.9734168044382459,0.9987992480486638,1.3644558070174813,1.5465476430977765,1.364343778898467,0.0028060328473375968,0.008636867189632635,0.08415329786852672,0.14435747857309345,0.018141786303381452,0.05933672332165729,0.3408938569913367,0.5365122667303214,0.973023094373449,,,0,0.5609527330795571,0.5443375347017371,0.3790655179187585,0.5599799790841896,24.21557938103811,24.21557938103811,0.9987865931823557,2.1482934925125305,0.0,0.0,811.2787959462486,0.2764686177187262,175.00463501595368,1.0,0.054512697361787606,34.506537430011555,1.0,0.00799029274545885,5.057855307875452,1.0,-0.0020000000000000013,-1.266000000000001,1.0,-0.001121905466159115,-0.7101661600787198,1.0,-0.0005443375347017373,-0.3445656594661997,1.0,-1.6836197093963393e-05,-0.010657312760478828,1.0,-0.0015147593606425324,-0.9588426752867231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9478672985781991,600.0,0.001579778830963665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36864,9,train,,4,1,short_2.5D_no_current,0,,804.9267859471937,535,1,0,0,0,goal,37.31356242612214,1.220150986596951,1.220150986596951,36.093411439525156,36.100447544401504,0.9674886340825134,0.9998050964640353,1.349549440912206,1.56439497073775,1.3495109627839497,0.003553506097992064,0.01785886897645428,0.0368916204574183,0.053417324283715484,0.016345954641470265,0.044283115259036165,0.05895186424374057,0.15696907317971062,0.96731267328775,,,0,0.5710287825944268,0.5481878338573135,0.3634545523847375,0.5495879790214735,23.985800098533147,23.985800098533147,0.9997661357736518,0.6635041977689946,0.0,0.0,804.9267859471936,0.32544675155665503,174.11401208281043,1.0,0.05397145635816856,28.87472915162018,1.0,0.007998129086189224,4.278999061111235,1.0,-0.0020000000000000013,-1.0700000000000007,1.0,-0.001142057565188854,-0.6110007973760369,1.0,-0.0005481878338573137,-0.29328049111366283,1.0,-2.1321036562456314e-05,-0.011406754560914127,1.0,-0.0006640491687805847,-0.35526630529761277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1214953271028036,600.0,0.001869158878504673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36864,9,train,,5,1,short_2.5D_no_current,0,,809.8686437878948,602,1,0,0,0,goal,42.22151679744293,1.2162355890693244,1.2162355890693244,41.0052812083736,41.011916555714656,0.9713510945726722,0.9998382092840739,1.3625221447081268,1.5589329424361675,1.3624879113886705,0.002557124560065885,0.006532871478169167,0.032752613048209575,0.05826984567894611,0.014121410638073466,0.05574977223469135,0.05720467476164212,0.10830922532735475,0.9711944872606892,,,0,0.561527438491948,0.5336137115878,0.3688695986455065,0.5532415159158037,24.17364252745201,24.17364252745201,0.9997857025386775,0.642962794880487,0.0,0.0,809.8686437878946,0.2903902143140529,174.81490901705985,1.0,0.054492068050994866,32.80422496669891,1.0,0.007998285620309402,4.81496794342626,1.0,-0.0020000000000000013,-1.2040000000000008,1.0,-0.0011230548769838972,-0.6760790359443062,1.0,-0.0005336137115878,-0.3212354543758556,1.0,-1.5342747364489434e-05,-0.009236333913422639,1.0,-0.0005895470349780251,-0.3549073150567711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966777408637874,600.0,0.0016611295681063123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40960,10,train,,0,1,short_2.5D_no_current,0,,801.0921640977718,486,1,0,0,0,goal,33.39585689169253,1.2342915795228668,1.2342915795228668,32.16156531216966,32.168371774668984,0.9632443892365314,0.9997884113455603,1.323801307599546,1.5626831736403157,1.3237579422247505,0.0045523874948047004,0.02334605912665566,0.011140519307904925,0.04729402831220497,0.012892396223417976,0.05501948147741542,0.07765598022832858,0.13906082450897791,0.9630638848162354,,,0,0.5614315958084239,0.5000407122824831,0.3573868483948855,0.5382870619832979,23.577985519686564,23.577985519686564,0.9997611092735758,0.15721927352183557,0.0,0.0,801.092164097772,0.3566816954267842,173.3473039774171,1.0,0.05294084825048507,25.729252249735744,1.0,0.007998088874188616,3.887071192855667,1.0,-0.0020000000000000013,-0.9720000000000008,1.0,-0.0011228631916168476,-0.545711511125788,1.0,-0.0005000407122824832,-0.24301978616928682,1.0,-2.7314325054810325e-05,-0.013274761976637819,1.0,-0.0002005293476642556,-0.09745726296482822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2345679012345678,600.0,0.00205761316872428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40960,10,train,,1,1,short_2.5D_no_current,0,,799.6874809006734,472,1,0,0,0,goal,32.51094525661911,1.249548165141462,1.249548165141462,31.261397091477658,31.273749886307915,0.96194526610821,0.99960501075582,1.3251588934876202,1.56364915412109,1.3250979577294801,0.0024703633919285857,0.005084971436389196,0.051386029121740145,0.08547742991573681,0.0115206171343089,0.03594691332091582,0.11856561399872019,0.17193921078854182,0.9617351170491302,,,0,0.5631936232907643,0.5475987810276496,0.3567626832873892,0.538902970551813,23.60859036979228,23.60859036979228,0.9995500402396132,0.9590694534996164,0.0,0.0,799.6874809006737,0.3666986344352317,173.08175545342937,1.0,0.0529854187991147,25.009117673182136,1.0,0.007996400321916909,3.7743009519447805,1.0,-0.0020000000000000013,-0.9440000000000007,1.0,-0.0011263872465815288,-0.5316547803864816,1.0,-0.0005475987810276497,-0.25846662464505066,1.0,-1.482218035548382e-05,-0.006996069127788363,1.0,-0.000924948524837618,-0.4365757037233557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271186440677966,600.0,0.00211864406779661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40960,10,train,,2,1,short_2.5D_no_current,0,,808.2156225352601,593,1,0,0,0,goal,41.412249444451824,1.2320781152407876,1.2320781152407876,40.180171329211035,40.222584490729034,0.9712726314150468,0.9989455386307219,1.3565795781021595,1.5753690741875837,1.3564496804142492,0.0035970396866146412,0.014439314398605685,0.10292452957996742,0.1429520559161377,0.014434367660589434,0.043500756477198976,0.2780879177629067,0.3909709995655126,0.9709251734551207,,,0,0.57375100283282,0.563389632184982,0.3725779019987201,0.5593967445910881,24.08288236339624,24.08288236339624,0.9988903371244036,2.3308145903343473,0.0,0.0,808.2156225352602,0.2945104943512867,174.64472315031298,1.0,0.054205964693707975,32.14413706336883,1.0,0.007991122696995223,4.738735759318168,1.0,-0.0020000000000000013,-1.1860000000000008,1.0,-0.0011475020056656393,-0.6804686893597242,1.0,-0.0005633896321849828,-0.3340900518856948,1.0,-2.1582238140451082e-05,-0.012798267217287492,1.0,-0.0018526415333509512,-1.0986164292771141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0118043844856661,600.0,0.0016863406408094434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40960,10,train,,3,1,short_2.5D_no_current,0,,804.1359592998306,527,1,0,0,0,goal,36.66684254471558,1.2344822366981172,1.2344822366981172,35.43236030801743,35.44291202175059,0.9666202367582538,0.999702289875994,1.3450820501613137,1.5570278319115198,1.3450397481746936,0.002551393275759894,0.006871681054334999,0.041864737097548475,0.06534525577278716,0.014747644322438417,0.0402491559148066,0.1362304205334512,0.19133883217384326,0.9664394076075505,,,0,0.5795295030882395,0.5585224172396434,0.36315675758433297,0.5488383522932285,23.91201993742211,23.91201993742211,0.9996653989877401,0.8740442439825978,0.0,0.0,804.1359592998306,0.33005662911382605,173.93984354298632,1.0,0.05378726422469444,28.34588824641397,1.0,0.007997323191901912,4.214589322132308,1.0,-0.0020000000000000013,-1.0540000000000007,1.0,-0.001159059006176479,-0.6108240962550044,1.0,-0.0005585224172396439,-0.29434131388529233,1.0,-1.5308359682280196e-05,-0.008067505552561664,1.0,-0.000753565267569596,-0.3971288960091771,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1385199240986716,600.0,0.0018975332068311196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40960,10,train,,4,1,short_2.5D_no_current,0,,808.0641220175557,575,1,0,0,0,goal,40.36361787120245,1.2425451094496687,1.2425451094496687,39.12107276175276,39.1313427845285,0.9694706482801899,0.9997375499524188,1.3610901838096878,1.5692741590119688,1.3610477147665885,0.00255562313479601,0.0059305150089103975,0.01427169500515359,0.0392332963958224,0.01498705730523476,0.0437553749880899,0.07945045551095432,0.14635603224397134,0.9692941634622493,,,0,0.5777714656908874,0.5553648536668524,0.36804169744253157,0.5555802632803503,24.165143719724423,24.165143719724423,0.999705827928212,0.2741131482220801,0.0,0.0,808.0641220175556,0.3034068137725837,174.45891791923563,1.0,0.05442931862504735,31.296858209402227,1.0,0.007997646623425708,4.598646808469781,1.0,-0.0020000000000000013,-1.1500000000000008,1.0,-0.0011555429313817752,-0.6644371855445207,1.0,-0.0005553648536668528,-0.31933479085844035,1.0,-1.5333738817792885e-05,-0.008816899820230909,1.0,-0.00025689051013696757,-0.14771204332875634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0434782608695652,600.0,0.0017391304347826088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40960,10,train,,5,1,short_2.5D_no_current,0,,800.464227397706,483,1,0,0,0,goal,33.16647630156548,1.2485706046935239,1.2485706046935239,31.917905696871973,31.924997889701636,0.96256827524951,0.9997778482913552,1.3219460823893006,1.5492239087833146,1.3219039939783954,0.005273927618091836,0.029921106381343154,0.03999405401972357,0.07417608206236093,0.009399227839406877,0.030282964876803042,0.12477686904660287,0.21443507380635546,0.9624352737315427,,,0,0.5626883962698759,0.5891864466978387,0.3567054665205888,0.5377866140341167,23.55564815147414,23.55564815147414,0.9998007249498143,0.7431433894547465,0.0,0.0,800.464227397706,0.3586414058617923,173.22379903124568,1.0,0.052866096392334506,25.534324557497566,1.0,0.007998405799598518,3.863230001206084,1.0,-0.0020000000000000013,-0.9660000000000007,1.0,-0.0011253767925397523,-0.5435569907967004,1.0,-0.0005891864466978382,-0.2845770537550559,1.0,-3.1643565618753015e-05,-0.015283842193857705,1.0,-0.0007198929720448315,-0.34770830549765364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2422360248447204,600.0,0.002070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40960,10,train,,6,1,short_2.5D_no_current,0,,793.2068719708407,391,1,0,0,0,goal,26.467306725172758,1.239126017938649,1.239126017938649,25.22818070723415,25.232001654376997,0.9533271335983394,0.9998485674186604,1.2906394708121216,1.558792390778348,1.2906060482798156,0.004148556165574746,0.018274597485769206,0.027755119127249355,0.04561476523388297,0.00982045469612707,0.03959867983843113,0.05471171958943001,0.101444632947484,0.953208623106379,,,0,0.5975195836475895,0.5671731878662735,0.3396884109586706,0.5266185158201496,23.083120278085914,23.083120278085914,0.9998488143205421,0.3815492329381672,0.0,0.0,793.2068719708409,0.43880536671543424,171.5728983857348,1.0,0.05161776103781917,20.182544565787296,1.0,0.007998790514564338,3.127527091194656,1.0,-0.0020000000000000013,-0.7820000000000006,1.0,-0.0011950391672951798,-0.4672603144124153,1.0,-0.0005671731878662739,-0.22176471645571308,1.0,-2.489133702700368e-05,-0.009732512777558438,1.0,-0.0004995921438112098,-0.19534052823018302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5345268542199488,600.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40960,10,train,,7,1,short_2.5D_no_current,0,,803.5086280295534,521,1,0,0,0,goal,36.162175267874616,1.239419831812203,1.239419831812203,34.9227554360624,34.93817569840002,0.9661524905399715,0.999558641456534,1.3411967638541282,1.5806780346993576,1.3411364828248242,0.004298902837080838,0.021662477848583883,0.05491546395324017,0.08379928850756846,0.016827472297159418,0.05200982648363395,0.1493932095859422,0.24204228209429984,0.9658697482280562,,,0,0.5602754765715728,0.5220397724904077,0.3627996247640727,0.5450505249473961,23.85153810499486,23.85153810499486,0.9995096643849016,1.101916813729532,0.0,0.0,803.5086280295532,0.33364816268544406,173.83069275911635,1.0,0.05362419260815722,27.93820434884991,1.0,0.007996077315079213,4.16595628115627,1.0,-0.0020000000000000013,-1.0420000000000007,1.0,-0.001120550953143147,-0.5838070465875795,1.0,-0.0005220397724904077,-0.2719827214675024,1.0,-2.579341705103874e-05,-0.013438370283591183,1.0,-0.0009884783516902994,-0.514997221230646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1516314779270633,600.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45056,11,train,,0,2,medium_3D_current,0,,812.6710815692325,815,1,0,0,0,goal,50.2079171491346,1.2470609300883106,1.2470609300883106,48.9608562190463,49.54795956042518,0.9868555075338193,0.9881508068831191,1.215900848108593,1.421256268128237,1.209997910551679,0.005194740488069754,0.0257599661559742,0.3729384006363847,0.4647466647851406,0.03547649828973306,0.12418711540857341,1.4717916990795188,1.9811247117427755,0.9820389032439102,,,0,0.5587224624982458,0.5592498614733707,0.41981318821570623,0.5973957913784893,24.073092316304734,24.073092316304734,0.9915758648900597,9.846004005417276,0.1813826323104051,0.19293229281902313,812.6710815692322,0.21537321704096557,175.52917188838694,1.0,0.04806104283427041,39.16974990993038,0.9950920245398773,0.007932606919120466,6.46507463908318,1.0,-0.0020000000000000013,-1.6300000000000012,1.0,-0.0011174449249964898,-0.9107176138721391,1.0,-0.0005592498614733701,-0.45578863710079665,1.0,-3.116844296989252e-05,-0.025402281020462405,1.0,-0.006712891210030564,-5.471006336174909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7361963190184049,600.0,0.001226993865030675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45056,11,train,,1,2,medium_3D_current,0,,816.3284572802897,669,1,0,0,0,goal,49.92678334258907,1.233446086469732,1.233446086469732,48.69333725611939,48.985689706349085,0.9811505253646653,0.9940318804944405,1.4644451332241895,1.6657448888016195,1.4620997802470626,0.003236255675525366,0.01482513527167617,0.08354570362717789,0.26207849177141895,0.02372857692422142,0.06887296163893897,0.57752736247195,0.9576324528751621,0.9803492008686221,,,0,0.5822474641199202,0.5648772522162574,0.3939175938098776,0.5833318052626868,24.50609567311829,24.50609567311829,0.996768093451531,2.0295870421921776,0.10348134341974073,0.12022445350885391,816.32845728029,0.26241118433444316,175.5530823197425,1.0,0.058228205986390856,38.95466980489548,1.0,0.007974144747612245,5.334702836152592,1.0,-0.0020000000000000013,-1.338000000000001,1.0,-0.0011644949282398405,-0.7790471069924534,1.0,-0.0005648772522162568,-0.3779028817326758,1.0,-1.9417534088312148e-05,-0.012990330305080827,1.0,-0.0015038226628853548,-1.0060573614703023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8968609865470852,600.0,0.0014947683109118087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45056,11,train,,2,2,medium_3D_current,0,,834.6930065399408,1067,1,0,0,0,goal,68.84788105262092,1.2390070985463275,1.2390070985463275,67.60887395407461,69.09318131672882,1.0035629312094647,0.9785173104730837,1.295092433303257,1.5181797785299778,1.270595025989788,0.002553422530156554,0.005102772696516045,0.03889712017310422,0.0730975465715149,0.03400108585529136,0.1713528825387014,3.0828912036583693,4.506771347384124,0.9920203169066961,,,0,0.5643961460738955,0.5449508858771319,0.3791778412522729,0.5641171598585275,24.424666259202702,24.424666259202702,0.9987716931577074,1.4848270917002606,0.262335887707721,0.323035329580307,834.6930065399412,0.1656613552584467,176.76066606076262,1.0,0.050693640467546854,54.09011437887249,0.9953139643861293,0.007990173545261664,8.525515172794195,1.0,-0.0019999999999999875,-2.1339999999999866,1.0,-0.0011287922921477914,-1.2044213757216935,1.0,-0.0005449508858771312,-0.5814625952308989,1.0,-1.532053516763182e-05,-0.016347011023863153,1.0,-0.0007001481635536163,-0.7470580905117086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5623242736644799,600.0,0.0009372071227741331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45056,11,train,,3,2,medium_3D_current,0,,840.4657246324787,993,1,0,0,0,goal,79.36948797937629,1.2428904880578655,1.2428904880578655,78.1265974913183,78.3612172564827,0.9872964945527231,0.9970059198494027,1.5782722508858567,1.7555504612593864,1.5774832783347668,0.0038125660992405124,0.018197905592121533,0.1946306820400795,0.3035829515331603,0.021519755358031627,0.0846532311079069,1.0022185373015084,1.539026525447918,0.9862600079886382,,,0,0.549665742383075,0.5639340414816639,0.41085699578786544,0.5957849922947293,25.17464174594458,25.17464174594458,0.997272461945934,8.279869083177756,0.16019986657667737,0.2224317491054535,840.4657246324783,0.17843029299981167,177.181280948813,1.0,0.06294187109068948,62.50127799305466,1.0,0.007978179695567465,7.9223324376984925,1.0,-0.0020000000000000013,-1.9860000000000015,1.0,-0.001099331484766151,-1.091636164372788,1.0,-0.000563934041481664,-0.5599865031912924,1.0,-2.2875396604400207e-05,-0.022715268828169405,1.0,-0.003503352276631984,-3.4788288106955605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6042296072507553,600.0,0.0010070493454179255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49152,12,train,,0,2,medium_3D_current,0,,813.9611967706996,776,1,0,0,0,goal,52.58418719181153,1.2400912679692864,1.2400912679692864,51.34409592384215,52.41371452171521,0.9967581001209643,0.9795927724712239,1.3508689309720403,1.5651688796605872,1.3434560666935864,0.005395338637772671,0.020780559997113812,0.4349433196007411,0.5871422206966042,0.038873367507076734,0.5450351053759559,1.823885107066374,2.9489709502641115,0.9893343638348302,,,0,0.5679621614945438,0.547899463865666,0.45721767773640526,0.6301832196504339,24.206605789863787,24.206605789863787,0.9809739313392183,11.63304236326249,0.12140263655443781,0.17932666838169098,813.9611967706995,0.2264884865212838,175.75506554051623,1.0,0.05293208931350792,41.075301307282146,0.9987113402061856,0.007847791450713754,6.089886165753873,1.0,-0.0020000000000000013,-1.5520000000000012,1.0,-0.0011359243229890875,-0.8814772746395318,1.0,-0.0005478994638656652,-0.4251699839597562,1.0,-3.2372031838797055e-05,-0.025120696706906517,1.0,-0.007828979751992898,-6.075288287546489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7731958762886598,600.0,0.001288659793814433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49152,12,train,,1,2,medium_3D_current,0,,815.9452490996155,786,1,0,0,0,goal,49.22373406470767,1.2487589621768302,1.2487589621768302,47.97497510253083,48.284100978487686,0.9809109750799324,0.99359777090818,1.22860307833302,1.4412022577648809,1.2226454537851592,0.003515927645590468,0.016517568712269615,0.09047923478165269,0.13600964218269063,0.038516220722454045,0.17123300146616538,1.1174187470012806,1.6178943712696978,0.976590655815424,,,0,0.5649709223482862,0.501585512115139,0.3795283999170814,0.5645857079158378,24.28101405538311,24.28101405538311,0.9981345927470823,2.318053869556749,0.1811938563660356,0.2661057114601135,815.9452490996152,0.22319792938140234,175.43357249378224,1.0,0.04883774569595608,38.38646811702148,0.9923664122137404,0.007985076741976665,6.276270319193658,1.0,-0.0020000000000000013,-1.5720000000000012,1.0,-0.0011299418446965718,-0.8881342899315053,1.0,-0.0005015855121151384,-0.39424621252249875,1.0,-2.109556588307714e-05,-0.01658111478409863,1.0,-0.0016286262253740133,-1.2801002131439745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7633587786259542,600.0,0.001272264631043257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49152,12,train,,2,2,medium_3D_current,0,,814.3146443709941,562,1,0,0,0,goal,47.178800904731105,1.2281922613028928,1.2281922613028928,45.95060864342823,46.408765510148456,0.9836783601995821,0.9901277945732029,1.6515574914643572,1.8457065245724673,1.6388010735000758,0.003239764611124183,0.014470708324078707,0.017757883652655838,0.04326150830383302,0.03217869148693576,0.27435861402511996,1.334215839380009,1.9049622080540356,0.9802874511004203,,,0,0.5658887534541512,0.5377004863860025,0.3877959588535952,0.5768752240731623,24.605546840811506,24.605546840811506,0.9985688052504564,0.39265404892435735,0.3294857108826315,0.3384595215320587,814.3146443709941,0.31194681737310237,175.31411136368354,1.0,0.06541597425056153,36.76377752881558,0.9911032028469751,0.007988550442003643,4.489565348406047,1.0,-0.0020000000000000013,-1.1240000000000008,1.0,-0.001131777506908302,-0.6360589588824658,1.0,-0.0005377004863860022,-0.30218767334893326,1.0,-1.9438587700498834e-05,-0.010924486287680345,1.0,-0.0003196419063915982,-0.1796387513920782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0676156583629892,600.0,0.0017793594306049821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
