global_step,update,stage_id,stage_label,episodes,successes,success_rate,collision_rate,out_of_bounds_rate,timeout_rate,mean_return,mean_len,mean_final_distance,mean_min_distance,mean_path_ratio,mean_path_efficiency,mean_min_obstacle_clearance,min_obstacle_clearance,mean_speed,max_speed_mean,mean_action_l2,mean_action_delta_l2,mean_guided_action_l2,mean_abs_heading_error,max_abs_heading_error_mean,mean_cross_track_error,max_cross_track_error_mean,mean_abs_roll,mean_abs_pitch,mean_target_alignment,mean_current_speed,elapsed_sec,steps_per_sec,policy_loss,value_loss,entropy,approx_kl,clipfrac,log_std_mean,log_std_min,log_std_max,obs_rms_count,rc_window_mean__progress_reward,rc_cumulative_sum__progress_reward,rc_trigger_rate__progress_reward,rc_window_mean__closing_speed_reward,rc_cumulative_sum__closing_speed_reward,rc_trigger_rate__closing_speed_reward,rc_window_mean__alignment_reward,rc_cumulative_sum__alignment_reward,rc_trigger_rate__alignment_reward,rc_window_mean__step_penalty,rc_cumulative_sum__step_penalty,rc_trigger_rate__step_penalty,rc_window_mean__action_l2_penalty,rc_cumulative_sum__action_l2_penalty,rc_trigger_rate__action_l2_penalty,rc_window_mean__action_smooth_penalty,rc_cumulative_sum__action_smooth_penalty,rc_trigger_rate__action_smooth_penalty,rc_window_mean__roll_penalty,rc_cumulative_sum__roll_penalty,rc_trigger_rate__roll_penalty,rc_window_mean__pitch_penalty,rc_cumulative_sum__pitch_penalty,rc_trigger_rate__pitch_penalty,rc_window_mean__obstacle_clearance_penalty,rc_cumulative_sum__obstacle_clearance_penalty,rc_trigger_rate__obstacle_clearance_penalty,rc_window_mean__orbit_penalty,rc_cumulative_sum__orbit_penalty,rc_trigger_rate__orbit_penalty,rc_window_mean__goal_bonus,rc_cumulative_sum__goal_bonus,rc_trigger_rate__goal_bonus,rc_window_mean__collision_penalty,rc_cumulative_sum__collision_penalty,rc_trigger_rate__collision_penalty,rc_window_mean__out_of_bounds_penalty,rc_cumulative_sum__out_of_bounds_penalty,rc_trigger_rate__out_of_bounds_penalty,rc_window_mean__timeout_penalty,rc_cumulative_sum__timeout_penalty,rc_trigger_rate__timeout_penalty
45056,11,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,826.0395675054854,886.0,1.240601150790559,1.240601150790559,0.9897163646651681,0.9894264794250115,0.0,0.0,1.388427666380474,1.5901828491798053,0.5637579537687841,0.5582530102621059,0.5851574371986082,0.02868147910681937,0.11226654767353017,1.5336072006278367,2.246138759362495,0.0036992461982480462,0.17250297661918657,0.996097028361308,0.17684993250363604,323.4333436000161,139.30536505141507,-0.0002895219717174768,4667.619550704956,1.2296305686235427,0.0016970994900475489,0.025830078125,-1.006503939628601,-1.0212383270263672,-0.9939144253730774,45144.000100000005,0.19893459402305447,13391.748601637228,1.0,0.05494238490032534,2259.1545269485973,0.9974604966139955,0.007970548839088166,334.72425165339985,1.0,-0.0019999999999999974,-83.75400000000005,1.0,-0.0011246676808575266,-48.54906627973822,1.0,-0.0005573195872617561,-22.79103582240262,1.0,-2.1855217600896103e-05,-0.9148719871385309,1.0,-0.003020019920669436,-44.705996168519505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6772009029345373,46200.0,0.001128668171557562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49152,12,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,820.0582742813426,795.5,1.236874358310775,1.236874358310775,0.9869056815442848,0.9898579867443533,0.0,0.0,1.3844046813146074,1.5799722717277955,0.5667239715712382,0.5357511325893205,0.5871497091449367,0.034782632259353075,0.2792099858972502,1.3801726870194324,2.0179222039254827,0.0038422985315521713,0.14154603150854156,0.9942014540275753,0.19301168870987076,349.8464632999385,140.49591794175112,-0.0008842841954901815,4641.59119644165,1.2325819261372088,0.0030095738966338104,0.0306884765625,-1.0098930597305298,-1.0208021402359009,-0.9969080686569214,49245.000100000005,0.22103782290626567,14095.090954124966,1.0,0.05383593325961153,2430.460466580681,0.9952859836580766,0.007954853974043009,360.0365969988047,1.0,-0.0019999999999999974,-90.11800000000004,1.0,-0.0011337885641458359,-52.15678149085027,1.0,-0.0005372911514032404,-24.50069626616773,1.0,-2.2958893134176055e-05,-0.9879271850914791,1.0,-0.0025056912278522787,-52.679105655545456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.754242614707731,48600.0,0.001257071024512885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53248,13,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,828.7064099637971,986.25,1.2426714746998246,1.2426714746998246,0.9914891115518059,0.9883360841199537,0.0,0.0,1.2859234654258156,1.488236827080997,0.5546390520123794,0.5438239402771685,0.5743400107042906,0.024434599383717597,0.11969345201250259,1.8100876960873284,2.6950847232462927,0.0034495141362029117,0.1287955983565142,0.9971024130628275,0.18625747593619957,377.1782674000133,141.17462378480113,-0.0017876964586321265,4578.229583740234,1.2226413927972317,0.0054364241106668485,0.058349609375,-1.0131303071975708,-1.0178768634796143,-1.0070146322250366,53346.000100000005,0.17882048246513016,14800.537757449903,1.0,0.05074862525788784,2630.6637932230487,0.9961977186311787,0.007979537863090129,391.5158738686953,1.0,-0.0019999999999999823,-98.00799999999997,1.0,-0.0011100112161087998,-56.53577573839949,1.0,-0.0005427747564691238,-26.641942680438422,1.0,-1.998167350906348e-05,-1.0667548870847345,1.0,-0.001980912197261167,-60.493804273740764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6083650190114068,51000.0,0.0010139416983523447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57344,14,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,826.2918755166688,955.5,1.2353863884247236,1.2353863884247236,0.9886473288016754,0.9913852078353786,0.0,0.0,1.3118823269927615,1.5025405131736431,0.5544133625999708,0.5292120386005017,0.5900043120767424,0.038862533056375104,0.18257897417679403,1.3147471267807442,2.0723449480982525,0.004614753917142194,0.23901295541545708,0.9953215992566823,0.17134509712888435,405.2490781999659,141.50309793352375,-0.0008181035635061562,4539.480331420898,1.2151226460933686,0.005399860709076165,0.0339599609375,-1.0147005319595337,-1.0196318626403809,-1.0073174238204956,57447.000100000005,0.1846328152757545,15506.204377433838,1.0,0.05204791892166755,2829.5909393416623,0.9960753532182104,0.007965183343846226,421.95880460887554,1.0,-0.001999999999999992,-105.65199999999993,1.0,-0.001108595847542417,-60.7728290677066,1.0,-0.0005304736087046116,-28.66941281290745,1.0,-2.6791617867352586e-05,-1.169152450573756,1.0,-0.004149208202717603,-76.35207802452744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6279434850863422,53400.0,0.0010465724751439038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61440,15,2,medium_3D_current,5,5,100.0,0.0,0.0,0.0,812.1206322644036,807.4,1.2473648666101778,1.2473648666101778,1.0697990009247194,0.9195042279119491,0.0,0.0,1.3928729798372401,1.768782823810112,0.5647610254614832,0.5462839152759627,0.6416692994225308,0.22157467669118316,1.620836528981735,1.3597786702776626,2.5231437732944615,0.0039900461991062034,0.1911798360795617,0.8938681826018685,0.21231076405016464,432.5736430999823,142.0336189687802,-0.0017383357480866835,5669.743340301514,1.211946076154709,0.003963581565403729,0.027392578125,-1.0154439210891724,-1.0226244926452637,-1.0053033828735352,61549.000100000005,0.21736887931802812,16383.722543240718,1.0,0.04973397605844986,3030.3670006896245,0.9093386177854843,0.006992231405960229,450.186442794737,0.9346049046321526,-0.00199999999999999,-113.72599999999989,1.0,-0.0011306008879263842,-65.33706485226541,1.0,-0.0005453544780304294,-30.871008840716293,1.0,-2.528714980645791e-05,-1.2712366743424266,1.0,-0.003957589294661333,-92.32886600707525,1.0,0.0,0.0,0.0,-0.003715630418627694,-15.0,0.003715630418627694,0.7431260837255388,56400.0,0.0012385434728758979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65536,16,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,825.9540567379859,914.75,1.2398817666915494,1.2398817666915494,0.9984311086651493,0.9816626572180438,0.0,0.0,1.3847089623597533,1.603636550577515,0.5572193836802716,0.5548914273639959,0.6100309078395634,0.04981229866565678,0.36579808756279697,1.9290653600897236,2.82445025488835,0.004842916815409201,0.23235643045050255,0.9910511267544039,0.20605562617368736,484.08067329996265,135.38239309006732,-0.0017368525324855,4458.395376586914,1.213042065501213,0.004267670036642812,0.0570068359375,-1.0139456987380981,-1.0192848443984985,-1.006502389907837,65650.0001,0.19283771719356077,17089.315750451955,1.0,0.05387129352035737,3227.482063680612,0.9948073244055753,0.007933439586565701,479.2148982419809,1.0,-0.001999999999999995,-121.04399999999987,1.0,-0.0011150299543637022,-69.4169594552822,1.0,-0.0005533089714403383,-32.89556636721649,1.0,-2.8545226577169247e-05,-1.3756836583882888,1.0,-0.003933752277661514,-106.72246559103873,1.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.6559169171904892,58800.0,0.0010931948619841486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69632,17,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,830.108687586704,920.25,1.2308896503111093,1.2308896503111093,0.9924503710620781,0.988144792123365,0.0,0.0,1.4279223678281794,1.6344528965112275,0.5771342258713075,0.5369883693106691,0.5895561520755691,0.042676070609761495,0.2659984624727717,1.710433185647731,2.773764073846771,0.0031327412108653717,0.09730038247451993,0.9970812583771819,0.18577222468826984,512.8837117999792,135.76566850919212,0.0006535513704875485,4433.912879943848,1.2135909155011178,0.0013913894326833542,0.017236328125,-1.0149885416030884,-1.0220935344696045,-1.0087075233459473,69751.0001,0.19180976154714022,17795.367482706977,1.0,0.05593909593631686,3433.3938758221943,0.9964683509915784,0.007975955464187362,508.57439030565456,1.0,-0.0019999999999999922,-128.40599999999984,1.0,-0.0011533308826390475,-73.66237043427653,1.0,-0.0005377515558514183,-34.87502984430556,1.0,-1.894297178649956e-05,-1.4454127375343937,1.0,-0.0019645972774335733,-113.9541481692717,1.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.6519967400162999,61200.0,0.0010866612333604998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73728,18,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,825.4235965979412,1008.75,1.2355672882446864,1.2355672882446864,0.9827405321305701,0.9953365129982696,0.0,0.0,1.175473365486013,1.3758858843130148,0.5788207458327301,0.54699234989086,0.5740033030546244,0.03346881688346573,0.11766024988321133,1.0742023120361595,1.5436151785102052,0.003959558550244064,0.14991261859429328,0.9976484593885406,0.2320104306636643,540.3409114000387,136.44719184591935,0.00028385654441080986,4388.2459815979,1.2090226970613003,0.0037662117363652216,0.0347412109375,-1.0170085430145264,-1.022140383720398,-1.0123631954193115,73852.0001,0.17454143524597135,18499.642173924472,1.0,0.04690085458975237,3622.638824091845,0.9952912019826518,0.007983522742664041,540.787904572304,1.0,-0.0019999999999999745,-136.47599999999974,1.0,-0.0011545946654227196,-78.3211599092572,1.0,-0.0005472161352532223,-37.08304695005231,1.0,-2.2554139604699062e-05,-1.5364186908393545,1.0,-0.002233198222552112,-122.96510299726948,1.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.5947955390334573,63600.0,0.0009913258983890955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77824,19,2,medium_3D_current,4,4,100.0,0.0,0.0,0.0,831.0061377434231,1009.0,1.2417160829857983,1.2417160829857983,0.9968879536678998,0.9844286558605528,0.0,0.0,1.351509899551263,1.5675240202334446,0.6005017643886223,0.5364521426695799,0.5891134296137424,0.03520347519312418,0.24510739283696725,1.9268326571495433,3.016464365504576,0.004071958522169114,0.1516870397036929,0.9975439099294434,0.25299693814035534,566.544933600002,137.36597996822988,-0.0005006955470889807,4353.532190704345,1.2007361322641372,0.00402690694318153,0.0214599609375,-1.0207256078720093,-1.0256528854370117,-1.01821768283844,77953.0001,0.17502902782722815,19206.059330235166,1.0,0.05220664430263765,3833.3448404972905,0.9952923686818632,0.007981696515212118,573.0020317077001,1.0,-0.0019999999999999823,-144.54799999999966,1.0,-0.0012022404920651755,-83.17340253523226,1.0,-0.0005343633947167218,-39.239737611128994,1.0,-2.364735940634456e-05,-1.6318594334033611,1.0,-0.0025114902993622745,-133.10147784549562,1.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.5946481665014867,66000.0,0.0009910802775024777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81920,20,2,medium_3D_current,5,5,100.0,0.0,0.0,0.0,812.2142314278237,773.4,1.2419553613554606,1.2419553613554606,0.9966539228766305,0.9791981312882632,0.0,0.0,1.3190838521360684,1.57354569188172,0.5825613659985549,0.5266303841017077,0.6194772570781838,0.0937221970664813,0.4868983442917581,1.3523446665648804,2.070924571253848,0.005565124741959534,0.26398354952722947,0.9781746937289544,0.17338461950095735,593.2880045999773,138.0779644369084,-0.0009672803396824747,5365.260092163086,1.1921837948262692,0.005709381325141294,0.0490234375,-1.0222749710083008,-1.026695966720581,-1.0187336206436157,82055.0001,0.22696294194924357,20083.72502675289,1.0,0.051779752860007,4033.5771448069377,0.9956038272562711,0.007842799854757125,603.3301387460459,1.0,-0.0020000000000000013,-152.28199999999967,1.0,-0.0011647891002799424,-87.67764198601479,1.0,-0.000526205417665951,-41.27457396124323,1.0,-3.234381906853034e-05,-1.756932981741368,1.0,-0.00459188036652832,-150.85827922286063,1.0,0.0,0.0,0.0,-0.003878975950349108,-30.0,0.003878975950349108,0.7757951900698216,69000.0,0.0012929919834497026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
