global_step,update,stage_id,stage_label,episodes,successes,success_rate,collision_rate,out_of_bounds_rate,timeout_rate,mean_return,mean_len,mean_final_distance,mean_min_distance,mean_path_ratio,mean_path_efficiency,mean_min_obstacle_clearance,min_obstacle_clearance,mean_speed,max_speed_mean,mean_action_l2,mean_action_delta_l2,mean_guided_action_l2,mean_abs_heading_error,max_abs_heading_error_mean,mean_cross_track_error,max_cross_track_error_mean,mean_abs_roll,mean_abs_pitch,mean_target_alignment,mean_current_speed,elapsed_sec,steps_per_sec,policy_loss,value_loss,entropy,approx_kl,clipfrac,log_std_mean,log_std_min,log_std_max,obs_rms_count,rc_window_mean__progress_reward,rc_cumulative_sum__progress_reward,rc_trigger_rate__progress_reward,rc_window_mean__closing_speed_reward,rc_cumulative_sum__closing_speed_reward,rc_trigger_rate__closing_speed_reward,rc_window_mean__alignment_reward,rc_cumulative_sum__alignment_reward,rc_trigger_rate__alignment_reward,rc_window_mean__step_penalty,rc_cumulative_sum__step_penalty,rc_trigger_rate__step_penalty,rc_window_mean__action_l2_penalty,rc_cumulative_sum__action_l2_penalty,rc_trigger_rate__action_l2_penalty,rc_window_mean__action_smooth_penalty,rc_cumulative_sum__action_smooth_penalty,rc_trigger_rate__action_smooth_penalty,rc_window_mean__roll_penalty,rc_cumulative_sum__roll_penalty,rc_trigger_rate__roll_penalty,rc_window_mean__pitch_penalty,rc_cumulative_sum__pitch_penalty,rc_trigger_rate__pitch_penalty,rc_window_mean__obstacle_clearance_penalty,rc_cumulative_sum__obstacle_clearance_penalty,rc_trigger_rate__obstacle_clearance_penalty,rc_window_mean__orbit_penalty,rc_cumulative_sum__orbit_penalty,rc_trigger_rate__orbit_penalty,rc_window_mean__goal_bonus,rc_cumulative_sum__goal_bonus,rc_trigger_rate__goal_bonus,rc_window_mean__collision_penalty,rc_cumulative_sum__collision_penalty,rc_trigger_rate__collision_penalty,rc_window_mean__out_of_bounds_penalty,rc_cumulative_sum__out_of_bounds_penalty,rc_trigger_rate__out_of_bounds_penalty,rc_window_mean__timeout_penalty,rc_cumulative_sum__timeout_penalty,rc_trigger_rate__timeout_penalty
86016,21,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,836.8421702081951,1250.6666666666667,1.2389416085082734,1.2389416085082734,0.9917260046638493,0.9920593850201138,35.8857443234775,20.645947570108373,1.2565606111730192,1.4580910942732246,0.5601094338282063,0.5407646902622818,0.5988051199849908,0.0310087944617929,0.15735601180796843,1.949634491554025,3.0589364477791925,0.004955388025859799,0.32619815719065515,0.9954172832485974,0.19454474462322313,645.0336523000151,133.3511820558358,-0.0015133898967178538,3204.312817955017,1.1876385994255543,0.005050585686694831,0.033056640625,-1.023988127708435,-1.032275915145874,-1.0173827409744263,86155.0001,0.1415940861687376,20614.986038057996,1.0,0.04992353336016888,4220.890241974292,0.9965351812366737,0.007959843636882081,633.1954720716275,1.0,-0.001999999999999955,-159.7859999999995,1.0,-0.0011190764553763513,-91.87641684658686,1.0,-0.0005396216852248025,-43.29923452420669,1.0,-3.080419582855274e-05,-1.8725103244900978,1.0,-0.006415223456068416,-174.92819763002933,1.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.47974413646055436,70800.0,0.0007995735607675906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90112,22,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,840.952666139881,1296.3333333333333,1.236329442777224,1.236329442777224,1.0000188290593472,0.9852156590820217,25.203503284319527,5.806337013730424,1.3385026419957633,1.5326483397926225,0.5583796915662348,0.5365286083985933,0.6142067745456216,0.03871985677964217,0.2144757669435974,2.1226218997590824,3.2865928336939256,0.0050921944139325085,0.3526317248971386,0.9926503362991991,0.23205720525743442,672.2570940000005,134.0439555108658,-0.0007734794926363975,3175.441245269775,1.184018850326538,0.006579245647299103,0.050146484375,-1.0251059532165527,-1.033948540687561,-1.01368248462677,90255.0001,0.1367729700520121,21146.89611859027,1.0,0.0511621531410855,4419.859855539973,0.9964001028542042,0.007945972222814476,664.097358046153,1.0,-0.0019999999999999476,-167.56399999999928,1.0,-0.0011189192367805818,-96.22789375842655,1.0,-0.000535432036520016,-45.38152971423303,1.0,-2.983075084940453e-05,-1.988522114543432,1.0,-0.00632445301129338,-199.5239953909493,1.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.4628439187451787,72600.0,0.0007714065312419646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94208,23,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,833.9771323958162,1142.6666666666667,1.24252653434473,1.24252653434473,0.9873146440333537,0.9948146518237978,33.47882012542784,19.01376729364512,1.2140249334832456,1.3883657781730063,0.5794100374515193,0.5229995355670939,0.5832550168138897,0.028593817266304222,0.10347257938139576,1.4769455092960868,2.274466668766952,0.003714052054623692,0.14592815758528302,0.9984275707392963,0.24878332618232665,699.1218105000444,134.75191101907987,-0.0005533500865567475,3152.556746673584,1.1835903890430928,0.0018207962049928029,0.020751953125,-1.0238157510757446,-1.0322633981704712,-1.0129907131195068,94355.0001,0.15471983243642998,21677.275704182353,1.0,0.04831477037157625,4585.482888373736,0.9959159859976663,0.007987413225666996,691.4782105837394,1.0,-0.0019999999999999736,-174.4199999999992,1.0,-0.001159698411148415,-100.20333991184332,1.0,-0.0005238186148998616,-47.17717992610976,1.0,-2.1982890708621088e-05,-2.0638794638925853,1.0,-0.002552397917543992,-208.2736154522901,1.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.5250875145857643,74400.0,0.0008751458576429405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98304,24,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,820.1044120287893,1053.0,1.2418698129094141,1.2418698129094141,1.06104922054345,0.9271196210732912,26.364515477228213,1.3968287246493511,1.3775138102751177,1.716951348948766,0.5875426396046656,0.5038030957544565,0.7144844687619522,0.26482449374974276,1.861173909858539,1.8696202805787407,2.7953552923626552,0.006628106802990943,0.43295091142439585,0.8906670735934729,0.17117695276321399,726.2611520999344,135.35626918190613,-0.0012319979898165912,3133.632505607605,1.1824865557253361,0.005367579012818169,0.052685546875,-1.0262095928192139,-1.03501558303833,-1.0124216079711914,98455.0001,0.16770176824080513,22207.045590055055,1.0,0.05098819768938766,4746.554604874512,0.9154795821462488,0.007048018190937154,713.7429000489099,0.9632795188350743,-0.0019999999999999727,-180.73799999999912,1.0,-0.0011747271616498894,-103.91430301549532,1.0,-0.000502804440888274,-48.76553915487582,1.0,-4.097999572743818e-05,-2.1933352703955626,1.0,-0.008049824818121026,-233.70301205273444,1.0,-0.0001952773070327841,-0.6168810129165649,0.005698005698005698,-0.004748338081671415,-45.0,0.004748338081671415,0.5698005698005698,76200.0,0.000949667616334283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102400,25,3,3D_with_obstacles,4,4,100.0,0.0,0.0,0.0,834.9833346248099,1012.0,1.2441103850247632,1.2441103850247632,0.9891858468992571,0.993782165344768,33.97840933539673,11.232594506264304,1.4509720097267873,1.6408046308511475,0.5831538190428388,0.5011588857145467,0.6074461790509653,0.028370603746273364,0.20111864023140258,1.0640087959950129,1.5752989395865733,0.004103098640794202,0.25925821323734605,0.9960910396569425,0.09869741463224932,753.083786000032,135.97424603163034,-0.0005189986259210855,4139.629003143311,1.1785871431231498,0.0036023290442244614,0.0355712890625,-1.0263147354125977,-1.0366801023483276,-1.0125682353973389,102556.0001,0.17484527382069404,22914.819258481224,1.0,0.05766124143977781,4979.9673102227325,0.9995059288537549,0.00797116411063295,746.010172368752,1.0,-0.0019999999999999905,-188.8339999999991,1.0,-0.0011653856685810277,-108.63178420191132,1.0,-0.0005003296490850973,-50.79087357437229,1.0,-2.4375537392585567e-05,-2.292007445760749,1.0,-0.004590617542913772,-252.28583186644937,1.0,0.0,-0.6168810129165649,0.0,0.0,-45.0,0.0,0.5928853754940712,78600.0,0.0009881422924901185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106496,26,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,851.0280116455903,1252.6666666666667,1.2420802629092185,1.2420802629092185,0.9875739192336259,0.9985616160852948,26.667768881712913,12.661046452501035,1.43189763534777,1.5776522569164735,0.6233468782880115,0.5160961368863998,0.605309709314544,0.027736279191220962,0.09165652145845786,0.8922693943698201,1.4379202760268583,0.003518096272964528,0.10779254760905733,0.9989488147892303,0.15988659798815527,807.2326807000209,131.92726526835875,0.0013094817230012267,3084.215823841095,1.1787483870983124,0.006183733970829053,0.063623046875,-1.0267393589019775,-1.037168025970459,-1.0171399116516113,106656.0001,0.14170377615476715,23447.34204927084,1.0,0.05650537020424035,5192.314491450268,0.9984034060670569,0.007991636236379773,776.0427413450672,1.0,-0.0019999999999999567,-196.34999999999894,1.0,-0.0012465913737137737,-113.31647458432768,1.0,-0.0005158991092989347,-52.72962242711769,1.0,-2.1168426188641003e-05,-2.371558391377662,1.0,-0.0020222234901320123,-259.88534774236547,1.0,0.0,-0.6168810129165649,0.0,0.0,-45.0,0.0,0.47897817988291647,80400.0,0.0007982969664715274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110592,27,3,3D_with_obstacles,4,4,100.0,0.0,0.0,0.0,835.8075944036864,1022.75,1.2407579910701587,1.2407579910701587,0.9912803891587103,0.9912060134990786,31.76083240428957,7.907087919413003,1.4180349213035277,1.6326265888717622,0.6034266127314918,0.505026343115335,0.5919922408082019,0.029046416841877257,0.23562278342962173,1.5341168408320287,2.2885010635275105,0.004017130285197204,0.1629586489082889,0.9981709055017358,0.21091833558698475,835.3262927000178,132.3937735067987,-0.00021034295205026864,4066.5821601867674,1.1772845014929771,0.004430828205659054,0.0304443359375,-1.02609384059906,-1.0393174886703491,-1.0134283304214478,110757.0001,0.1729204131179651,24154.759459336434,1.0,0.05626748959676632,5422.504791390639,0.9970667318504033,0.007986349883763415,808.7148987195433,1.0,-0.0019999999999999888,-204.5319999999989,1.0,-0.0012054338051577383,-118.24790428122799,1.0,-0.0005033418003259298,-54.788793732251065,1.0,-2.3444892642628662e-05,-2.467471447178656,1.0,-0.002879730067920471,-271.6663234502281,1.0,0.0,-0.6168810129165649,0.0,0.0,-45.0,0.0,0.5866536299193351,82800.0,0.0009777560498655585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114688,28,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,825.6004816165297,1090.3333333333333,1.2430423583305978,1.2430423583305978,1.0413206796152992,0.9476143729193233,26.90130037373972,14.830474257095581,1.387464344476819,1.6918569948196216,0.6016361491594179,0.5371129626207617,0.6765698513980577,0.17160978915767355,1.457049580244137,1.9552306326987277,2.843343935118849,0.005756309719140933,0.44202969255229957,0.9370949539494774,0.14968378835840093,863.0903760000365,132.88063821487353,-0.00036221618065610526,3030.665591239929,1.175357699394226,0.004316171779646538,0.0510009765625,-1.0286693572998047,-1.0426017045974731,-1.0142371654510498,114857.0001,0.16220329378707127,24685.326433313945,1.0,0.053450790063860644,5597.342325689528,0.9596453683888719,0.007548255735040789,833.4052432288617,0.9880770406603485,-0.001999999999999981,-211.07399999999885,1.0,-0.0012014536706556897,-122.17785923794276,1.0,-0.0005356853679226107,-56.54102057072593,1.0,-3.485981767915899e-05,-2.581497910807185,1.0,-0.007934943343720358,-297.6215231275374,1.0,0.0,-0.6168810129165649,0.0,-0.0045857535921736475,-60.0,0.0045857535921736475,0.5502904310608376,84600.0,0.0009171507184347294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118784,29,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,837.2171621673219,1189.0,1.238614676788394,1.238614676788394,0.9979008033883942,0.9860347114441135,41.16049570828133,11.899201632537409,1.3355490257020282,1.51400147047835,0.5988150094219898,0.5192287194473449,0.6173668439545773,0.04292396640290803,0.38836289817903813,2.613428448077242,3.9383866007962904,0.005589946341998165,0.3597138947722518,0.9946954328232048,0.19190063253912185,890.6356070999755,133.3699203726831,-0.0012835056288167835,2997.5994094848634,1.1642636366188526,0.00629176583752269,0.072021484375,-1.0341182947158813,-1.0455775260925293,-1.0181798934936523,118957.0001,0.14895954704421338,25216.665137620654,1.0,0.05236312883318405,5784.121606237495,0.9957947855340622,0.00796353755630112,861.8111816921878,1.0,-0.001999999999999963,-218.20799999999872,1.0,-0.001198976366070001,-126.45460793571445,1.0,-0.0005204332343178058,-58.39740591753754,1.0,-3.159303542929303e-05,-2.694190268183473,1.0,-0.006025402414935969,-319.11413354161397,1.0,0.0,-0.6168810129165649,0.0,0.0,-60.0,0.0,0.5046257359125316,86400.0,0.0008410428931875525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122880,30,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,843.3736864174372,1251.0,1.231139088390793,1.231139088390793,1.014136594021558,0.973177848889506,36.033839426024734,16.909746531472265,1.4532789123125525,1.672084547119832,0.6210984927043245,0.4903079014077538,0.6462131720684287,0.09555190485448929,0.7197514587900384,2.797369530001815,4.084116725878906,0.00521922208120888,0.2332398705333316,0.9777613259761132,0.2214192781148473,918.2301846999908,133.8226536738694,0.00038111010217107834,2982.300911331177,1.1504000321030616,0.005864239099901169,0.0667724609375,-1.0373340845108032,-1.0527212619781494,-1.0262112617492676,123057.0001,0.1418927383803921,25749.188584762265,1.0,0.056530437190750585,5996.280337014382,0.9810818012256861,0.007840559705327758,891.2368022662829,1.0,-0.001999999999999957,-225.71399999999855,1.0,-0.0012428789240914331,-131.11913253782959,1.0,-0.0004908888669393696,-60.239711835160996,1.0,-3.0187205999171098e-05,-2.8074828522983624,1.0,-0.003959663239122889,-333.97474967804214,1.0,0.0,-0.6168810129165649,0.0,-0.003996802557953637,-75.0,0.003996802557953637,0.47961630695443647,88200.0,0.0007993605115907274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126976,31,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,826.5417015494604,895.6666666666666,1.2378515324766948,1.2378515324766948,0.991573001962681,0.9890990448739164,34.93673235018861,13.133708442059966,1.4274363471017029,1.6183444926053776,0.611853629326698,0.5025944535628185,0.6067231810817794,0.03237760722437872,0.19049850264816648,1.5373362465825522,2.3801545728557243,0.004291355979261655,0.268974033612976,0.9967922140936955,0.17574780778834262,976.2394798999885,130.0664464143656,-0.0010049855161923915,2962.0625158309936,1.1453232891857623,0.00576950990507612,0.0696533203125,-1.0365544557571411,-1.0512531995773315,-1.0261591672897339,127157.0001,0.19707989614056612,26278.742265691966,1.0,0.05647147846082304,6148.019199638614,0.9962783773725344,0.007974462511763349,912.664183035391,1.0,-0.0020000000000000013,-231.08799999999854,1.0,-0.0012230647452283747,-134.40550750825824,1.0,-0.0005028970234781808,-61.59099613724687,1.0,-2.5952062855155872e-05,-2.877216045190166,1.0,-0.004843106516283026,-346.9881768872946,1.0,0.0,-0.6168810129165649,0.0,0.0,-75.0,0.0,0.6698920729438035,90000.0,0.0011164867882396724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131072,32,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,846.6468984812873,1145.0,1.2293895549609175,1.2293895549609175,0.9889122756678385,0.9949059889793682,26.440862764805747,11.432797159654843,1.4518554075466341,1.620464383107521,0.6171059078343276,0.5072400591721953,0.603921492266271,0.02184024268018986,0.12168917185545307,1.6743082762767798,2.6720081686409256,0.0032089529882685344,0.037400744898819525,0.9992072418334219,0.1247469923630556,1005.0409061999526,130.41459227324552,0.002637646842049435,2946.293111038208,1.1482905454933643,0.01459611381360446,0.1300537109375,-1.0353444814682007,-1.0529083013534546,-1.0234873294830322,131257.0001,0.1546627918428588,26810.008955672187,1.0,0.05723064746515358,6344.606473681416,0.9982532751091703,0.007993556356011441,940.1220491182903,1.0,-0.0019999999999999523,-237.95799999999838,1.0,-0.0012335032214157095,-138.6425910738212,1.0,-0.0005073997324808598,-63.333914218318625,1.0,-1.836359524538903e-05,-2.9402949948580774,1.0,-0.0007155907032773351,-349.4462309530523,1.0,0.0,-0.6168810129165649,0.0,0.0,-75.0,0.0,0.5240174672489083,91800.0,0.0008733624454148472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135168,33,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,825.3090029374747,1044.0,1.2384338100387462,1.2384338100387462,0.9899219076011159,0.9901918351067923,27.764657617366854,13.054237426923734,1.2181125653696776,1.4084792590653683,0.6157189786001019,0.5006729203102896,0.5924625910969764,0.028788151696092727,0.1375966003264074,1.5246874356355355,2.3986561448753734,0.00438282517753626,0.26736730121176994,0.9976298705249228,0.284408296804046,1035.1993684000336,130.57194983504553,0.0013667675375472754,2910.670816421509,1.149032536149025,0.011743145660875597,0.1348388671875,-1.036528468132019,-1.0538119077682495,-1.0256426334381104,135357.0001,0.16899395634125025,27339.298026932982,1.0,0.04763950196015524,6493.813393820622,0.9948914431673053,0.007980398785009502,965.1166581129401,1.0,-0.0019999999999999792,-244.2219999999983,1.0,-0.0012319677468755918,-142.50111405703555,1.0,-0.0005001058411167237,-64.9002457126962,1.0,-2.6488591645725072e-05,-3.0232572638924884,1.0,-0.005042073702299164,-365.23800578865325,1.0,0.0,-0.6168810129165649,0.0,0.0,-75.0,0.0,0.5747126436781609,93600.0,0.0009578544061302681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139264,34,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,822.1218778641297,1173.3333333333333,1.2298030834418359,1.2298030834418359,1.0962505331131382,0.9124769881459699,25.751553318733073,10.195212560100684,1.3216440753411771,1.5973735475602624,0.5916134094010287,0.5031266446685361,0.6806531771597775,0.25358827453542215,1.0271736356551304,1.5694176049040935,2.8478642277517996,0.005260925254664611,0.325564959633108,0.869156508547105,0.15821908120422692,1063.0957494999748,130.99854840497912,0.0006803831493016332,2907.5501840591432,1.1431426145136356,0.007462515243241796,0.090380859375,-1.0377057790756226,-1.0549553632736206,-1.026957631111145,139457.0001,0.1506285900444711,27869.51066388952,1.0,0.04632083411367613,6656.862729900762,0.8880681818181818,0.006688152876464028,988.6589562380934,0.8982954545454546,-0.001999999999999962,-251.26199999999818,1.0,-0.0011835708887731678,-146.6672835855171,1.0,-0.00050258362345584,-66.66934006726076,1.0,-3.233546963087311e-05,-3.1370781169931616,1.0,-0.006349304782186332,-387.58755862194914,1.0,0.0,-0.6168810129165649,0.0,-0.004261363636363636,-90.0,0.004261363636363636,0.5113636363636364,95400.0,0.0008522727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143360,35,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,836.350719506831,1111.0,1.2409835433343195,1.2409835433343195,1.0007277968740917,0.9825653465634733,29.750010345509498,15.764056483117722,1.4202335405206163,1.6261745849430056,0.611787305930679,0.5023008438362496,0.6394104215924891,0.03501266536562693,0.30889252234009595,2.830703917615173,4.192824675517275,0.00713693594388666,0.4360823177075832,0.9906209029271974,0.19886797046380433,1090.8391632999992,131.42175750851143,-0.0030364460952114316,2820.8136262893677,1.1419465690851212,0.0018550652683188673,0.0236572265625,-1.0389900207519531,-1.05683434009552,-1.0272648334503174,143557.0001,0.15929507588352118,28400.441151809297,1.0,0.056629078792223383,6845.6074495152425,0.9966996699669967,0.007934624969239714,1015.1050612605694,1.0,-0.0019999999999999675,-257.92799999999806,1.0,-0.0012275622079460171,-150.75874842460118,1.0,-0.0005042587059746001,-68.3500343342741,1.0,-4.029587594593466e-05,-3.271384271520962,1.0,-0.007349741606845274,-412.08424739756447,1.0,0.0,-0.6168810129165649,0.0,0.0,-90.0,0.0,0.54005400540054,97200.0,0.0009000900090009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147456,36,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,845.8550862045182,1272.6666666666667,1.2442006001865031,1.2442006001865031,1.024454299668676,0.9636227021037858,33.264145817144616,13.679964415780809,1.4254312850478756,1.6812910737792592,0.6065555687868504,0.49847036041280396,0.6415330350251783,0.10706135752556678,0.8190350552976379,2.628035449793015,3.8859493598764794,0.0038778625717479525,0.20784461878191243,0.9645708571759047,0.23643430752985148,1148.0029573999345,128.4456621383338,-0.0018058569039567374,2809.3726482391357,1.140363512188196,0.007369710256170947,0.058984375,-1.0387041568756104,-1.0558876991271973,-1.0262781381607056,147657.0001,0.1394437425665095,28932.837360928228,1.0,0.05510755953833769,7056.008111832616,0.966212676794133,0.007717423768292754,1044.5701852079112,1.0,-0.0019999999999999536,-265.56399999999786,1.0,-0.001212862660958846,-155.38945806414205,1.0,-0.0004989078923712697,-70.2548646673476,1.0,-2.3302024774789155e-05,-3.360351402111107,1.0,-0.0037810973459635206,-426.5204770644532,1.0,0.0,-0.6168810129165649,0.0,-0.001571503404924044,-96.0,0.001571503404924044,0.4714510214772132,99000.0,0.000785751702462022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151552,37,3,3D_with_obstacles,4,4,100.0,0.0,0.0,0.0,826.5495443961125,997.5,1.2392201456053231,1.2392201456053231,1.006166090041288,0.976301818622904,32.78692230016225,16.182924103021477,1.4306310895418002,1.6599353099063967,0.6279551841964159,0.48919666364206166,0.6449231507449762,0.07196625309995928,0.6228101857063805,2.4931196891401326,3.887597880427402,0.005607862216209488,0.25928074318835914,0.9860434320150268,0.2135282813312682,1175.5733907000395,128.9175148050541,-0.0011964814795646817,3613.309830093384,1.1398456051945687,0.003184848492674064,0.036279296875,-1.0393160581588745,-1.0581752061843872,-1.0253115892410278,151758.0001,0.1772267908815885,29639.972256545767,1.0,0.055453003265637735,7277.265594862511,0.9967418546365915,0.007892340582446068,1076.060624131871,1.0,-0.001999999999999988,-273.5439999999978,1.0,-0.001257654995674777,-160.4075014968844,1.0,-0.0004890065662114693,-72.20600086653137,1.0,-3.276022744060908e-05,-3.4910647095991374,1.0,-0.004412217305144832,-444.1252241119811,1.0,0.0,-0.6168810129165649,0.0,-0.005263157894736842,-117.0,0.005263157894736842,0.6015037593984962,101400.0,0.0010025062656641604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155648,38,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,836.5452521923684,986.0,1.2331500943910452,1.2331500943910452,0.9929890149052575,0.9899823854543731,20.400398905136754,4.4676388148583435,1.5188439123025075,1.6801547769751135,0.6271151664148054,0.4876024497162445,0.6236720592362371,0.024121744963329448,0.23212455469375412,1.5704355749872871,2.327629725315884,0.0046689280112114815,0.2752859589330426,0.9952874293489505,0.21094898067447324,1202.9975721000228,129.38346976735104,-0.0026056503818836065,2776.1255111694336,1.1379413314163684,0.007091610723364283,0.0441650390625,-1.0399441719055176,-1.0590964555740356,-1.0252504348754883,155858.0001,0.1794566293716075,30170.80496622698,1.0,0.06094505162158072,7457.541057559147,0.9972954699121027,0.007963518041061322,1099.6167104973304,1.0,-0.001999999999999994,-279.4599999999978,1.0,-0.001253552181928333,-164.1155088510284,1.0,-0.0004869851018046721,-73.64650279766958,1.0,-2.705706645182273e-05,-3.571099512163629,1.0,-0.004693697795252979,-458.0091821903394,1.0,0.0,-0.6168810129165649,0.0,0.0,-117.0,0.0,0.6085192697768763,103200.0,0.0010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159744,39,3,3D_with_obstacles,2,2,100.0,0.0,0.0,0.0,841.5200548565901,1350.0,1.244605535674221,1.244605535674221,0.9999288913445362,0.9862120629055668,22.081526519132257,3.062660400953126,1.3182482412370384,1.5199299166391176,0.6231982972159732,0.4909579916395813,0.6268793503780056,0.03396316025174268,0.13545252158952525,2.864768618170792,4.342588419618606,0.006260532376187351,0.48631040871609166,0.9947158876857267,0.23547768614045794,1230.728591699968,129.79628577520123,-0.0016293631488224491,1825.7600727558136,1.1386082671582698,0.002844448303949321,0.02421875,-1.0388904809951782,-1.0558384656906128,-1.026151418685913,159957.0001,0.13146852011906154,30525.76997054845,1.0,0.05200786715630566,7597.9622988811725,0.9955555555555555,0.007957716984899924,1121.1025463565602,1.0,-0.001999999999999944,-284.8599999999977,1.0,-0.0012463098494987937,-167.48054544467516,1.0,-0.0004908940640904214,-74.97191677071372,1.0,-3.75711510737559e-05,-3.67254162006277,1.0,-0.008755584857389325,-481.64926130529057,1.0,0.0,-0.6168810129165649,0.0,0.0,-117.0,0.0,0.4444444444444444,104400.0,0.0007407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163840,40,3,3D_with_obstacles,3,3,100.0,0.0,0.0,0.0,831.060648464509,1139.6666666666667,1.245010312882756,1.245010312882756,1.0287619239676398,0.9574027365362842,28.822465963602422,5.34880151009397,1.4415590124330306,1.7161575370921796,0.6242955968118716,0.48652857617572426,0.6981642966828727,0.1620876890173842,1.3230460867237799,2.0832955712222634,3.072688067296325,0.005774088849020337,0.4282473166656195,0.9447052873552285,0.1772652455422646,1258.342832299997,130.20299062739008,-0.0010592088452540337,2701.639957523346,1.1396543301641942,0.004626320425813901,0.028271484375,-1.0393930673599243,-1.0557985305786133,-1.0275877714157104,164057.0001,0.15542016002940734,31057.151497688992,1.0,0.05552606934455215,7787.805929970196,0.9707516817782977,0.007561413276466948,1146.9550183488006,1.0,-0.0019999999999999693,-291.6979999999976,1.0,-0.00125035136849403,-171.75549677355625,1.0,-0.0004868367318404365,-76.63641155687617,1.0,-3.474232307881095e-05,-3.7913256226692247,1.0,-0.007604403249672738,-507.64871601592165,1.0,0.0,-0.6168810129165649,0.0,-0.004387247733255338,-132.0,0.004387247733255338,0.5264697279906405,106200.0,0.0008774495466510676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167936,41,3,3D_with_obstacles,4,4,100.0,0.0,0.0,0.0,831.0272729408971,936.25,1.235372920520232,1.235372920520232,0.9850295858957036,0.9957706395425222,34.995624866553605,8.074220017176264,1.414770487442368,1.5968961792879632,0.6072962306241132,0.4964681519551176,0.6009441640710993,0.022617317307832414,0.09276119834596519,0.9019603925151518,1.3553728344602782,0.0038360425559038243,0.17334555379295716,0.9973269125121585,0.09513571854451632,1315.1456771999365,127.69383872176873,-0.0017716441478114575,3571.9826871871946,1.1384825132787229,0.00258537330373656,0.0201904296875,-1.0395063161849976,-1.0566400289535522,-1.0279762744903564,168158.0001,0.18857775919125028,31763.375205860226,1.0,0.056855319263815554,8000.729100613185,0.998931909212283,0.007979705454125883,1176.8390152745021,1.0,-0.0019999999999999888,-299.18799999999754,1.0,-0.0012131683572365827,-176.29881227140726,1.0,-0.0004959309594557734,-78.49367300003804,1.0,-2.2643944851245854e-05,-3.8761271961371406,1.0,-0.002922938708105202,-518.5951214777756,1.0,0.0,-0.6168810129165649,0.0,0.0,-132.0,0.0,0.6408544726301736,108600.0,0.001068090787716956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
