global_step,update,mode,eval_kind,episode_index,stage_id,stage_label,n_obstacles,seed,return,episode_length,success,collision,out_of_bounds,timeout,event,mission_distance,final_distance,min_distance,progress_total,path_length,path_ratio,path_efficiency,mean_speed,max_speed,mean_surge_speed,mean_abs_roll,max_abs_roll,mean_abs_pitch,max_abs_pitch,mean_abs_heading_error,max_abs_heading_error,mean_cross_track_error,max_cross_track_error,final_path_progress_fraction,mean_min_obstacle_clearance,min_obstacle_clearance,clearance_breach_steps,mean_action_l2,mean_action_delta_l2,mean_propeller_rps,mean_abs_propeller_rps,mean_target_alignment,mean_abs_depth_error,mean_current_speed,max_current_speed,reward_total_check,rc_window_mean__progress_reward,rc_cumulative_sum__progress_reward,rc_trigger_rate__progress_reward,rc_window_mean__step_penalty,rc_cumulative_sum__step_penalty,rc_trigger_rate__step_penalty,rc_window_mean__action_l2_penalty,rc_cumulative_sum__action_l2_penalty,rc_trigger_rate__action_l2_penalty,rc_window_mean__action_smooth_penalty,rc_cumulative_sum__action_smooth_penalty,rc_trigger_rate__action_smooth_penalty,rc_window_mean__roll_penalty,rc_cumulative_sum__roll_penalty,rc_trigger_rate__roll_penalty,rc_window_mean__pitch_penalty,rc_cumulative_sum__pitch_penalty,rc_trigger_rate__pitch_penalty,rc_window_mean__obstacle_clearance_penalty,rc_cumulative_sum__obstacle_clearance_penalty,rc_trigger_rate__obstacle_clearance_penalty,rc_window_mean__orbit_penalty,rc_cumulative_sum__orbit_penalty,rc_trigger_rate__orbit_penalty,rc_window_mean__goal_bonus,rc_cumulative_sum__goal_bonus,rc_trigger_rate__goal_bonus,rc_window_mean__collision_penalty,rc_cumulative_sum__collision_penalty,rc_trigger_rate__collision_penalty,rc_window_mean__out_of_bounds_penalty,rc_cumulative_sum__out_of_bounds_penalty,rc_trigger_rate__out_of_bounds_penalty,rc_window_mean__timeout_penalty,rc_cumulative_sum__timeout_penalty,rc_trigger_rate__timeout_penalty
28672,7,train,,1,1,2.5D_no_obstacles,0,,-116.72678901743043,2400,0,0,0,1,timeout,32.83335367434326,40.978266907638684,32.83335367434326,-8.144913233295426,11.111391248829216,0.3384177979208963,0.0,0.09259492707357617,0.14556130726929956,-0.02185123342810351,0.0009588872145543258,0.02093116309224996,0.007471958027531677,0.07298676059316866,0.48519735441825246,1.0942947190577126,4.492123791166288,9.840116255553147,0.0,,,0,0.45054199522603694,0.6174828445564102,0.8880607868578716,1.602796599796402,0.8097628555320274,3.102681588217878,0.10362218524018924,0.14511704444885254,-116.72678901743075,-0.001033617790271101,-2.4806826966506423,1.0,-0.0060000000000001346,-14.400000000000324,1.0,-0.005406503942712439,-12.975609462509855,1.0,-0.0024699313782256395,-5.927835307741534,1.0,-1.917774426611722e-05,-0.04602658623868133,1.0,-0.00037359790178737696,-0.8966349642897047,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03333333333333333,-80.0,0.0004166666666666667
32768,8,train,,0,1,2.5D_no_obstacles,0,,-118.88854997268217,2400,0,0,0,1,timeout,37.51803229515289,53.56119397966228,37.51803229515289,-16.043161684509386,18.25475684032122,0.48655954813172936,0.0,0.1521229736693434,0.1838566970401308,-0.08053809812853595,0.0006404437610268626,0.015067168343973147,0.0019858941675330176,0.013198185517678152,0.5068151335565858,0.7678924689039173,8.819139708022444,18.13316383779958,0.0,,,0,0.4910988746251678,0.6041389118864512,-0.6718953503366746,0.8088137333957901,0.854984940798646,1.7768685206324248,0.15141602736587326,0.18951256573200226,-118.88854997268254,-0.0017817167620335262,-4.276120228880463,1.0,-0.0060000000000001346,-14.400000000000324,1.0,-0.005893186495501993,-14.143647589204782,1.0,-0.0024165556475458055,-5.799733554109934,1.0,-1.2808875245345892e-05,-0.03074130058883014,1.0,-9.929470829091717e-05,-0.2383072998982012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03333333333333333,-80.0,0.0004166666666666667
32768,8,train,,1,1,2.5D_no_obstacles,0,,-106.18960979948257,1630,0,0,1,0,out_of_bounds,88.3268673252058,105.26595340005738,88.3268673252058,-16.939086074851588,21.408516175430357,0.2423783025906209,0.0,0.2626811800666304,0.29371059045016484,-0.13548756521509517,0.0007108249370496372,0.01183852403834651,0.003297574998943169,0.023408066971700503,0.37204422279239086,0.5294804728106399,10.423642269554438,21.297245262580343,0.0,,,0,0.5282670963441302,0.5930992902895047,-0.6876174792864577,0.8365850457697735,0.9226803969966237,3.1028693867697643,0.26500166157271965,0.2974933981895447,-106.18960979948272,-0.0011765477098007703,-1.9177727669752556,1.0,-0.006000000000000091,-9.780000000000149,1.0,-0.006339205156129566,-10.332904404491194,1.0,-0.0023723971611580154,-3.867007372687565,1.0,-1.421649875251451e-05,-0.023172892966598652,1.0,-0.00016487874991530875,-0.26875236236195327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049079754601226995,-80.0,0.0006134969325153375,0.0,0.0,0.0
36864,9,train,,0,1,2.5D_no_obstacles,0,,-117.09166073370545,2400,0,0,0,1,timeout,91.93698363027401,63.61411705830131,63.61411705830131,28.322866571972703,33.843970883009646,0.36812139735967075,0.8368659419391993,0.28203309069174826,0.40119217541423097,0.22445849036689378,0.0010082729696278782,0.022237054410512158,0.01566611825888088,0.09851822153415224,0.2068840752409297,0.6278713007710994,7.1133990524551,12.105943366630054,0.3207130037767335,,,0,0.6398167727693604,0.5643009356682644,0.7595143807582904,1.467519728878074,0.962365041606292,2.7307424521849315,0.28412968525042137,0.3394882082939148,-117.09166073370577,0.0012836177497890643,3.0806825994937546,1.0,-0.0060000000000001346,-14.400000000000324,1.0,-0.007677801273232325,-18.42672305575758,1.0,-0.0022572037426730578,-5.4172889824153385,1.0,-2.01654593789168e-05,-0.04839710250940032,1.0,-0.0007833059135486999,-1.8799341925168798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03333333333333333,-80.0,0.0004166666666666667
40960,10,train,,0,1,2.5D_no_obstacles,0,,-115.64587449066715,2400,0,0,0,1,timeout,39.64326838116203,49.083802947865564,39.64326838116203,-9.440534566703533,15.993264001636586,0.40342950152002044,0.0,0.13327720001363783,0.1921373398162769,-0.024791198664145996,0.0006464885851564064,0.0115295425228652,0.003989025030796317,0.020303105810791422,0.49723345856459134,0.8830425276082909,7.123053087121511,14.802689152379257,0.0,,,0,0.4243198627489619,0.6389975608762082,0.5781077511138455,1.4252687661035688,0.8553840710817826,4.585542974937944,0.14571528292571506,0.20549455285072327,-115.64587449066751,-0.0009922380848217298,-2.3813714035721514,1.0,-0.0060000000000001346,-14.400000000000324,1.0,-0.005091838352987543,-12.220412047170104,1.0,-0.0025559902435048354,-6.134376584411605,1.0,-1.2929771686558209e-05,-0.0310314520477397,1.0,-0.00019945125144399365,-0.4786830034655848,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03333333333333333,-80.0,0.0004166666666666667
45056,11,train,,0,1,2.5D_no_obstacles,0,,-113.59123873981453,2400,0,0,0,1,timeout,77.57558064434926,72.45446274464277,72.45446274464277,5.121117899706491,7.018541948287246,0.09047359865038263,0.7296555235316662,0.05848784956906149,0.09189329991741453,0.04022375803393578,0.0006451602219875483,0.015243615818316236,0.002521742684894553,0.01966429036821582,0.19115624468412792,0.33880265814574795,1.8015368664915423,3.5388463930336025,0.0671292725252577,,,0,0.47579517415397277,0.6057194292849939,-0.6267815019224969,0.8220117778064003,0.9717979879284333,8.03684926442616,0.07382901890203357,0.10978683084249496,-113.5912387398148,0.0002750606707876616,0.6601456098903878,1.0,-0.0060000000000001346,-14.400000000000324,1.0,-0.005709542089847676,-13.702901015634422,1.0,-0.00242287771713997,-5.814906521135929,1.0,-1.290320443409855e-05,-0.03096769064183652,1.0,-0.00012608713428861632,-0.30260912229267917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03333333333333333,-80.0,0.0004166666666666667
45056,11,train,,1,1,2.5D_no_obstacles,0,,-101.12400611764534,1315,0,0,1,0,out_of_bounds,117.44784670922549,135.00208322367502,117.44784670922549,-17.554236514449528,21.41088579512575,0.18230122045689182,0.0,0.3256408485950682,0.3614319377729785,-0.22781638909472685,0.0015992266884449892,0.024971960159687612,0.002864689363249396,0.014995973431080056,0.18608586549047104,0.25395590924332634,10.612855566208923,21.23914740603897,0.0,,,0,0.5277341026841121,0.604811407957481,-0.7757430022084386,0.8610916117140431,0.9809570497439761,3.226893489873527,0.3233574268029217,0.3819597363471985,-101.12400611764545,-0.0011366091131159233,-1.494640983747439,1.0,-0.006000000000000058,-7.890000000000077,1.0,-0.006332809232209353,-8.3276441403553,1.0,-0.0024192456318299243,-3.1813080058563505,1.0,-3.198453377616349e-05,-0.04205966191565499,1.0,-0.00014323446826663448,-0.18835332577062433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060836501901140684,-80.0,0.0007604562737642585,0.0,0.0,0.0
49152,12,train,,0,1,2.5D_no_obstacles,0,,-120.34608824826319,2374,0,0,1,0,out_of_bounds,41.35067933024344,60.55225755549728,41.35067933024344,-19.20157822525384,20.872551211430324,0.5047692456206969,0.0,0.17584289141895706,0.2078126681554488,-0.10468151816274393,0.00026942784029842533,0.0049749776340086704,0.002325517582240144,0.0182229467279047,0.5055516806249336,0.8066986242199632,10.043814435447654,20.863403668999855,0.0,,,0,0.5499784810255339,0.5793887455139557,-0.6548655411216016,0.8024238813341792,0.8572656791005273,0.7856328976396424,0.17672704691859786,0.22078394889831543,-120.34608824826353,-0.0019560212226410493,-4.643594382549852,1.0,-0.006000000000000134,-14.244000000000318,1.0,-0.006599741772306408,-15.667786967455413,1.0,-0.0023175549820558237,-5.501875527400525,1.0,-5.388556816779767e-06,-0.012792433883035166,1.0,-0.0001162758790962019,-0.2760389369743833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03369839932603201,-80.0,0.00042122999157540015,0.0,0.0,0.0
49152,12,train,,1,1,2.5D_no_obstacles,0,,-102.57836212375261,1403,0,0,1,0,out_of_bounds,63.6290782578514,69.97397728524182,63.6290782578514,-6.344899027390419,23.639218718376405,0.37151596983034224,0.0,0.3369810223574694,0.4477486835934638,0.003976895872201906,0.0002124092165120352,0.0011575942037369558,0.0038111115014690922,0.023653317654852124,0.3007516438785654,0.4900854877842358,11.263423444725877,21.571534997946742,0.0,,,0,0.5695326941729081,0.5882448838407696,-0.6986327103663409,0.8312731207725551,0.9469749192011938,0.5609801980457134,0.3257240627122962,0.3613630533218384,-102.5783621237527,-0.0007107410705228235,-0.9971697219435213,1.0,-0.0060000000000000695,-8.418000000000097,1.0,-0.0068343923300749005,-9.588652439095085,1.0,-0.002352979535363074,-3.3012302881143927,1.0,-4.248184330340385e-06,-0.00596020261546756,1.0,-0.00019055557518469688,-0.2673494719841297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05702066999287242,-80.0,0.0007127583749109052,0.0,0.0,0.0
53248,13,train,,0,1,2.5D_no_obstacles,0,,-116.57334270776838,1640,0,0,1,0,out_of_bounds,59.90843213051038,69.68603847458199,59.90843213051038,-9.777606344071614,24.151459253234258,0.4031395647380716,0.0,0.29452999089310206,0.3381543408314088,-0.07699164494652648,0.00023356818788466526,0.0013852504916451736,0.007848275283495102,0.033288621612618474,0.1427416370236906,0.2715396439015052,11.727370089913453,23.87452180220703,0.0,,,0,1.1028921564745648,0.41846244131312876,-0.017956114905798883,0.6879345698296689,0.9870410172687418,2.1251997284445925,0.30439711238552886,0.35370373725891113,-116.57334270776846,-0.0009951779533906744,-1.632091843560706,1.0,-0.006000000000000092,-9.84000000000015,1.0,-0.013234705877694762,-21.70491763941941,1.0,-0.0016738497652525133,-2.7451136150141218,1.0,-4.671363752827928e-06,-0.007661036554637801,1.0,-0.0003924137641581978,-0.6435585732194444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04878048780487805,-80.0,0.0006097560975609756,0.0,0.0,0.0
53248,13,train,,1,1,2.5D_no_obstacles,0,,-130.99753742977344,2400,0,0,0,1,timeout,36.38392261157385,40.61173843093465,36.38392261157385,-4.227815819360799,15.825068071003537,0.43494672743091006,0.0,0.13187556725836305,0.14147000838521537,-0.0024856777519028875,0.0009324798540520309,0.022625565251528368,0.007850137276158183,0.0453841739135421,0.2437434489307833,0.3576357523633469,7.5839069232429965,15.719387626515227,0.0,,,0,1.0579321786404277,0.4146160495332879,-0.19055435291520428,0.7335122052168007,0.9649977826043844,1.376589707917083,0.13829355008900165,0.14123228192329407,-130.99753742977376,-0.0004841671261067647,-1.1620011026562354,1.0,-0.0060000000000001346,-14.400000000000324,1.0,-0.012695186143685143,-30.468446744844343,1.0,-0.001658464198133155,-3.980314075519572,1.0,-1.8649597073320466e-05,-0.04475903297596912,1.0,-0.00039250686407388085,-0.942016473777314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03333333333333333,-80.0,0.0004166666666666667
57344,14,train,,0,1,2.5D_no_obstacles,0,,-115.24922575297859,1600,0,0,1,0,out_of_bounds,97.34674245315499,104.14639983385275,97.34674245315499,-6.7996573806977665,20.667911447516357,0.21231230677762156,0.0,0.2583488930939556,0.2742868789591657,-0.03860885506062153,0.000450172482324073,0.005382748633746104,0.005933011283060364,0.04900489081127368,0.18470745221564566,0.27967864474018445,9.8938260421129,20.15775101332361,0.0,,,0,1.1391040495131164,0.40482544880782373,-0.2841264459675265,0.7115246678654276,0.981652606130299,0.38034805289904566,0.26608361626043914,0.27802032232284546,-115.24922575297877,-0.00043656169234231696,-0.6984987077477072,1.0,-0.006000000000000089,-9.600000000000142,1.0,-0.013669248594157411,-21.870797750651857,1.0,-0.0016193017952312915,-2.5908828723700665,1.0,-9.00344966596611e-06,-0.014405519465545776,1.0,-0.0002966505642146585,-0.47464090274345355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,-80.0,0.000625,0.0,0.0,0.0
