global_step,update,stage_id,stage_label,episodes,successes,success_rate,collision_rate,out_of_bounds_rate,timeout_rate,mean_return,mean_len,mean_final_distance,mean_min_distance,mean_path_ratio,mean_path_efficiency,mean_min_obstacle_clearance,min_obstacle_clearance,mean_speed,max_speed_mean,mean_action_l2,mean_action_delta_l2,mean_abs_heading_error,max_abs_heading_error_mean,mean_cross_track_error,max_cross_track_error_mean,mean_abs_roll,mean_abs_pitch,mean_target_alignment,mean_current_speed,elapsed_sec,steps_per_sec,policy_loss,value_loss,entropy,approx_kl,clipfrac,log_std_mean,log_std_min,log_std_max,obs_rms_count,rc_window_mean__progress_reward,rc_cumulative_sum__progress_reward,rc_trigger_rate__progress_reward,rc_window_mean__step_penalty,rc_cumulative_sum__step_penalty,rc_trigger_rate__step_penalty,rc_window_mean__action_l2_penalty,rc_cumulative_sum__action_l2_penalty,rc_trigger_rate__action_l2_penalty,rc_window_mean__action_smooth_penalty,rc_cumulative_sum__action_smooth_penalty,rc_trigger_rate__action_smooth_penalty,rc_window_mean__roll_penalty,rc_cumulative_sum__roll_penalty,rc_trigger_rate__roll_penalty,rc_window_mean__pitch_penalty,rc_cumulative_sum__pitch_penalty,rc_trigger_rate__pitch_penalty,rc_window_mean__obstacle_clearance_penalty,rc_cumulative_sum__obstacle_clearance_penalty,rc_trigger_rate__obstacle_clearance_penalty,rc_window_mean__orbit_penalty,rc_cumulative_sum__orbit_penalty,rc_trigger_rate__orbit_penalty,rc_window_mean__goal_bonus,rc_cumulative_sum__goal_bonus,rc_trigger_rate__goal_bonus,rc_window_mean__collision_penalty,rc_cumulative_sum__collision_penalty,rc_trigger_rate__collision_penalty,rc_window_mean__out_of_bounds_penalty,rc_cumulative_sum__out_of_bounds_penalty,rc_trigger_rate__out_of_bounds_penalty,rc_window_mean__timeout_penalty,rc_cumulative_sum__timeout_penalty,rc_trigger_rate__timeout_penalty
45056,11,1,2.5D_no_obstacles,2,0,0.0,0.0,50.0,50.0,-107.35762242872994,1857.5,103.72827298415889,94.95115472693413,0.1363874095536372,0.3648277617658331,0.0,0.0,0.19206434908206485,0.2266626188451965,0.5017646384190424,0.6052654186212374,0.18862105508729948,0.29637928369453714,6.2071962163502326,12.388996899536286,0.0011221934552162688,0.0026932160240719745,0.9763775188362047,0.19859322285247763,397.83650530001614,113.25255324677258,0.033298485467094,27.972303355112672,1.273223578184843,0.3219789259135723,0.6439697265625,-0.9942143559455872,-1.0115517377853394,-0.9680075645446777,45084.000100000005,-0.00022462863360889668,-16.793703565516406,1.0,-0.006000000000000108,-196.94400000000365,1.0,-0.00593016020349656,-189.21132473208013,1.0,-0.0024215920664851357,-80.00279618071113,1.0,-1.965743002893446e-05,-0.690875588630813,1.0,-0.0001321567827895837,-29.10951279650486,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021534320323014805,-640.0,0.00026917900403768504,-0.021534320323014805,-720.0,0.00026917900403768504
49152,12,1,2.5D_no_obstacles,2,0,0.0,0.0,100.0,0.0,-111.4622251860079,1888.5,65.26311742036955,52.489878794047414,0.4381426077255196,0.0,0.0,0.0,0.2564119568882132,0.3277806758744563,0.5597555875992211,0.5838168146773626,0.4031516622517495,0.6483920560020995,10.653618940086766,21.217469333473296,0.00024091852840523028,0.0030683145418546184,0.9021202991508606,0.25122555481544706,425.4658414000878,115.52513790121121,0.032604154653381553,31.778334368765353,1.2742908045649528,0.1382640162948519,0.61005859375,-0.9941776394844055,-1.013992190361023,-0.961345374584198,49183.000100000005,-0.0014934509146130191,-22.43446767000978,1.0,-0.006000000000000109,-219.60600000000406,1.0,-0.006686904793897405,-214.46776413863063,1.0,-0.002330713745172073,-88.80590199622605,1.0,-4.9649553874775554e-06,-0.7096282251293158,1.0,-0.00014386772808009347,-29.652901205463372,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04236166269526079,-800.0,0.0005295207836907599,0.0,-720.0,0.0
53248,13,1,2.5D_no_obstacles,2,0,0.0,0.0,50.0,50.0,-123.78544006877091,2020.0,55.14888845275832,48.146177371042114,0.41904314608449084,0.0,0.0,0.0,0.21320277907573254,0.23981217460831206,1.0804121675574963,0.4165392454232083,0.19324254297723698,0.31458769813242604,9.655638506578224,19.796954714361128,0.0005830240209683481,0.007849206279826642,0.9760193999365632,0.22134533123726524,452.9681906000478,117.5535084030123,0.044090836786199364,28.24311211705208,1.282831083238125,0.19614769553299993,0.6516357421875,-0.9891684651374817,-1.0058673620224,-0.9565860629081726,53282.000100000005,-0.0006916071649051835,-25.228560616226723,1.0,-0.006000000000000117,-243.84600000000452,1.0,-0.01291419910501578,-266.6411285228944,1.0,-0.0016647098243895283,-95.53132968675975,1.0,-1.2975264735298745e-05,-0.7620482946599227,1.0,-0.0003924690710388016,-31.23847625246013,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019801980198019802,-880.0,0.00024752475247524753,-0.019801980198019802,-800.0,0.00024752475247524753
57344,14,1,2.5D_no_obstacles,2,0,0.0,0.0,100.0,0.0,-107.6934800835991,1453.0,87.41049896019896,82.77679643880836,0.2638472505327588,0.0,0.0,0.0,0.2938852134101715,0.343249358969999,0.8351048166242857,0.48261198889957535,0.2358726272597388,0.45280694001419164,9.88755865264491,20.130623762269078,0.00038954838695911534,0.008175776666353841,0.9652454434584736,0.299006749956696,479.06572670000605,119.69965039037153,0.008705698524136097,23.15503504872322,1.2905510060489178,0.27351663685403765,0.5483642578125,-0.9889071583747864,-1.0056525468826294,-0.9557751417160034,57381.000100000005,-0.0003648665516674998,-26.28886281537248,1.0,-0.006000000000000075,-261.28200000000476,1.0,-0.010390325003081178,-296.8354129818483,1.0,-0.0018989693006953741,-101.0497344745805,1.0,-7.913634538285707e-06,-0.785045316628181,1.0,-0.00039744380568121563,-32.393447951769744,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05505849965588438,-1040.0,0.0006882312456985547,0.0,-800.0,0.0
61440,15,1,2.5D_no_obstacles,1,0,0.0,0.0,100.0,0.0,-126.35707523656859,2040.0,97.1411281843185,77.40531424683581,0.2605974226694654,0.0,0.0,0.0,0.19776103327103367,0.26480319773288014,1.1248052276579628,0.4118824700117294,0.47404167612958853,0.7341103381932794,9.939369192949638,20.10567711051514,0.0004996429378227037,0.006380638962629513,0.8773619074716607,0.20933358521730291,506.09366920008324,121.40045161424418,0.03322744762117509,12.8034344044514,1.2918593451380729,0.13729336846154183,0.5564208984375,-0.9876341819763184,-1.0096290111541748,-0.9485511779785156,61479.000100000005,-0.0012498390699577492,-28.838534518086288,1.0,-0.006000000000000119,-273.522000000005,1.0,-0.013497662731895541,-324.37064495491524,1.0,-0.0016475298800469188,-104.41069542987621,1.0,-9.992858742082516e-06,-0.8054307484620293,1.0,-0.0003190319478717332,-33.04427312542808,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0392156862745098,-1120.0,0.0004901960784313725,0.0,-800.0,0.0
65536,16,1,2.5D_no_obstacles,1,0,0.0,0.0,0.0,100.0,-125.93698758092981,2400.0,102.14523543472455,93.86224244762454,0.13835234571837382,0.0,0.0,0.0,0.10821717847513092,0.12583602767332586,0.8588938545233881,0.5027586723051112,0.4272976527350454,0.6488135117254075,6.254557121446393,12.639117958269653,0.000813896952824706,0.008773596177969646,0.896846117252898,0.1151669285322229,589.6953737000003,111.13534703316253,0.04683907051221468,11.204789858870209,1.2920759484171866,0.12443678225390613,0.554150390625,-0.9894537329673767,-1.014737844467163,-0.9440605640411377,65577.0001,-0.0003676928004233597,-29.720997239102353,1.0,-0.0060000000000001346,-287.9220000000053,1.0,-0.010306726254280646,-349.1067879651888,1.0,-0.002011034689220447,-109.23717868400529,1.0,-1.627793903792456e-05,-0.8444978021530483,1.0,-0.0004386798090916764,-34.097104667248104,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1120.0,0.0,-0.03333333333333333,-880.0,0.0004166666666666667
69632,17,1,2.5D_no_obstacles,2,0,0.0,0.0,100.0,0.0,-119.322758488195,1993.5,104.03803070143395,81.65091890391729,0.34140597905093706,0.0,0.0,0.0,0.22980826862936293,0.2654779959777025,0.8101196553332947,0.4931334617283304,0.5310384108307011,1.0085858891248982,10.951869987949669,22.838842961284804,0.000999277876786626,0.009477896237355479,0.7584276397029022,0.25104465823241057,615.7871255000355,113.07803803701964,0.02757674859894905,23.748497535288333,1.2894203275442124,0.16635240721516312,0.5572509765625,-0.9886834621429443,-1.014482021331787,-0.9413695335388184,69676.0001,-0.0016885013577102206,-36.453052152293004,1.0,-0.006000000000000116,-311.8440000000058,1.0,-0.00955421337577537,-387.1994366944052,1.0,-0.0019895246295383775,-117.16941338197479,1.0,-1.9927130788874865e-05,-0.9239472726082923,1.0,-0.0004733205832852588,-35.98423383280643,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040130423877602205,-1280.0,0.0005016302984700275,0.0,-880.0,0.0
73728,18,1,2.5D_no_obstacles,2,0,0.0,0.0,100.0,0.0,-120.38819270629313,2031.0,109.09128087557299,90.6285740373744,0.2817184926260947,0.0,0.0,0.0,0.25470419040710207,0.28018694931747234,0.8856350948740492,0.4795424309244253,0.3101563731656253,0.4700625292098972,12.53152172875464,25.4162808591257,0.0006407421928727708,0.006582135213681043,0.9447469684499208,0.2628411588459154,640.2083447000477,115.16251015838174,0.026551112718880176,20.254819566011427,1.2902102552354335,0.3084140672814101,0.575732421875,-0.9889810681343079,-1.01450777053833,-0.9414376616477966,73775.0001,-0.001002894926548893,-40.52681134393461,1.0,-0.006000000000000118,-336.21600000000626,1.0,-0.010602800151822949,-430.26801091111,1.0,-0.0019240630116370541,-124.9849573352445,1.0,-1.3371813359396517e-05,-0.978263578474161,1.0,-0.0003427355354761601,-37.376425577910595,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03938946331856229,-1440.0,0.0004923682914820286,0.0,-880.0,0.0
77824,19,1,2.5D_no_obstacles,2,0,0.0,0.0,50.0,50.0,-102.02272007675083,1379.5,85.89208183191397,71.1111745413389,0.2532146272430279,0.0,0.0,0.0,0.6492836772948404,1.8792904363897838,0.45943764066910525,0.6221128464723198,0.1584067116035074,0.26902683925742865,5.071430516839236,15.035656532018958,0.0014948657135124878,0.015320889950873738,0.9788822243992517,0.19586628846500542,664.8045615000883,117.06297535684051,0.01835851538053248,20.597423652932047,1.291189494729042,0.2628414751728997,0.539306640625,-0.9884611964225769,-1.014445424079895,-0.9409418106079102,77874.0001,-0.001760209464913569,-45.38322925763115,1.0,-0.0060000000000001155,-352.7700000000066,1.0,-0.005518530149298368,-445.49363559302424,1.0,-0.0024038527283342247,-131.61718701271863,1.0,-1.0443237093795377e-05,-1.0070764696159424,1.0,-0.00027124138792136834,-38.12478056718565,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02899601304820587,-1520.0,0.0003624501631025734,-0.02899601304820587,-960.0,0.0003624501631025734
81920,20,1,2.5D_no_obstacles,1,0,0.0,0.0,0.0,100.0,-113.49382940273674,2400.0,117.65245746703108,117.65245746703108,0.06139947275514144,0.586453738214572,0.0,0.0,0.06244690900401159,0.09874623482045068,0.4535683861126502,0.6169808216369711,0.11641362328949366,0.3250975008317223,2.790602791241711,5.6574438263469995,0.0008525718521181476,0.0035600004118269504,0.9894776002552228,0.06883899576806773,691.7052714000456,118.43194404777323,0.030834127188427374,9.442139776982367,1.2906555078923703,0.25697684316546654,0.5967529296875,-0.9891194701194763,-1.0156364440917969,-0.9414523243904114,81972.0001,0.00015003312634023506,-45.02314975441459,1.0,-0.0060000000000001346,-367.1700000000069,1.0,-0.005442820633351797,-458.55640511306854,1.0,-0.002467923286547871,-137.5402029004335,1.0,-1.7051437036360863e-05,-1.0479999185032085,1.0,-0.00017800002054449763,-38.55198061649245,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1520.0,0.0,-0.03333333333333333,-1040.0,0.0004166666666666667
86016,21,1,2.5D_no_obstacles,1,0,0.0,0.0,100.0,0.0,-109.82642025249264,1707.0,70.42479044105418,55.94176196541277,0.3674058133638685,0.0,0.0,0.0,0.24081228536508964,0.285738584152201,0.6271244053132549,0.5492073154426385,0.3863079110994574,0.5857382499141557,9.67663985960813,20.405092614979182,0.001245776823191154,0.004182051139451749,0.9123468085743063,0.24626715711738606,782.5480370000005,109.91785287680678,0.0609895792149473,9.717205141950398,1.2958323612809182,0.3739742926263716,0.603955078125,-0.9859821200370789,-1.013237714767456,-0.9359617233276367,86070.0001,-0.0015166652017996568,-47.6120972538866,1.0,-0.006000000000000097,-377.4120000000071,1.0,-0.007525492863759069,-471.4024214315053,1.0,-0.002196829261770552,-141.29019045027584,1.0,-2.4915536372944342e-05,-1.0905307390918244,1.0,-0.00020910255662152943,-38.9089186806454,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04686584651435267,-1600.0,0.0005858230814294083,0.0,-1040.0,0.0
90112,22,1,2.5D_no_obstacles,1,0,0.0,0.0,0.0,100.0,-125.46034102814309,2400.0,103.55157791065541,93.40051434636852,0.1478699697919912,0.0,0.0,0.0,0.11509276029128436,0.1355887995075993,0.8500618216797011,0.4800522602681182,0.05895727609111046,0.13634480318541575,6.567459225491361,13.69560287826256,0.0008553135980824775,0.007018101307082685,0.9948471316942409,0.10633169344936808,808.2976652000798,111.4836821626775,0.04404556296067312,9.000198025256395,1.3015597499907017,0.4388958317693323,0.663671875,-0.9841318726539612,-1.0130369663238525,-0.9292392134666443,90168.0001,-0.0004528465231752037,-48.69892890950709,1.0,-0.0060000000000001346,-391.8120000000074,1.0,-0.010200741860156418,-495.88420189588066,1.0,-0.0019202090410724737,-145.8986921488498,1.0,-1.710627192793521e-05,-1.131585791718869,1.0,-0.00035090506539429603,-39.75109083759171,1.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1600.0,0.0,-0.03333333333333333,-1120.0,0.0004166666666666667
