iteration,total_timesteps,time_elapsed_sec,fps,episodes_total,successes_total,success_rate_window,success_rate_total,goal_count,collision_count,out_of_bounds_count,timeout_count,other_terminal_count,ep_rew_mean,ep_len_mean,approx_kl,clip_fraction,entropy_loss,explained_variance,learning_rate,loss,n_updates,policy_gradient_loss,std,value_loss
23,47104,153,306,64,0,0.0,0.0,0,0,47,17,0,-75.6060715,730.09375,0.008804664947092533,0.0810546875,-4.712713162600994,0.7364362478256226,0.0003,-0.03250953555107117,220,-0.011595269880490377,1.1716182231903076,0.06023514654953033
24,49152,160,306,67,0,0.0,0.0,0,0,49,18,0,-77.19997877611941,733.6119402985074,0.01033277902752161,0.0994140625,-4.74894433170557,0.19413286447525024,0.0003,-0.07038678973913193,230,-0.010928714941837826,1.1852914094924927,0.24993283947114833
25,51200,167,306,69,0,0.0,0.0,0,0,51,18,0,-75.46893498550725,739.0,0.00842572096735239,0.08349609375,-4.761105369031429,0.6255371570587158,0.0003,-0.003631576895713806,240,-0.009271603677188978,1.1851924657821655,0.18775218802329618
26,53248,173,306,71,0,0.0,0.0,0,0,52,19,0,-74.39165588732394,739.9859154929577,0.009024856612086296,0.076318359375,-4.7656130030751225,0.8719386458396912,0.0003,-0.06302502006292343,250,-0.008159433020045981,1.1861629486083984,0.13096709426026792
27,55296,180,306,73,0,0.0,0.0,0,0,53,20,0,-75.76036173972602,750.054794520548,0.009349260479211807,0.09921875,-4.775934471189975,0.7377063035964966,0.0003,-0.04563899338245392,260,-0.009311552197323181,1.1934447288513184,0.1437482909648679
28,57344,187,306,76,0,0.0,0.0,0,0,55,21,0,-76.40972435526315,748.8421052631579,0.012653298676013947,0.125732421875,-4.782613915205002,0.9088199138641357,0.0003,-0.028987860307097435,270,-0.015883233124623076,1.1919116973876953,0.057793414971092714
29,59392,193,306,78,0,0.0,0.0,0,0,56,22,0,-76.25129348717948,749.8589743589744,0.006712797097861767,0.0546875,-4.7929333105683325,0.677922785282135,0.0003,0.22247079014778137,280,-0.0062798823259072375,1.2012217044830322,0.3344334207329666
30,61440,200,306,80,0,0.0,0.0,0,0,58,22,0,-78.606643725,754.85,0.009096978232264519,0.0890625,-4.8042130574584005,0.6817474365234375,0.0003,-0.06485652178525925,290,-0.008794458888587542,1.2001736164093018,0.07919680588238406
31,63488,207,306,83,0,0.0,0.0,0,0,60,23,0,-79.44079455421688,754.7590361445783,0.009726077318191528,0.109619140625,-4.822853980958461,0.7269219160079956,0.0003,-0.040036801248788834,300,-0.012396519075264224,1.2170385122299194,0.12814492617035284
32,65536,214,306,85,0,0.0,0.0,0,0,61,24,0,-79.39555285882354,764.3529411764706,0.011876283213496208,0.136279296875,-4.859935499727726,0.7257503271102905,0.0003,-0.03494153544306755,310,-0.013769167063583155,1.228689432144165,0.18387470649322496
33,67584,220,306,88,0,0.0,0.0,0,0,63,25,0,-77.52898181818182,757.2045454545455,0.010317912325263023,0.099560546875,-4.881134633719921,0.7768480777740479,0.0003,0.08214254677295685,320,-0.010998383030528202,1.2358007431030273,0.07450879446114414
34,69632,227,306,92,0,0.0,0.0,0,0,66,26,0,-76.50940203260869,754.2608695652174,0.01054910197854042,0.126513671875,-4.902314318716526,0.7543215155601501,0.0003,-0.05669640377163887,330,-0.010505926463520155,1.245327353477478,0.21418670350976754
35,71680,233,306,94,0,0.0,0.0,0,0,67,27,0,-77.49673409574469,757.2021276595744,0.011859596706926823,0.0982421875,-4.911767449975014,0.6651769280433655,0.0003,-0.02165251225233078,340,-0.008820629213005304,1.2431304454803467,0.13481398758012803
36,73728,240,306,96,0,0.0,0.0,0,0,69,27,0,-76.04839135416667,763.8229166666666,0.007106630131602287,0.06865234375,-4.931046858429909,-0.44141685962677,0.0003,-0.02322573773562908,350,-0.008647530490998178,1.2663474082946777,0.12294906570168677
37,75776,247,306,99,0,0.0,0.0,0,0,71,28,0,-76.13922582828283,763.89898989899,0.008335958234965801,0.08193359375,-4.985974080860615,0.7129737138748169,0.0003,-0.049531783908605576,360,-0.01028472810285166,1.2847703695297241,0.09141426174901426
38,77824,253,306,103,0,0.0,0.0,0,0,75,28,0,-80.21386525000001,755.0,0.007822880521416664,0.0951171875,-5.004810765385628,0.7974013090133667,0.0003,0.002351868897676468,370,-0.010712311440147459,1.2839674949645996,0.16069907609489748
39,79872,260,306,104,0,0.0,0.0,0,0,75,29,0,-79.38526256,761.04,0.009134250693023205,0.081640625,-5.000992982089519,0.2304987907409668,0.0003,-0.012738458812236786,380,-0.010878735325240996,1.2845065593719482,0.27593288947828115
40,81920,267,306,107,0,0.0,0.0,0,0,76,31,0,-80.16723565000001,758.23,0.009506011381745338,0.105859375,-5.018601596355438,0.7446499466896057,0.0003,-0.047704458236694336,390,-0.012680050762719474,1.2956953048706055,0.0239829083555378
41,83968,274,306,108,0,0.0,0.0,0,0,77,31,0,-79.9631492,764.71,0.009480577893555164,0.11396484375,-5.038960921764374,0.5931685566902161,0.0003,-0.03530583530664444,400,-0.015546895316219889,1.2988364696502686,0.044245363934896885
42,86016,280,306,111,0,0.0,0.0,0,0,79,32,0,-82.06112957,775.87,0.011286088265478611,0.106494140625,-5.045649935305119,0.8416383266448975,0.0003,-0.04004611447453499,410,-0.016340292623499408,1.3054808378219604,0.05787532876711339
43,88064,287,306,115,0,0.0,0.0,0,0,83,32,0,-86.3975986,753.4,0.006553988438099623,0.081396484375,-5.063002985715866,0.6100307703018188,0.0003,-0.0428292416036129,420,-0.007288657662866171,1.3152363300323486,0.11543166639748961
44,90112,294,306,118,0,0.0,0.0,0,0,84,34,0,-88.06959748999999,752.17,0.010325747542083263,0.1021484375,-5.082785186171532,0.6320350170135498,0.0003,-0.046884261071681976,430,-0.013538430554035585,1.3243303298950195,0.15051589921931735
45,92160,300,306,120,0,0.0,0.0,0,0,85,35,0,-88.85354724999999,751.76,0.007048152387142181,0.0671875,-5.087617331743241,0.7424629926681519,0.0003,-0.0632401630282402,440,-0.00873705763660837,1.3159246444702148,0.061367943718505555
46,94208,307,306,123,0,0.0,0.0,0,0,88,35,0,-90.26480008,736.57,0.008307047188282013,0.076025390625,-5.083401845395565,0.7758741974830627,0.0003,-0.004031181335449219,450,-0.010805992229143158,1.3210334777832031,0.09884670693718363
47,96256,314,306,128,0,0.0,0.0,0,0,92,36,0,-89.50188503000001,739.85,0.008979241363704205,0.0708984375,-5.118457689881325,0.10517841577529907,0.0003,-0.0122419074177742,460,-0.00965442174929194,1.3468785285949707,0.16148358735372312
48,98304,320,306,132,0,0.0,0.0,0,0,96,36,0,-89.74077037,729.68,0.0107804574072361,0.09697265625,-5.147780710458756,0.7783786654472351,0.0003,-0.030137712135910988,470,-0.011082357965642586,1.3472684621810913,0.17626564458478242
49,100352,327,306,135,0,0.0,0.0,0,0,98,37,0,-87.71642444000001,736.66,0.011580124497413635,0.137548828125,-5.156029491126537,0.2126886248588562,0.0003,0.022227782756090164,480,-0.01234852495836094,1.3535611629486084,0.20704814471537247
50,102400,334,306,137,0,0.0,0.0,0,0,99,38,0,-86.81140033,756.42,0.00935191661119461,0.0982421875,-5.177967819571495,0.2157161831855774,0.0003,0.06364034116268158,490,-0.007402920140884816,1.3649815320968628,0.14816622911894228
51,104448,340,306,142,0,0.0,0.0,0,0,103,39,0,-85.63200234000001,735.92,0.012541000731289387,0.1376953125,-5.20021592527628,0.7129672765731812,0.0003,-0.034950610250234604,500,-0.015764861495699733,1.3745431900024414,0.057111718648229726
52,106496,347,306,144,0,0.0,0.0,0,0,105,39,0,-85.92628145,747.28,0.007951552979648113,0.07099609375,-5.216790249943733,0.3320108652114868,0.0003,0.10674774646759033,510,-0.007984215633769054,1.3799362182617188,0.32205295624444263
53,108544,354,306,149,0,0.0,0.0,0,0,110,39,0,-84.75680587000001,717.48,0.010963944718241692,0.13798828125,-5.225785556435585,0.18131935596466064,0.0003,-0.011007141321897507,520,-0.009198160577216185,1.3824105262756348,0.15564708878519012
54,110592,360,306,152,0,0.0,0.0,0,0,113,39,0,-85.80905322000001,721.05,0.010453889146447182,0.10185546875,-5.243019443750382,0.646600604057312,0.0003,0.09772849828004837,530,-0.014505077789362986,1.3987672328948975,0.2464365262130741
55,112640,367,306,154,0,0.0,0.0,0,0,114,40,0,-87.99745013,720.54,0.012644106522202492,0.127392578125,-5.2672448605299,0.7570012211799622,0.0003,-0.07066279649734497,540,-0.013103177919401788,1.4027578830718994,0.1049172575440025
56,114688,374,306,156,0,0.0,0.0,0,0,115,41,0,-87.73566656000001,728.45,0.008933943696320057,0.09560546875,-5.273141433298588,0.3740978240966797,0.0003,-0.07448415458202362,550,-0.013082112568372394,1.4035346508026123,0.06713394013349898
57,116736,381,306,158,0,0.0,0.0,0,0,116,42,0,-86.50994245999999,736.78,0.010499119758605957,0.10673828125,-5.277101895213127,0.3900575637817383,0.0003,-0.062009792774915695,560,-0.013402299216249958,1.4073846340179443,0.07332405079214369
58,118784,387,306,162,0,0.0,0.0,0,0,118,44,0,-81.59837143,729.45,0.008974170312285423,0.089892578125,-5.270901808142662,0.637321949005127,0.0003,-0.08042316138744354,570,-0.011507712307502516,1.3990089893341064,0.03798614458501106
59,120832,394,306,166,0,0.0,0.0,0,0,121,45,0,-80.68009002999999,721.97,0.008446970954537392,0.0810546875,-5.276334270834923,0.8386803269386292,0.0003,-0.06863291561603546,580,-0.012078217959788163,1.4142577648162842,0.06823993121215607
60,122880,400,306,170,0,0.0,0.0,0,0,125,45,0,-84.19156009,705.3,0.011849237605929375,0.1009765625,-5.323759660124779,0.12293070554733276,0.0003,0.02898290753364563,590,-0.0159199495887151,1.4388889074325562,0.1649786161549855
61,124928,407,306,175,0,0.0,0.0,0,0,130,45,0,-84.35832546,677.75,0.010860465466976166,0.127001953125,-5.359379565715789,0.7253351211547852,0.0003,-0.08616279810667038,600,-0.018795878961100243,1.4474263191223145,0.12967720384767745
62,126976,413,306,178,0,0.0,0.0,0,0,132,46,0,-83.95889290000001,679.29,0.011583375744521618,0.1275390625,-5.37588315308094,0.6945624947547913,0.0003,-0.05574199929833412,610,-0.013335592491785064,1.4563087224960327,0.2399855769239366
63,129024,420,306,181,0,0.0,0.0,0,0,135,46,0,-83.01235178,673.51,0.010429316200315952,0.090625,-5.380921795964241,0.7760519981384277,0.0003,-0.056028369814157486,620,-0.010819812120462301,1.455981731414795,0.14144491423503497
64,131072,427,306,184,0,0.0,0.0,0,0,137,47,0,-82.57443441000001,668.12,0.009501535445451736,0.096875,-5.38727515488863,0.6831659078598022,0.0003,-0.030574645847082138,630,-0.009318145582801663,1.461050033569336,0.226620750449365
65,133120,434,306,187,0,0.0,0.0,0,0,139,48,0,-84.09874945,662.88,0.00931074470281601,0.10859375,-5.406070989370346,0.7952466011047363,0.0003,-0.015488598495721817,640,-0.010516629589255899,1.473460078239441,0.06068573631637264
66,135168,440,306,190,0,0.0,0.0,0,1,140,49,0,-84.98317626,659.79,0.008644389919936657,0.09091796875,-5.430159430205822,0.8187468647956848,0.0003,-0.030055679380893707,650,-0.008943302441912238,1.484898567199707,0.12744616962154395
67,137216,447,306,192,0,0.0,0.0,0,1,142,49,0,-85.29918756000001,667.74,0.010022616013884544,0.10712890625,-5.479402601718903,0.13865655660629272,0.0003,-0.021674375981092453,660,-0.012852321633545216,1.5193803310394287,0.1328673590091057
68,139264,454,306,196,0,0.0,0.0,0,1,144,51,0,-84.08083391000002,657.47,0.011402093805372715,0.106591796875,-5.538492633402347,0.6404522657394409,0.0003,-0.08438996970653534,670,-0.01161441360891331,1.5479635000228882,0.06565637854509987
69,141312,461,306,197,0,0.0,0.0,0,1,144,52,0,-84.00775926000001,657.47,0.013775966130197048,0.139599609375,-5.5744793832302095,0.2261601686477661,0.0003,-0.0782860815525055,680,-0.017300722695654257,1.555194616317749,0.1167371947754873
70,143360,467,306,200,0,0.0,0.0,0,1,147,52,0,-84.74445291,664.12,0.007337508723139763,0.073828125,-5.578881953656674,0.8609234690666199,0.0003,-0.07599727064371109,690,-0.009519124176586046,1.5517644882202148,0.018781164038227872
71,145408,474,306,202,0,0.0,0.0,0,1,148,53,0,-84.60431325000002,683.24,0.0075368862599134445,0.076171875,-5.5939383372664455,-0.0008034706115722656,0.0003,-0.04303700849413872,700,-0.007494568458059803,1.571549892425537,0.15886647914303467
72,147456,480,306,205,0,0.0,0.0,0,1,150,54,0,-83.91148723000002,671.15,0.0070223379880189896,0.070751953125,-5.606083083152771,0.8608871698379517,0.0003,-0.08788810670375824,710,-0.009026942147465888,1.5637824535369873,0.0306750695235678
73,149504,487,306,209,0,0.0,0.0,0,2,153,54,0,-82.87142343,649.43,0.008535339497029781,0.07978515625,-5.593728177249432,0.4899948835372925,0.0003,-0.05141131579875946,720,-0.012016084938659332,1.5619930028915405,0.10676078704418615
74,151552,494,306,211,0,0.0,0.0,0,2,154,55,0,-82.46077805000003,649.63,0.011412388645112514,0.098583984375,-5.617641316354275,0.5721116065979004,0.0003,-0.060607198625802994,730,-0.012140931730391458,1.5889948606491089,0.20614732697140425
75,153600,500,306,213,0,0.0,0.0,0,2,154,57,0,-81.19923947000001,660.46,0.008518105372786522,0.07626953125,-5.637160152196884,0.72792649269104,0.0003,-0.056535668671131134,740,-0.007375686283921823,1.5804178714752197,0.08141921811911743
76,155648,507,306,215,0,0.0,0.0,0,2,155,58,0,-80.35496806,678.58,0.009889096021652222,0.1091796875,-5.618725962936878,0.8239437341690063,0.0003,-0.06503203511238098,750,-0.01328075049095787,1.571715235710144,0.02001659329253016
77,157696,514,306,217,0,0.0,0.0,0,2,157,58,0,-81.20042155,683.94,0.010745547711849213,0.1150390625,-5.606040523946286,0.6518343687057495,0.0003,-0.08001778274774551,760,-0.014133568285615183,1.5656312704086304,0.058401536085875706
78,159744,520,306,220,0,0.0,0.0,0,2,160,58,0,-80.74447413000001,667.45,0.00916225928813219,0.10068359375,-5.623490683734417,0.45801347494125366,0.0003,-0.01863420195877552,770,-0.013220686439308339,1.5874685049057007,0.08306739490508334
79,161792,527,306,223,0,0.0,0.0,0,2,163,58,0,-79.78641077,681.28,0.008221091702580452,0.06708984375,-5.646868325769901,0.07146507501602173,0.0003,0.03442167118191719,780,-0.009556844002509024,1.5921087265014648,0.16772230982023756
80,163840,534,306,228,0,0.0,0.0,0,2,168,58,0,-80.93612125,674.3,0.009099900722503662,0.077685546875,-5.651508855819702,0.7484586238861084,0.0003,-0.04238847643136978,790,-0.01147257483098656,1.5940296649932861,0.09209595520514995
81,165888,540,306,230,0,0.0,0.0,0,2,170,58,0,-80.11753248999999,691.05,0.009262681007385254,0.087353515625,-5.645960386097431,0.5860235095024109,0.0003,-0.08040442317724228,800,-0.015477864290005527,1.5899938344955444,0.17569986328599044
82,167936,547,306,234,0,0.0,0.0,0,2,173,59,0,-79.35650858000001,686.45,0.010681841522455215,0.100830078125,-5.667997692525387,0.6318725347518921,0.0003,0.027886943891644478,810,-0.012228139513172209,1.6085442304611206,0.0675208007072797
83,169984,554,306,236,0,0.0,0.0,0,2,174,60,0,-79.15265178000001,688.26,0.009597866795957088,0.0994140625,-5.688676132261753,0.30260342359542847,0.0003,-0.055067263543605804,820,-0.011256600535125472,1.6144139766693115,0.1277616363891866
84,172032,560,306,237,0,0.0,0.0,0,2,174,61,0,-79.51018516,688.26,0.009073195978999138,0.1146484375,-5.69369288533926,0.7899569272994995,0.0003,-0.10050009191036224,830,-0.014942136339959689,1.6168060302734375,0.045644112597801725
85,174080,567,306,240,0,0.0,0.0,0,2,176,62,0,-80.92969232,700.73,0.010727806016802788,0.09970703125,-5.690835383534432,0.7469699382781982,0.0003,-0.09027457982301712,840,-0.015376794563781004,1.6137208938598633,0.018647175613295985
86,176128,573,306,242,0,0.0,0.0,0,2,177,63,0,-79.97512789000001,717.18,0.005325755570083857,0.0591796875,-5.696718160808087,0.678613543510437,0.0003,-0.024553444236516953,850,-0.006098038752679713,1.620964765548706,0.05946823184349341
87,178176,580,306,243,0,0.0,0.0,0,2,177,64,0,-79.07194559999999,721.99,0.009405737742781639,0.101220703125,-5.719724643230438,0.7420324087142944,0.0003,-0.09198233485221863,860,-0.013926978661038448,1.635087251663208,0.026683251508075045
88,180224,587,306,245,0,0.0,0.0,0,2,177,66,0,-78.54746715,726.53,0.006923777982592583,0.058740234375,-5.736145631968975,0.9015393853187561,0.0003,-0.058415282517671585,870,-0.008704988233512267,1.6444518566131592,0.02558744063426275
89,182272,593,306,250,0,0.0,0.0,0,2,181,67,0,-77.99917705,731.36,0.0127244358882308,0.149267578125,-5.7420688137412075,0.8433441519737244,0.0003,-0.10141293704509735,880,-0.019256033713463693,1.6401923894882202,0.019457675683952402
90,184320,600,306,252,0,0.0,0.0,0,2,183,67,0,-79.07121396999999,736.15,0.009851207956671715,0.091650390625,-5.71923226416111,0.9022937417030334,0.0003,-0.05580175668001175,890,-0.011741724246530794,1.6214423179626465,0.051601336868770886
91,186368,607,307,254,0,0.0,0.0,0,2,183,69,0,-76.65048089,736.66,0.007758724503219128,0.094921875,-5.707634690403938,0.7994512915611267,0.0003,-0.06297387927770615,900,-0.012024481524713337,1.6289170980453491,0.08517675581242656
92,188416,613,306,256,0,0.0,0.0,0,2,184,70,0,-78.40881244,737.6,0.009455832652747631,0.11572265625,-5.7063655108213425,0.8838329315185547,0.0003,-0.0741444081068039,910,-0.012519323811284266,1.619652509689331,0.012062750802579103
93,190464,620,306,257,0,0.0,0.0,0,2,184,71,0,-78.6011236,737.6,0.007400208152830601,0.07021484375,-5.719174721837044,0.42475807666778564,0.0003,-0.07125683128833771,920,-0.004933470055402722,1.6422199010849,0.0695856079008081
94,192512,627,306,261,0,0.0,0.0,0,2,186,73,0,-81.60567173999999,740.19,0.008115444332361221,0.088671875,-5.741706156730652,0.8427631258964539,0.0003,-0.08655437082052231,930,-0.010295027628308162,1.6423487663269043,0.02085290250252001
95,194560,634,306,264,0,0.0,0.0,0,2,189,73,0,-83.16218039000002,749.66,0.010052314028143883,0.105810546875,-5.757021793723107,0.8033863306045532,0.0003,-0.05601929873228073,940,-0.010220134955307002,1.6626636981964111,0.05769034157274291
96,196608,640,306,267,0,0.0,0.0,0,2,192,73,0,-84.12768243000001,749.38,0.008022600784897804,0.0837890625,-5.79147332906723,0.5645407438278198,0.0003,-0.07370490580797195,950,-0.013929663796443493,1.6785043478012085,0.06602245133108227
97,198656,647,306,269,0,0.0,0.0,0,2,193,74,0,-82.23077789000001,757.3,0.007778356317430735,0.08642578125,-5.818464435636997,0.8588522672653198,0.0003,0.15489953756332397,960,-0.007045782427303493,1.694112777709961,0.15753703489317558
98,200704,654,306,273,0,0.0,0.0,0,2,195,76,0,-79.19951188,766.75,0.007251301780343056,0.10166015625,-5.830842882394791,0.906623899936676,0.0003,-0.07039511203765869,970,-0.006477001760504209,1.6931122541427612,0.030339342349907383
99,202752,660,306,275,0,0.0,0.0,0,2,196,77,0,-79.84473129000001,779.71,0.013202785514295101,0.126953125,-5.833593434095382,0.844842791557312,0.0003,-0.08608567714691162,980,-0.015515372648951597,1.693481683731079,0.02938407850160729
100,204800,667,306,277,0,0.0,0.0,0,2,197,78,0,-80.56394836,778.89,0.00816294364631176,0.07265625,-5.8416012421250345,0.5992004871368408,0.0003,-0.023651717230677605,990,-0.009371391343302093,1.70643949508667,0.0714172570646042
101,206848,674,306,280,0,0.0,0.0,0,2,199,79,0,-79.28881748999999,786.08,0.01015153992921114,0.12333984375,-5.865174613893032,0.8530628681182861,0.0003,-0.03713267669081688,1000,-0.010284760774811729,1.7163341045379639,0.05501671686361078
102,208896,680,306,282,0,0.0,0.0,0,2,200,80,0,-80.25765544,791.97,0.007791784591972828,0.071337890625,-5.888329999148846,0.42822808027267456,0.0003,7.662922143936157e-05,1010,-0.0053266878850990905,1.7318475246429443,0.09517823828209657
103,210944,687,306,284,0,0.0,0.0,0,2,201,81,0,-80.47386224,797.64,0.009401950053870678,0.08876953125,-5.9132825344800946,0.6898499131202698,0.0003,-0.04951196908950806,1020,-0.009347910375799984,1.7466429471969604,0.08844001679390204
104,212992,694,306,287,0,0.0,0.0,0,2,203,82,0,-78.87772769000001,800.56,0.008437626995146275,0.083349609375,-5.933125975728035,0.8804179430007935,0.0003,-0.031575217843055725,1030,-0.007597404537955299,1.757537841796875,0.04292273255705368
105,215040,700,306,289,0,0.0,0.0,0,3,204,82,0,-80.1494544,798.33,0.00898580439388752,0.077099609375,-5.970887625217438,0.7251650094985962,0.0003,-0.06844557821750641,1040,-0.012989444957929664,1.7862803936004639,0.03625708821055014
106,217088,707,306,292,0,0.0,0.0,0,3,205,84,0,-78.93158530999999,806.31,0.011805027723312378,0.103857421875,-6.001542343199253,0.6215975284576416,0.0003,-0.03234900161623955,1050,-0.012444336534827016,1.7986857891082764,0.0969764022884192
107,219136,714,306,295,0,0.0,0.0,0,3,208,84,0,-80.32666093,808.67,0.00983541738241911,0.107373046875,-6.023352569341659,0.6661534309387207,0.0003,-0.07504292577505112,1060,-0.010302162685547955,1.8133835792541504,0.07298858341382583
108,221184,720,306,298,0,0.0,0.0,0,3,210,85,0,-80.41244931,794.57,0.010882245376706123,0.105078125,-6.06037138402462,0.8773899078369141,0.0003,-0.09732402116060257,1070,-0.011918137872999068,1.8400719165802002,0.06620631900150328
109,223232,727,306,301,0,0.0,0.0,0,3,212,86,0,-78.01596882999998,793.45,0.008267659693956375,0.08642578125,-6.085519500076771,0.5617549419403076,0.0003,-0.00028080493211746216,1080,-0.008423185968422332,1.8472779989242554,0.13764781038917134
110,225280,734,306,303,0,0.0,0.0,0,3,213,87,0,-78.22178706999998,794.49,0.010174836963415146,0.0978515625,-6.103063370287418,0.7861515283584595,0.0003,-0.07184331864118576,1090,-0.013505679111403879,1.8613331317901611,0.07330596496758517
111,227328,740,306,306,0,0.0,0.0,0,3,215,88,0,-77.61880086000001,792.5,0.010936282575130463,0.109130859375,-6.132174082100391,0.6684924364089966,0.0003,-0.05919760465621948,1100,-0.012311206871527248,1.8846763372421265,0.07415036087622866
