iteration,total_timesteps,time_elapsed_sec,fps,episodes_total,successes_total,success_rate_window,success_rate_total,goal_count,collision_count,out_of_bounds_count,timeout_count,other_terminal_count,ep_rew_mean,ep_len_mean,approx_kl,clip_fraction,entropy_loss,explained_variance,learning_rate,loss,n_updates,policy_gradient_loss,std,value_loss
112,229376,747,306,307,0,0.0,0.0,0,3,215,89,0,-77.13725747000001,801.13,0.007123223505914211,0.09658203125,-6.1604424774646755,0.4428999423980713,0.0003,0.12299344688653946,1110,-0.00903108179627452,1.8985497951507568,0.16630841929581947
113,231424,754,306,309,0,0.0,0.0,0,3,215,91,0,-74.75504023,819.7,0.008447624742984772,0.090234375,-6.167338499426842,0.8845972418785095,0.0003,-0.08856843411922455,1120,-0.009703260028618387,1.8928565979003906,0.022337158318259755
114,233472,760,306,311,0,0.0,0.0,0,3,215,93,0,-73.75850132,826.1,0.010508999228477478,0.0990234375,-6.1750719338655475,0.767730712890625,0.0003,-0.08474618941545486,1130,-0.012379329185932875,1.9100897312164307,0.019895132031524553
115,235520,767,306,312,0,0.0,0.0,0,3,215,94,0,-73.25912801,826.1,0.009469445794820786,0.098388671875,-6.200035865604877,0.4490719437599182,0.0003,-0.062260355800390244,1140,-0.010858781335991807,1.9239252805709839,0.012832597966189496
116,237568,774,306,314,0,0.0,0.0,0,3,215,96,0,-72.28220609999998,826.99,0.011209458112716675,0.121875,-6.216241171956062,0.8793438076972961,0.0003,-0.038719091564416885,1150,-0.009853193102753722,1.9318498373031616,0.0156127577269217
117,239616,781,306,317,0,0.0,0.0,0,3,217,97,0,-71.82795759,819.46,0.009399160742759705,0.0919921875,-6.240512825548649,0.7104870676994324,0.0003,-0.07895345240831375,1160,-0.013958051090594382,1.949242115020752,0.01828357801568927
118,241664,788,306,319,0,0.0,0.0,0,3,218,98,0,-71.84731664,829.79,0.008392466232180595,0.085009765625,-6.255901165306568,0.6911599040031433,0.0003,-0.0316351093351841,1170,-0.007433421196765266,1.9576828479766846,0.09781622847804101
119,243712,794,306,321,0,0.0,0.0,0,3,219,99,0,-70.54099833,827.6,0.008868271484971046,0.073193359375,-6.272132278978825,0.6688175797462463,0.0003,-0.05722883343696594,1180,-0.012698529656336176,1.9696420431137085,0.03943345439110999
120,245760,801,306,325,0,0.0,0.0,0,3,221,101,0,-68.3629334,827.54,0.009057440795004368,0.10712890625,-6.286840927600861,0.6032754182815552,0.0003,-0.060614120215177536,1190,-0.009184557788830715,1.9735572338104248,0.080223136288987
121,247808,807,306,327,0,0.0,0.0,0,3,223,101,0,-68.89337411,839.43,0.009984683245420456,0.094091796875,-6.29876676350832,0.649098813533783,0.0003,-0.06400015205144882,1200,-0.014774062545620836,1.9858449697494507,0.05073857359093381
122,249856,814,306,330,0,0.0,0.0,0,3,225,102,0,-70.75596333,837.45,0.01016874797642231,0.089599609375,-6.317117665708065,0.7566418647766113,0.0003,-0.09549218416213989,1210,-0.013549396698363126,1.994246244430542,0.034938471514033155
123,251904,821,306,332,0,0.0,0.0,0,3,226,103,0,-70.7398745,834.71,0.008709664456546307,0.082958984375,-6.322781577706337,0.6998214721679688,0.0003,-0.06691862642765045,1220,-0.014117231930140407,1.992669939994812,0.09651609120192006
124,253952,827,306,337,0,0.0,0.0,0,3,230,104,0,-70.04999618999999,826.51,0.008487045764923096,0.078955078125,-6.319686667621136,0.7947984337806702,0.0003,-0.06265810877084732,1230,-0.01351372668723343,1.9935035705566406,0.030866602888272608
125,256000,834,306,339,0,0.0,0.0,0,3,231,105,0,-68.58776895999999,824.69,0.009058455936610699,0.086865234375,-6.3332360401749614,0.6122817397117615,0.0003,-0.0784863755106926,1240,-0.013756516690773424,2.007296323776245,0.10304856454895343
126,258048,841,306,342,0,0.0,0.0,0,3,234,105,0,-69.56252932,815.56,0.007513534277677536,0.068505859375,-6.341782242059708,0.7599833011627197,0.0003,-0.06425542384386063,1250,-0.012350734503706917,2.00723934173584,0.048353687026246914
127,260096,847,306,346,0,0.0,0.0,0,4,236,106,0,-71.4251956,787.48,0.00947374477982521,0.09931640625,-6.348529906570912,0.819623589515686,0.0003,-0.05617979168891907,1260,-0.014703552788705564,2.017263889312744,0.06208954755857121
128,262144,854,306,349,0,0.0,0.0,0,4,238,107,0,-71.68386084,800.85,0.008525580167770386,0.079833984375,-6.377020946145057,0.8145848512649536,0.0003,-0.06401214748620987,1270,-0.012911643279949203,2.046419858932495,0.07559532806335482
129,264192,860,306,351,0,0.0,0.0,0,4,240,107,0,-70.66794456,804.57,0.007244228385388851,0.073681640625,-6.396701796352863,0.7719259262084961,0.0003,-0.07375876605510712,1280,-0.007396138153853826,2.043830394744873,0.0600800451124087
130,266240,867,306,354,0,0.0,0.0,0,4,241,109,0,-71.86153580999999,799.45,0.006996844429522753,0.07978515625,-6.397854819893837,0.8779451847076416,0.0003,-0.041573140770196915,1290,-0.013254487741505727,2.0437965393066406,0.061281428155780304
131,268288,874,306,356,0,0.0,0.0,0,4,242,110,0,-71.73056142,799.63,0.0074823638424277306,0.066162109375,-6.396627853810787,0.43101465702056885,0.0003,-0.06547123193740845,1300,-0.013852728536585346,2.0410985946655273,0.06643245154846227
132,270336,880,306,359,0,0.0,0.0,0,4,244,111,0,-71.71704611999999,791.57,0.012883126735687256,0.132470703125,-6.386749628186226,0.8421850204467773,0.0003,-0.0743180364370346,1310,-0.014908643602393568,2.0329253673553467,0.025481198047054933
133,272384,887,306,362,0,0.0,0.0,0,4,246,112,0,-71.06424082,797.17,0.009005999192595482,0.0728515625,-6.39791287779808,0.48094606399536133,0.0003,-0.06116741895675659,1320,-0.01281071122357389,2.057788848876953,0.11543827524583321
134,274432,894,306,364,0,0.0,0.0,0,4,247,113,0,-69.50455216000002,799.87,0.008851376362144947,0.08388671875,-6.427631936967373,0.7128056287765503,0.0003,-0.058146845549345016,1330,-0.009809745932579972,2.0740315914154053,0.06735187155136373
135,276480,900,306,367,0,0.0,0.0,0,4,249,114,0,-70.19589248999999,802.9,0.010740947909653187,0.1021484375,-6.45574586391449,0.4882543087005615,0.0003,-0.0915384367108345,1340,-0.01225758894579485,2.0939154624938965,0.02517060463724192
136,278528,907,306,369,0,0.0,0.0,0,4,250,115,0,-70.99727651,804.65,0.009720961563289165,0.104638671875,-6.480610163509846,0.3313558101654053,0.0003,-0.0885796844959259,1350,-0.013207133091054857,2.1145362854003906,0.05024640987394378
137,280576,914,306,371,0,0.0,0.0,0,4,250,117,0,-70.48072531000001,814.88,0.007624895311892033,0.0798828125,-6.497323186695576,0.8156217336654663,0.0003,-0.057896167039871216,1360,-0.012089484598254785,2.114957571029663,0.034646953133051286
138,282624,920,306,374,0,0.0,0.0,0,4,252,118,0,-70.89029683,808.65,0.009344585239887238,0.095703125,-6.506354473531246,0.7681775689125061,0.0003,-0.07388707250356674,1370,-0.01222123418119736,2.122812509536743,0.018089454902656142
139,284672,927,306,375,0,0.0,0.0,0,4,252,119,0,-69.57659415,812.47,0.010533414781093597,0.077490234375,-6.537172226607799,0.29824256896972656,0.0003,-0.08809930086135864,1380,-0.012376028945436702,2.157442569732666,0.11066461654845625
140,286720,934,306,378,0,0.0,0.0,0,4,254,120,0,-68.95128663,815.63,0.010761111974716187,0.106103515625,-6.554075354337693,0.9040126204490662,0.0003,-0.07800444960594177,1390,-0.011412863279110752,2.149901866912842,0.015018764047999867
141,288768,940,306,381,0,0.0,0.0,0,4,256,121,0,-67.36835379000001,807.76,0.01056764367967844,0.112353515625,-6.5549861788749695,0.7882592678070068,0.0003,-0.06900475174188614,1400,-0.011769414517038968,2.1625258922576904,0.06637153039919212
142,290816,947,306,383,0,0.0,0.0,0,4,257,122,0,-65.82221574,803.48,0.00779357273131609,0.07841796875,-6.5832893118262295,0.5912712812423706,0.0003,-0.049574051052331924,1410,-0.012357664539013057,2.1921327114105225,0.06170295210176846
143,292864,954,306,385,0,0.0,0.0,0,4,259,122,0,-65.44790028,812.91,0.011440623551607132,0.09873046875,-6.6154927760362625,0.6916327476501465,0.0003,-0.05435531213879585,1420,-0.013035167123598512,2.2076025009155273,0.01944660162407672
144,294912,961,306,388,0,0.0,0.0,0,4,261,123,0,-64.46378041999999,809.2,0.00851404294371605,0.080126953125,-6.6357523709535595,0.6669622659683228,0.0003,-0.0917794406414032,1430,-0.01565912629594095,2.2255237102508545,0.03570265511953039
145,296960,967,306,395,0,0.0,0.0,0,4,268,123,0,-64.9812357,778.48,0.006618276238441467,0.058349609375,-6.653490124642849,0.5239587426185608,0.0003,-0.07468947768211365,1440,-0.011361119415960274,2.2345733642578125,0.039594095511711204
146,299008,974,306,397,0,0.0,0.0,0,4,268,125,0,-63.622954019999995,784.9,0.008669507689774036,0.07578125,-6.655749015510082,0.5581328272819519,0.0003,-0.08024299144744873,1450,-0.015688287661760114,2.234246015548706,0.12093928298563697
147,301056,981,306,400,0,0.0,0.0,0,4,271,125,0,-66.53598668000001,782.16,0.0074035655707120895,0.078271484375,-6.642289373278618,0.7610909938812256,0.0003,-0.09160394966602325,1460,-0.010806970088742674,2.2139768600463867,0.01913030857613194
148,303104,987,306,404,0,0.0,0.0,0,4,274,126,0,-65.40101628000001,769.71,0.008839179761707783,0.094140625,-6.63701298236847,0.20464837551116943,0.0003,-0.04359849542379379,1470,-0.010163532220758498,2.231349468231201,0.16012202539714054
149,305152,994,306,407,0,0.0,0.0,0,4,277,126,0,-66.91749243,757.59,0.011003734543919563,0.097998046875,-6.652519078552723,0.266373872756958,0.0003,-0.0762452706694603,1480,-0.011025610359502025,2.2362003326416016,0.09506268093537074
150,307200,1000,306,410,0,0.0,0.0,0,4,279,127,0,-68.71062914999999,746.71,0.008216409012675285,0.067236328125,-6.6525637865066525,0.7484995722770691,0.0003,-0.07510241866111755,1490,-0.007773754268418998,2.236271858215332,0.0643108251868398
151,309248,1007,306,412,0,0.0,0.0,0,4,280,128,0,-68.92282406999999,740.76,0.00910249911248684,0.095947265625,-6.679524327814579,0.5587223768234253,0.0003,-0.06362034380435944,1500,-0.013818360131699592,2.273592472076416,0.07153917039686349
152,311296,1014,306,414,0,0.0,0.0,0,4,281,129,0,-67.57061766000001,737.31,0.00772471446543932,0.067919921875,-6.6963311150670055,0.29152053594589233,0.0003,-0.08969908952713013,1510,-0.015103683460620233,2.2700355052948,0.028992087858932793
153,313344,1020,306,417,0,0.0,0.0,0,5,282,130,0,-69.38891536,731.48,0.009872179478406906,0.085400390625,-6.720322144031525,0.7740805149078369,0.0003,-0.061850763857364655,1520,-0.011753858397423756,2.3007850646972656,0.025081590812624198
154,315392,1027,306,420,0,0.0,0.0,0,5,284,131,0,-69.18010733999999,724.64,0.008946544490754604,0.08544921875,-6.743588943779469,0.39349138736724854,0.0003,-0.05876317247748375,1530,-0.011312548813293688,2.312291145324707,0.13769288246548966
155,317440,1034,306,422,0,0.0,0.0,0,5,285,132,0,-69.22964771,730.77,0.008718056604266167,0.093408203125,-6.768546703457832,0.7095993757247925,0.0003,-0.10420046746730804,1540,-0.011823126490344293,2.3358209133148193,0.043307164138241205
156,319488,1040,306,424,0,0.0,0.0,0,5,285,134,0,-69.37037442999998,740.89,0.011982668191194534,0.11669921875,-6.797674652934075,0.5753634572029114,0.0003,-0.05865304544568062,1550,-0.016544034583785106,2.353755474090576,0.06714024168468313
157,321536,1047,306,429,0,0.0,0.0,0,5,290,134,0,-67.29385979999999,718.94,0.008357910439372063,0.088232421875,-6.786345632374287,0.8827410936355591,0.0003,-0.08615962415933609,1560,-0.008382152373087592,2.318760395050049,0.010028302718274063
158,323584,1054,306,431,0,0.0,0.0,0,5,291,135,0,-64.86420969000001,727.68,0.01069524697959423,0.10380859375,-6.780135031044483,0.6321262121200562,0.0003,-0.05015317350625992,1570,-0.016359428100986406,2.337514877319336,0.14957622186630032
159,325632,1060,307,433,0,0.0,0.0,0,5,291,137,0,-63.25864599,727.68,0.008468812331557274,0.092236328125,-6.7949140012264255,0.3790874481201172,0.0003,-0.06407909840345383,1580,-0.010305781400529668,2.342684745788574,0.05041912997839972
160,327680,1067,306,436,0,0.0,0.0,0,5,294,137,0,-65.22688815000001,738.36,0.00778579618781805,0.073681640625,-6.79883137345314,0.7125852108001709,0.0003,-0.10511306673288345,1590,-0.01531353545433376,2.3466956615448,0.025588331140897935
161,329728,1074,306,438,0,0.0,0.0,0,5,295,138,0,-64.15683453000001,745.0,0.011677220463752747,0.127490234375,-6.823856410384178,0.5873193740844727,0.0003,-0.07685516029596329,1600,-0.012138579339080025,2.379073143005371,0.1146832800237462
162,331776,1080,307,440,0,0.0,0.0,0,5,296,139,0,-64.87635244,741.42,0.007371308747678995,0.078271484375,-6.855200859904289,0.414186954498291,0.0003,-0.08629554510116577,1610,-0.009483349972288124,2.4000933170318604,0.04015231321827741
163,333824,1087,307,442,0,0.0,0.0,0,5,296,141,0,-63.28190682,759.0,0.00929039902985096,0.086474609375,-6.854006959497928,0.8478972315788269,0.0003,-0.07564277946949005,1620,-0.006635864640702494,2.388610363006592,0.09384136031294474
164,335872,1094,306,444,0,0.0,0.0,0,5,297,142,0,-62.68233009999999,769.33,0.01075422391295433,0.119091796875,-6.8502424851059915,0.9466723799705505,0.0003,-0.09170550107955933,1630,-0.014328786623082124,2.3860414028167725,0.01979009675196721
165,337920,1100,306,446,0,0.0,0.0,0,5,299,142,0,-63.63759519999999,778.21,0.007427101954817772,0.069140625,-6.851786655187607,0.2475324273109436,0.0003,-0.07985910773277283,1640,-0.007052465123706497,2.3984017372131348,0.051655955126625484
166,339968,1107,306,448,0,0.0,0.0,0,5,300,143,0,-64.33718567999999,781.87,0.011478619650006294,0.12373046875,-6.8930261611938475,0.6368875503540039,0.0003,-0.052446383982896805,1650,-0.011713051545666531,2.444251537322998,0.04799646869796561
167,342016,1114,306,451,0,0.0,0.0,0,6,301,144,0,-62.81317129,781.86,0.008945056237280369,0.071240234375,-6.9216378092765805,0.7969400882720947,0.0003,-0.07338620722293854,1660,-0.013508763577556237,2.453372001647949,0.03500739918817999
168,344064,1120,307,454,0,0.0,0.0,0,6,303,145,0,-61.961827819999996,782.85,0.01130234356969595,0.103662109375,-6.9132121577858925,0.6753725409507751,0.0003,-0.08661547303199768,1670,-0.015559750855027232,2.4265835285186768,0.09320845641195774
169,346112,1127,307,456,0,0.0,0.0,0,6,305,145,0,-63.190868380000005,778.51,0.008752148598432541,0.08701171875,-6.904284681379795,0.6743917465209961,0.0003,-0.0666298195719719,1680,-0.011447409715037793,2.444119691848755,0.059098372419248334
170,348160,1133,307,458,0,0.0,0.0,0,6,306,146,0,-62.48614549,784.57,0.010667763650417328,0.101611328125,-6.931589829921722,0.6489533185958862,0.0003,-0.10386033356189728,1690,-0.017101798774092458,2.468158721923828,0.06702555447118357
171,350208,1140,307,459,0,0.0,0.0,0,6,306,147,0,-61.04843602,792.81,0.010903200134634972,0.104833984375,-6.951586832106114,0.6363285779953003,0.0003,-0.08286111801862717,1700,-0.012714123277692124,2.4794669151306152,0.06917448849999346
172,352256,1147,307,463,0,0.0,0.0,0,6,308,149,0,-59.78841353000001,790.98,0.007489692885428667,0.07109375,-6.969074523448944,0.9457388520240784,0.0003,-0.11882295459508896,1710,-0.007236027895123698,2.4979751110076904,0.010731652127651614
173,354304,1153,307,464,0,0.0,0.0,0,6,309,149,0,-61.30073125999999,790.44,0.008586804382503033,0.079052734375,-6.989779990911484,0.67766273021698,0.0003,-0.041613973677158356,1720,-0.009525526539073325,2.5137135982513428,0.10506209751620191
174,356352,1160,307,468,0,0.0,0.0,0,6,313,149,0,-60.63567246,791.84,0.010478443466126919,0.073583984375,-7.010171988606453,0.42235469818115234,0.0003,-0.037194203585386276,1730,-0.013289913826156408,2.5365798473358154,0.061772041064250514
175,358400,1167,307,469,0,0.0,0.0,0,6,313,150,0,-60.83941929,791.84,0.009630285203456879,0.0947265625,-7.0346779257059096,0.4791719317436218,0.0003,-0.04341266304254532,1740,-0.009670383026241324,2.563823699951172,0.1860091210459359
176,360448,1173,307,472,0,0.0,0.0,0,6,315,151,0,-61.16856037999999,781.69,0.009733250364661217,0.09970703125,-7.038596734404564,0.8518390655517578,0.0003,-0.045230381190776825,1750,-0.00906930857890984,2.54056453704834,0.018181248047039845
177,362496,1180,306,474,0,0.0,0.0,0,6,316,152,0,-59.553632760000006,789.16,0.008409950882196426,0.099365234375,-7.037251670658589,0.6183459162712097,0.0003,-0.03447503596544266,1760,-0.013407748693134635,2.550243854522705,0.1084583928983193
178,364544,1187,306,477,0,0.0,0.0,0,6,318,153,0,-59.024381430000005,787.11,0.010335978120565414,0.122607421875,-7.0408760264515875,0.7320812940597534,0.0003,-0.06144547462463379,1770,-0.011081010627094656,2.549137592315674,0.0547710455066408
179,366592,1195,306,479,0,0.0,0.0,0,6,319,154,0,-57.064712820000004,783.69,0.00981583446264267,0.0865234375,-7.045163376629352,0.7479411363601685,0.0003,-0.0807366818189621,1780,-0.012752968787390273,2.554678201675415,0.0465920317270502
180,368640,1202,306,485,0,0.0,0.0,0,6,324,155,0,-58.69018446,760.31,0.010820978321135044,0.108984375,-7.062699818611145,0.8105189800262451,0.0003,-0.09625177085399628,1790,-0.01239181391429156,2.5681581497192383,0.049916489399038255
181,370688,1209,306,489,0,0.0,0.0,0,7,327,155,0,-61.50252171999998,754.01,0.008516063913702965,0.0767578125,-7.076108431816101,0.48484307527542114,0.0003,-0.07218137383460999,1800,-0.010416768112918362,2.582275867462158,0.13977485693176278
182,372736,1215,306,490,0,0.0,0.0,0,7,327,156,0,-60.74519514000001,762.74,0.007977128028869629,0.088037109375,-7.089859038591385,0.421977698802948,0.0003,-0.07845598459243774,1810,-0.010595114313764498,2.5914478302001953,0.2565576271910686
183,374784,1222,306,493,0,0.0,0.0,0,7,328,158,0,-59.6075929,781.05,0.008540269918739796,0.08818359375,-7.09946473389864,0.4062676429748535,0.0003,-0.09908218681812286,1820,-0.014563884437666274,2.594022274017334,0.06015784742921824
184,376832,1229,306,496,0,0.0,0.0,0,7,331,158,0,-60.70134244,788.31,0.00887853279709816,0.084326171875,-7.088791546225548,0.9222509264945984,0.0003,-0.0756407231092453,1830,-0.009030572732444852,2.5774219036102295,0.02197921084225527
185,378880,1235,306,498,0,0.0,0.0,0,7,332,159,0,-61.021723140000006,793.84,0.007454591803252697,0.06533203125,-7.0993995577096936,0.7525056004524231,0.0003,-0.05579325929284096,1840,-0.01207309733144939,2.611513614654541,0.09463344837204204
186,380928,1242,306,499,0,0.0,0.0,0,7,332,160,0,-58.10983717,796.06,0.01072489470243454,0.09248046875,-7.124668721854687,0.7902897596359253,0.0003,-0.08970197290182114,1850,-0.014453033276367933,2.620213031768799,0.05880921953939833
187,382976,1249,306,502,0,0.0,0.0,0,7,333,162,0,-58.93419761999999,801.47,0.009513418190181255,0.076806640625,-7.146427698433399,0.8982656002044678,0.0003,-0.07214709371328354,1860,-0.012971845889114774,2.6407763957977295,0.034912826337676964
188,385024,1255,306,506,0,0.0,0.0,0,7,336,163,0,-57.81003756999999,812.26,0.007282344624400139,0.0845703125,-7.158998681604862,0.6659815311431885,0.0003,-0.06022436171770096,1870,-0.010261848827940411,2.64027738571167,0.04113474152400158
189,387072,1262,306,507,0,0.0,0.0,0,7,336,164,0,-58.2253157,818.42,0.007744755130261183,0.070751953125,-7.18083872795105,0.7218389511108398,0.0003,-0.09152648597955704,1880,-0.012594933368382044,2.682760238647461,0.06832101943000453
190,389120,1269,306,511,0,0.0,0.0,0,7,338,166,0,-56.61391702000001,814.41,0.007841482758522034,0.07197265625,-7.202928344905376,0.8634787797927856,0.0003,-0.0895712748169899,1890,-0.010127903945976869,2.6786131858825684,0.03762875898828497
191,391168,1275,306,512,0,0.0,0.0,0,7,339,166,0,-57.346155409999994,813.87,0.009028531610965729,0.083056640625,-7.2131982550024984,0.8039870858192444,0.0003,-0.09668898582458496,1900,-0.013109086875920184,2.705883741378784,0.0359497429948533
192,393216,1282,306,514,0,0.0,0.0,0,7,339,168,0,-57.661271279999994,817.32,0.008376517333090305,0.086328125,-7.230287759006023,0.8267110586166382,0.0003,-0.08780927956104279,1910,-0.008955454913666472,2.7068049907684326,0.03893976568360813
193,395264,1289,306,517,0,0.0,0.0,0,8,340,169,0,-56.15864381999999,825.78,0.009555844590067863,0.10087890625,-7.231919367611408,0.8502596020698547,0.0003,-0.09082596749067307,1920,-0.014004547914373689,2.7071475982666016,0.008424491588812089
194,397312,1295,306,518,0,0.0,0.0,0,8,340,170,0,-56.67159804999999,825.78,0.010752375237643719,0.082373046875,-7.237771293520927,0.39158886671066284,0.0003,-0.05355248227715492,1930,-0.010044457162439357,2.7128496170043945,0.18092115368781378
195,399360,1302,306,520,0,0.0,0.0,0,8,340,172,0,-54.887834030000015,838.47,0.008294052444398403,0.088232421875,-7.253204049170018,0.843307614326477,0.0003,-0.04427279904484749,1940,-0.010734531574416905,2.7269740104675293,0.021022639783041086
196,401408,1309,306,522,0,0.0,0.0,0,8,342,172,0,-54.76656973000001,837.36,0.007979368790984154,0.071875,-7.259614643454552,0.9252975583076477,0.0003,-0.09243942052125931,1950,-0.011672283193911425,2.7270314693450928,0.012634219679239323
197,403456,1315,306,524,0,0.0,0.0,0,8,343,173,0,-54.16366327,833.96,0.00863826647400856,0.071728515625,-7.263858871161938,0.7968621850013733,0.0003,0.046455465257167816,1960,-0.008693648726330138,2.7413415908813477,0.06254330424126238
198,405504,1322,306,526,0,0.0,0.0,0,8,344,174,0,-53.76670429,846.84,0.010162965394556522,0.094091796875,-7.265313079953193,0.6319740414619446,0.0003,-0.07744749635457993,1970,-0.012086180721234996,2.7320122718811035,0.06117719472385943
199,407552,1329,306,530,0,0.0,0.0,0,8,347,175,0,-55.14865152,852.13,0.008434673771262169,0.079833984375,-7.269878582656384,0.867642343044281,0.0003,-0.09249093383550644,1980,-0.010707934043603018,2.7490978240966797,0.04220744204649236
200,409600,1336,306,532,0,0.0,0.0,0,8,348,176,0,-57.56408538999999,854.76,0.007932410575449467,0.0791015625,-7.278472635149956,0.6473169326782227,0.0003,-0.07236161828041077,1990,-0.008995322603732347,2.7524592876434326,0.13493013131665066
201,411648,1342,306,533,0,0.0,0.0,0,8,348,177,0,-58.154737559999994,854.76,0.010841572657227516,0.10859375,-7.279844495654106,0.8324555158615112,0.0003,-0.050496749579906464,2000,-0.011981464366544969,2.7548136711120605,0.01886496954903123
202,413696,1349,306,535,0,0.0,0.0,0,8,349,178,0,-56.12428148000001,864.44,0.008399639278650284,0.078271484375,-7.297217731177807,0.8683112859725952,0.0003,-0.08364129066467285,2010,-0.009986735417624005,2.785809278488159,0.010968064928601962
203,415744,1356,306,537,0,0.0,0.0,0,8,349,180,0,-55.65783148000001,873.65,0.01069201622158289,0.087451171875,-7.335806608200073,0.5031899213790894,0.0003,-0.11207690089941025,2020,-0.01428156765177846,2.817082405090332,0.023756782180862503
204,417792,1362,306,539,0,0.0,0.0,0,8,350,181,0,-55.17690710000001,866.84,0.006566905416548252,0.063330078125,-7.352014438807965,0.6690651774406433,0.0003,-0.07845884561538696,2030,-0.008543339546304197,2.8131823539733887,0.01170720445952611
205,419840,1369,306,542,0,0.0,0.0,0,8,352,182,0,-56.765315959999995,856.97,0.007814032956957817,0.081201171875,-7.366011215746402,0.7296324968338013,0.0003,-0.08922336995601654,2040,-0.011414832653827034,2.840961456298828,0.020035139202082063
206,421888,1376,306,544,0,0.0,0.0,0,8,352,184,0,-56.633361990000004,857.79,0.008486440405249596,0.0767578125,-7.410559523105621,0.6706807613372803,0.0003,-0.07339641451835632,2050,-0.013933572469977663,2.8850762844085693,0.04115161319932668
207,423936,1383,306,546,0,0.0,0.0,0,8,352,186,0,-53.68496109000001,865.84,0.007697420194745064,0.075048828125,-7.433163496851921,0.879010796546936,0.0003,-0.07125949114561081,2060,-0.009958191675832496,2.8965001106262207,0.01553759824455483
208,425984,1389,306,548,0,0.0,0.0,0,8,354,186,0,-53.91291463,867.23,0.01028021052479744,0.107080078125,-7.443602186441422,0.8635389804840088,0.0003,-0.08587409555912018,2070,-0.013646536579472013,2.900909423828125,0.00985276004030311
209,428032,1396,306,550,0,0.0,0.0,0,8,355,187,0,-55.078261000000005,862.32,0.009363037534058094,0.090673828125,-7.458558684587478,0.8246164321899414,0.0003,-0.06677912920713425,2080,-0.015516615833621471,2.9295616149902344,0.07473263861320448
210,430080,1403,306,553,0,0.0,0.0,0,8,358,187,0,-57.38461613999999,868.41,0.007110835053026676,0.066943359375,-7.483032354712487,0.8906224370002747,0.0003,-0.08331538736820221,2090,-0.010126895891153254,2.9460198879241943,0.011875997047536658
211,432128,1409,306,556,0,0.0,0.0,0,8,360,188,0,-55.87898992000001,860.64,0.010361023247241974,0.097705078125,-7.486766527593136,0.57086181640625,0.0003,-0.06466987729072571,2100,-0.012796086164598819,2.9356448650360107,0.09957904414914083
212,434176,1416,306,560,0,0.0,0.0,0,9,362,189,0,-58.90774637000001,835.98,0.010088829323649406,0.08330078125,-7.498493897914886,0.8788028359413147,0.0003,-0.07935774326324463,2110,-0.012670731799153146,2.966158866882324,0.06935076959052822
213,436224,1423,306,563,0,0.0,0.0,0,9,365,189,0,-58.97221777000001,830.81,0.01206127181649208,0.114306640625,-7.514557975530624,0.6792581081390381,0.0003,-0.0661836639046669,2120,-0.012735906298621558,2.9673213958740234,0.12156931945064571
214,438272,1430,306,566,0,0.0,0.0,0,9,367,190,0,-55.67595686000001,823.31,0.009578654542565346,0.074658203125,-7.547913604974747,0.7560348510742188,0.0003,0.04816272109746933,2130,-0.00889615835621953,3.0366554260253906,0.0906020127600641
215,440320,1436,306,568,0,0.0,0.0,0,9,368,191,0,-54.94310528999999,831.22,0.00847943127155304,0.069189453125,-7.5769779026508335,0.12952053546905518,0.0003,-0.046696074306964874,2140,-0.010370883526047692,3.0258092880249023,0.1424651920213364
216,442368,1443,306,570,0,0.0,0.0,0,9,368,193,0,-54.721820820000005,831.84,0.011958377435803413,0.13564453125,-7.589628127217293,0.8326727151870728,0.0003,-0.10578522831201553,2150,-0.014847290853504091,3.060117721557617,0.01968537044012919
217,444416,1450,306,572,0,0.0,0.0,0,9,368,195,0,-55.39118005000001,841.37,0.008279530331492424,0.08203125,-7.6034008949995044,0.9370206594467163,0.0003,-0.10790373384952545,2160,-0.011832893863902428,3.053670883178711,0.007649366755867959
218,446464,1456,306,575,0,0.0,0.0,0,9,370,196,0,-56.31169277,837.48,0.008683817461133003,0.10068359375,-7.593119783699512,0.8579089641571045,0.0003,-0.08298736065626144,2170,-0.010065930421114899,3.0443999767303467,0.01280466712123598
219,448512,1463,306,578,0,0.0,0.0,0,9,373,196,0,-57.8902994,830.27,0.009334733709692955,0.09013671875,-7.622210168838501,0.5421469807624817,0.0003,-0.09066321700811386,2180,-0.011757448011485394,3.1112945079803467,0.04790346884255996
220,450560,1470,306,580,0,0.0,0.0,0,9,374,197,0,-57.40340917,836.74,0.008223881945014,0.073583984375,-7.653534533083439,0.6182591915130615,0.0003,-0.05788765102624893,2190,-0.00722785024845507,3.1086528301239014,0.09585891676251776
221,452608,1476,306,581,0,0.0,0.0,0,9,374,198,0,-57.38765054,847.05,0.0068955374881625175,0.07119140625,-7.64800131469965,0.8686120510101318,0.0003,-0.0732320249080658,2200,-0.008023370718001388,3.108427047729492,0.0560937910238863
222,454656,1483,306,584,0,0.0,0.0,0,9,376,199,0,-57.0608917,869.24,0.006578049622476101,0.058740234375,-7.655992996692658,0.9076189994812012,0.0003,-0.11335384100675583,2210,-0.009058633420499973,3.1192049980163574,0.016050235663715284
223,456704,1490,306,586,0,0.0,0.0,0,9,378,199,0,-59.14166959999999,863.17,0.010496935807168484,0.08466796875,-7.670194987952709,0.7856436967849731,0.0003,-0.10454843193292618,2220,-0.0160037474357523,3.145176649093628,0.03976690053459606
