time/iterations,custom/out_of_bounds_count,custom/timeout_count,rollout/ep_len_mean,custom/success_rate_total,time/total_timesteps,custom/episodes_total,custom/collision_count,custom/successes_total,time/time_elapsed,custom/goal_count,rollout/success_rate,rollout/ep_rew_mean,time/fps,custom/other_terminal_count,train/n_updates,train/approx_kl,train/explained_variance,train/std,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/value_loss,train/loss
24,49,18,733.6119402985074,0.0,49152,67,0,0,160,0,0.0,-77.19997877611941,306,0,230,0.010332779,0.19413286447525024,1.1852914094924927,-4.74894433170557,0.2,-0.010928714941837826,0.0994140625,0.0003,0.24993283947114833,-0.07038678973913193
25,51,18,739.0,0.0,51200,69,0,0,167,0,0.0,-75.46893498550725,306,0,240,0.008425721,0.6255371570587158,1.1851924657821655,-4.761105369031429,0.2,-0.009271603677188978,0.08349609375,0.0003,0.18775218802329618,-0.003631576895713806
26,52,19,739.9859154929577,0.0,53248,71,0,0,173,0,0.0,-74.39165588732394,306,0,250,0.009024857,0.8719386458396912,1.1861629486083984,-4.7656130030751225,0.2,-0.008159433020045981,0.076318359375,0.0003,0.13096709426026792,-0.06302502006292343
27,53,20,750.054794520548,0.0,55296,73,0,0,180,0,0.0,-75.76036173972602,306,0,260,0.0093492605,0.7377063035964966,1.1934447288513184,-4.775934471189975,0.2,-0.009311552197323181,0.09921875,0.0003,0.1437482909648679,-0.04563899338245392
28,55,21,748.8421052631579,0.0,57344,76,0,0,187,0,0.0,-76.40972435526315,306,0,270,0.012653299,0.9088199138641357,1.1919116973876953,-4.782613915205002,0.2,-0.015883233124623076,0.125732421875,0.0003,0.057793414971092714,-0.028987860307097435
29,56,22,749.8589743589744,0.0,59392,78,0,0,193,0,0.0,-76.25129348717948,306,0,280,0.006712797,0.677922785282135,1.2012217044830322,-4.7929333105683325,0.2,-0.0062798823259072375,0.0546875,0.0003,0.3344334207329666,0.22247079014778137
30,58,22,754.85,0.0,61440,80,0,0,200,0,0.0,-78.606643725,306,0,290,0.009096978,0.6817474365234375,1.2001736164093018,-4.8042130574584005,0.2,-0.008794458888587542,0.0890625,0.0003,0.07919680588238406,-0.06485652178525925
31,60,23,754.7590361445783,0.0,63488,83,0,0,207,0,0.0,-79.44079455421688,306,0,300,0.009726077,0.7269219160079956,1.2170385122299194,-4.822853980958461,0.2,-0.012396519075264224,0.109619140625,0.0003,0.12814492617035284,-0.040036801248788834
32,61,24,764.3529411764706,0.0,65536,85,0,0,214,0,0.0,-79.39555285882354,306,0,310,0.011876283,0.7257503271102905,1.228689432144165,-4.859935499727726,0.2,-0.013769167063583155,0.136279296875,0.0003,0.18387470649322496,-0.03494153544306755
33,63,25,757.2045454545455,0.0,67584,88,0,0,220,0,0.0,-77.52898181818182,306,0,320,0.010317912,0.7768480777740479,1.2358007431030273,-4.881134633719921,0.2,-0.010998383030528202,0.099560546875,0.0003,0.07450879446114414,0.08214254677295685
34,66,26,754.2608695652174,0.0,69632,92,0,0,227,0,0.0,-76.50940203260869,306,0,330,0.010549102,0.7543215155601501,1.245327353477478,-4.902314318716526,0.2,-0.010505926463520155,0.126513671875,0.0003,0.21418670350976754,-0.05669640377163887
35,67,27,757.2021276595744,0.0,71680,94,0,0,233,0,0.0,-77.49673409574469,306,0,340,0.011859597,0.6651769280433655,1.2431304454803467,-4.911767449975014,0.2,-0.008820629213005304,0.0982421875,0.0003,0.13481398758012803,-0.02165251225233078
36,69,27,763.8229166666666,0.0,73728,96,0,0,240,0,0.0,-76.04839135416667,306,0,350,0.00710663,-0.44141685962677,1.2663474082946777,-4.931046858429909,0.2,-0.008647530490998178,0.06865234375,0.0003,0.12294906570168677,-0.02322573773562908
37,71,28,763.89898989899,0.0,75776,99,0,0,247,0,0.0,-76.13922582828283,306,0,360,0.008335958,0.7129737138748169,1.2847703695297241,-4.985974080860615,0.2,-0.01028472810285166,0.08193359375,0.0003,0.09141426174901426,-0.049531783908605576
38,75,28,755.0,0.0,77824,103,0,0,253,0,0.0,-80.21386525000001,306,0,370,0.0078228805,0.7974013090133667,1.2839674949645996,-5.004810765385628,0.2,-0.010712311440147459,0.0951171875,0.0003,0.16069907609489748,0.002351868897676468
39,75,29,761.04,0.0,79872,104,0,0,260,0,0.0,-79.38526256,306,0,380,0.009134251,0.2304987907409668,1.2845065593719482,-5.000992982089519,0.2,-0.010878735325240996,0.081640625,0.0003,0.27593288947828115,-0.012738458812236786
40,76,31,758.23,0.0,81920,107,0,0,267,0,0.0,-80.16723565000001,306,0,390,0.009506011,0.7446499466896057,1.2956953048706055,-5.018601596355438,0.2,-0.012680050762719474,0.105859375,0.0003,0.0239829083555378,-0.047704458236694336
41,77,31,764.71,0.0,83968,108,0,0,274,0,0.0,-79.9631492,306,0,400,0.009480578,0.5931685566902161,1.2988364696502686,-5.038960921764374,0.2,-0.015546895316219889,0.11396484375,0.0003,0.044245363934896885,-0.03530583530664444
42,79,32,775.87,0.0,86016,111,0,0,280,0,0.0,-82.06112957,306,0,410,0.011286088,0.8416383266448975,1.3054808378219604,-5.045649935305119,0.2,-0.016340292623499408,0.106494140625,0.0003,0.05787532876711339,-0.04004611447453499
43,83,32,753.4,0.0,88064,115,0,0,287,0,0.0,-86.3975986,306,0,420,0.0065539884,0.6100307703018188,1.3152363300323486,-5.063002985715866,0.2,-0.007288657662866171,0.081396484375,0.0003,0.11543166639748961,-0.0428292416036129
44,84,34,752.17,0.0,90112,118,0,0,294,0,0.0,-88.06959748999999,306,0,430,0.010325748,0.6320350170135498,1.3243303298950195,-5.082785186171532,0.2,-0.013538430554035585,0.1021484375,0.0003,0.15051589921931735,-0.046884261071681976
45,85,35,751.76,0.0,92160,120,0,0,300,0,0.0,-88.85354724999999,306,0,440,0.0070481524,0.7424629926681519,1.3159246444702148,-5.087617331743241,0.2,-0.00873705763660837,0.0671875,0.0003,0.061367943718505555,-0.0632401630282402
46,88,35,736.57,0.0,94208,123,0,0,307,0,0.0,-90.26480008,306,0,450,0.008307047,0.7758741974830627,1.3210334777832031,-5.083401845395565,0.2,-0.010805992229143158,0.076025390625,0.0003,0.09884670693718363,-0.004031181335449219
47,92,36,739.85,0.0,96256,128,0,0,314,0,0.0,-89.50188503000001,306,0,460,0.008979241,0.10517841577529907,1.3468785285949707,-5.118457689881325,0.2,-0.00965442174929194,0.0708984375,0.0003,0.16148358735372312,-0.0122419074177742
48,96,36,729.68,0.0,98304,132,0,0,320,0,0.0,-89.74077037,306,0,470,0.010780457,0.7783786654472351,1.3472684621810913,-5.147780710458756,0.2,-0.011082357965642586,0.09697265625,0.0003,0.17626564458478242,-0.030137712135910988
49,98,37,736.66,0.0,100352,135,0,0,327,0,0.0,-87.71642444000001,306,0,480,0.0115801245,0.2126886248588562,1.3535611629486084,-5.156029491126537,0.2,-0.01234852495836094,0.137548828125,0.0003,0.20704814471537247,0.022227782756090164
50,99,38,756.42,0.0,102400,137,0,0,334,0,0.0,-86.81140033,306,0,490,0.009351917,0.2157161831855774,1.3649815320968628,-5.177967819571495,0.2,-0.007402920140884816,0.0982421875,0.0003,0.14816622911894228,0.06364034116268158
51,103,39,735.92,0.0,104448,142,0,0,340,0,0.0,-85.63200234000001,306,0,500,0.012541001,0.7129672765731812,1.3745431900024414,-5.20021592527628,0.2,-0.015764861495699733,0.1376953125,0.0003,0.057111718648229726,-0.034950610250234604
52,105,39,747.28,0.0,106496,144,0,0,347,0,0.0,-85.92628145,306,0,510,0.007951553,0.3320108652114868,1.3799362182617188,-5.216790249943733,0.2,-0.007984215633769054,0.07099609375,0.0003,0.32205295624444263,0.10674774646759033
53,110,39,717.48,0.0,108544,149,0,0,354,0,0.0,-84.75680587000001,306,0,520,0.010963945,0.18131935596466064,1.3824105262756348,-5.225785556435585,0.2,-0.009198160577216185,0.13798828125,0.0003,0.15564708878519012,-0.011007141321897507
54,113,39,721.05,0.0,110592,152,0,0,360,0,0.0,-85.80905322000001,306,0,530,0.010453889,0.646600604057312,1.3987672328948975,-5.243019443750382,0.2,-0.014505077789362986,0.10185546875,0.0003,0.2464365262130741,0.09772849828004837
55,114,40,720.54,0.0,112640,154,0,0,367,0,0.0,-87.99745013,306,0,540,0.0126441065,0.7570012211799622,1.4027578830718994,-5.2672448605299,0.2,-0.013103177919401788,0.127392578125,0.0003,0.1049172575440025,-0.07066279649734497
56,115,41,728.45,0.0,114688,156,0,0,374,0,0.0,-87.73566656000001,306,0,550,0.008933944,0.3740978240966797,1.4035346508026123,-5.273141433298588,0.2,-0.013082112568372394,0.09560546875,0.0003,0.06713394013349898,-0.07448415458202362
57,116,42,736.78,0.0,116736,158,0,0,381,0,0.0,-86.50994245999999,306,0,560,0.01049912,0.3900575637817383,1.4073846340179443,-5.277101895213127,0.2,-0.013402299216249958,0.10673828125,0.0003,0.07332405079214369,-0.062009792774915695
58,118,44,729.45,0.0,118784,162,0,0,387,0,0.0,-81.59837143,306,0,570,0.00897417,0.637321949005127,1.3990089893341064,-5.270901808142662,0.2,-0.011507712307502516,0.089892578125,0.0003,0.03798614458501106,-0.08042316138744354
59,121,45,721.97,0.0,120832,166,0,0,394,0,0.0,-80.68009002999999,306,0,580,0.008446971,0.8386803269386292,1.4142577648162842,-5.276334270834923,0.2,-0.012078217959788163,0.0810546875,0.0003,0.06823993121215607,-0.06863291561603546
60,125,45,705.3,0.0,122880,170,0,0,400,0,0.0,-84.19156009,306,0,590,0.011849238,0.12293070554733276,1.4388889074325562,-5.323759660124779,0.2,-0.0159199495887151,0.1009765625,0.0003,0.1649786161549855,0.02898290753364563
61,130,45,677.75,0.0,124928,175,0,0,407,0,0.0,-84.35832546,306,0,600,0.0108604655,0.7253351211547852,1.4474263191223145,-5.359379565715789,0.2,-0.018795878961100243,0.127001953125,0.0003,0.12967720384767745,-0.08616279810667038
62,132,46,679.29,0.0,126976,178,0,0,413,0,0.0,-83.95889290000001,306,0,610,0.011583376,0.6945624947547913,1.4563087224960327,-5.37588315308094,0.2,-0.013335592491785064,0.1275390625,0.0003,0.2399855769239366,-0.05574199929833412
63,135,46,673.51,0.0,129024,181,0,0,420,0,0.0,-83.01235178,306,0,620,0.010429316,0.7760519981384277,1.455981731414795,-5.380921795964241,0.2,-0.010819812120462301,0.090625,0.0003,0.14144491423503497,-0.056028369814157486
64,137,47,668.12,0.0,131072,184,0,0,427,0,0.0,-82.57443441000001,306,0,630,0.009501535,0.6831659078598022,1.461050033569336,-5.38727515488863,0.2,-0.009318145582801663,0.096875,0.0003,0.226620750449365,-0.030574645847082138
65,139,48,662.88,0.0,133120,187,0,0,434,0,0.0,-84.09874945,306,0,640,0.009310745,0.7952466011047363,1.473460078239441,-5.406070989370346,0.2,-0.010516629589255899,0.10859375,0.0003,0.06068573631637264,-0.015488598495721817
66,140,49,659.79,0.0,135168,190,1,0,440,0,0.0,-84.98317626,306,0,650,0.00864439,0.8187468647956848,1.484898567199707,-5.430159430205822,0.2,-0.008943302441912238,0.09091796875,0.0003,0.12744616962154395,-0.030055679380893707
67,142,49,667.74,0.0,137216,192,1,0,447,0,0.0,-85.29918756000001,306,0,660,0.010022616,0.13865655660629272,1.5193803310394287,-5.479402601718903,0.2,-0.012852321633545216,0.10712890625,0.0003,0.1328673590091057,-0.021674375981092453
68,144,51,657.47,0.0,139264,196,1,0,454,0,0.0,-84.08083391000002,306,0,670,0.011402094,0.6404522657394409,1.5479635000228882,-5.538492633402347,0.2,-0.01161441360891331,0.106591796875,0.0003,0.06565637854509987,-0.08438996970653534
69,144,52,657.47,0.0,141312,197,1,0,461,0,0.0,-84.00775926000001,306,0,680,0.013775966,0.2261601686477661,1.555194616317749,-5.5744793832302095,0.2,-0.017300722695654257,0.139599609375,0.0003,0.1167371947754873,-0.0782860815525055
70,147,52,664.12,0.0,143360,200,1,0,467,0,0.0,-84.74445291,306,0,690,0.0073375087,0.8609234690666199,1.5517644882202148,-5.578881953656674,0.2,-0.009519124176586046,0.073828125,0.0003,0.018781164038227872,-0.07599727064371109
71,148,53,683.24,0.0,145408,202,1,0,474,0,0.0,-84.60431325000002,306,0,700,0.0075368863,-0.0008034706115722656,1.571549892425537,-5.5939383372664455,0.2,-0.007494568458059803,0.076171875,0.0003,0.15886647914303467,-0.04303700849413872
72,150,54,671.15,0.0,147456,205,1,0,480,0,0.0,-83.91148723000002,306,0,710,0.007022338,0.8608871698379517,1.5637824535369873,-5.606083083152771,0.2,-0.009026942147465888,0.070751953125,0.0003,0.0306750695235678,-0.08788810670375824
73,153,54,649.43,0.0,149504,209,2,0,487,0,0.0,-82.87142343,306,0,720,0.0085353395,0.4899948835372925,1.5619930028915405,-5.593728177249432,0.2,-0.012016084938659332,0.07978515625,0.0003,0.10676078704418615,-0.05141131579875946
74,154,55,649.63,0.0,151552,211,2,0,494,0,0.0,-82.46077805000003,306,0,730,0.011412389,0.5721116065979004,1.5889948606491089,-5.617641316354275,0.2,-0.012140931730391458,0.098583984375,0.0003,0.20614732697140425,-0.060607198625802994
75,154,57,660.46,0.0,153600,213,2,0,500,0,0.0,-81.19923947000001,306,0,740,0.008518105,0.72792649269104,1.5804178714752197,-5.637160152196884,0.2,-0.007375686283921823,0.07626953125,0.0003,0.08141921811911743,-0.056535668671131134
76,155,58,678.58,0.0,155648,215,2,0,507,0,0.0,-80.35496806,306,0,750,0.009889096,0.8239437341690063,1.571715235710144,-5.618725962936878,0.2,-0.01328075049095787,0.1091796875,0.0003,0.02001659329253016,-0.06503203511238098
77,157,58,683.94,0.0,157696,217,2,0,514,0,0.0,-81.20042155,306,0,760,0.010745548,0.6518343687057495,1.5656312704086304,-5.606040523946286,0.2,-0.014133568285615183,0.1150390625,0.0003,0.058401536085875706,-0.08001778274774551
78,160,58,667.45,0.0,159744,220,2,0,520,0,0.0,-80.74447413000001,306,0,770,0.009162259,0.45801347494125366,1.5874685049057007,-5.623490683734417,0.2,-0.013220686439308339,0.10068359375,0.0003,0.08306739490508334,-0.01863420195877552
79,163,58,681.28,0.0,161792,223,2,0,527,0,0.0,-79.78641077,306,0,780,0.008221092,0.07146507501602173,1.5921087265014648,-5.646868325769901,0.2,-0.009556844002509024,0.06708984375,0.0003,0.16772230982023756,0.03442167118191719
80,168,58,674.3,0.0,163840,228,2,0,534,0,0.0,-80.93612125,306,0,790,0.009099901,0.7484586238861084,1.5940296649932861,-5.651508855819702,0.2,-0.01147257483098656,0.077685546875,0.0003,0.09209595520514995,-0.04238847643136978
81,170,58,691.05,0.0,165888,230,2,0,540,0,0.0,-80.11753248999999,306,0,800,0.009262681,0.5860235095024109,1.5899938344955444,-5.645960386097431,0.2,-0.015477864290005527,0.087353515625,0.0003,0.17569986328599044,-0.08040442317724228
82,173,59,686.45,0.0,167936,234,2,0,547,0,0.0,-79.35650858000001,306,0,810,0.0106818415,0.6318725347518921,1.6085442304611206,-5.667997692525387,0.2,-0.012228139513172209,0.100830078125,0.0003,0.0675208007072797,0.027886943891644478
83,174,60,688.26,0.0,169984,236,2,0,554,0,0.0,-79.15265178000001,306,0,820,0.009597867,0.30260342359542847,1.6144139766693115,-5.688676132261753,0.2,-0.011256600535125472,0.0994140625,0.0003,0.1277616363891866,-0.055067263543605804
84,174,61,688.26,0.0,172032,237,2,0,560,0,0.0,-79.51018516,306,0,830,0.009073196,0.7899569272994995,1.6168060302734375,-5.69369288533926,0.2,-0.014942136339959689,0.1146484375,0.0003,0.045644112597801725,-0.10050009191036224
85,176,62,700.73,0.0,174080,240,2,0,567,0,0.0,-80.92969232,306,0,840,0.010727806,0.7469699382781982,1.6137208938598633,-5.690835383534432,0.2,-0.015376794563781004,0.09970703125,0.0003,0.018647175613295985,-0.09027457982301712
86,177,63,717.18,0.0,176128,242,2,0,573,0,0.0,-79.97512789000001,306,0,850,0.0053257556,0.678613543510437,1.620964765548706,-5.696718160808087,0.2,-0.006098038752679713,0.0591796875,0.0003,0.05946823184349341,-0.024553444236516953
87,177,64,721.99,0.0,178176,243,2,0,580,0,0.0,-79.07194559999999,306,0,860,0.009405738,0.7420324087142944,1.635087251663208,-5.719724643230438,0.2,-0.013926978661038448,0.101220703125,0.0003,0.026683251508075045,-0.09198233485221863
88,177,66,726.53,0.0,180224,245,2,0,587,0,0.0,-78.54746715,306,0,870,0.006923778,0.9015393853187561,1.6444518566131592,-5.736145631968975,0.2,-0.008704988233512267,0.058740234375,0.0003,0.02558744063426275,-0.058415282517671585
89,181,67,731.36,0.0,182272,250,2,0,593,0,0.0,-77.99917705,306,0,880,0.012724436,0.8433441519737244,1.6401923894882202,-5.7420688137412075,0.2,-0.019256033713463693,0.149267578125,0.0003,0.019457675683952402,-0.10141293704509735
90,183,67,736.15,0.0,184320,252,2,0,600,0,0.0,-79.07121396999999,306,0,890,0.009851208,0.9022937417030334,1.6214423179626465,-5.71923226416111,0.2,-0.011741724246530794,0.091650390625,0.0003,0.051601336868770886,-0.05580175668001175
91,183,69,736.66,0.0,186368,254,2,0,607,0,0.0,-76.65048089,307,0,900,0.0077587245,0.7994512915611267,1.6289170980453491,-5.707634690403938,0.2,-0.012024481524713337,0.094921875,0.0003,0.08517675581242656,-0.06297387927770615
92,184,70,737.6,0.0,188416,256,2,0,613,0,0.0,-78.40881244,306,0,910,0.009455833,0.8838329315185547,1.619652509689331,-5.7063655108213425,0.2,-0.012519323811284266,0.11572265625,0.0003,0.012062750802579103,-0.0741444081068039
93,184,71,737.6,0.0,190464,257,2,0,620,0,0.0,-78.6011236,306,0,920,0.007400208,0.42475807666778564,1.6422199010849,-5.719174721837044,0.2,-0.004933470055402722,0.07021484375,0.0003,0.0695856079008081,-0.07125683128833771
94,186,73,740.19,0.0,192512,261,2,0,627,0,0.0,-81.60567173999999,306,0,930,0.008115444,0.8427631258964539,1.6423487663269043,-5.741706156730652,0.2,-0.010295027628308162,0.088671875,0.0003,0.02085290250252001,-0.08655437082052231
95,189,73,749.66,0.0,194560,264,2,0,634,0,0.0,-83.16218039000002,306,0,940,0.010052314,0.8033863306045532,1.6626636981964111,-5.757021793723107,0.2,-0.010220134955307002,0.105810546875,0.0003,0.05769034157274291,-0.05601929873228073
96,192,73,749.38,0.0,196608,267,2,0,640,0,0.0,-84.12768243000001,306,0,950,0.008022601,0.5645407438278198,1.6785043478012085,-5.79147332906723,0.2,-0.013929663796443493,0.0837890625,0.0003,0.06602245133108227,-0.07370490580797195
97,193,74,757.3,0.0,198656,269,2,0,647,0,0.0,-82.23077789000001,306,0,960,0.0077783563,0.8588522672653198,1.694112777709961,-5.818464435636997,0.2,-0.007045782427303493,0.08642578125,0.0003,0.15753703489317558,0.15489953756332397
98,195,76,766.75,0.0,200704,273,2,0,654,0,0.0,-79.19951188,306,0,970,0.007251302,0.906623899936676,1.6931122541427612,-5.830842882394791,0.2,-0.006477001760504209,0.10166015625,0.0003,0.030339342349907383,-0.07039511203765869
99,196,77,779.71,0.0,202752,275,2,0,660,0,0.0,-79.84473129000001,306,0,980,0.0132027855,0.844842791557312,1.693481683731079,-5.833593434095382,0.2,-0.015515372648951597,0.126953125,0.0003,0.02938407850160729,-0.08608567714691162
100,197,78,778.89,0.0,204800,277,2,0,667,0,0.0,-80.56394836,306,0,990,0.008162944,0.5992004871368408,1.70643949508667,-5.8416012421250345,0.2,-0.009371391343302093,0.07265625,0.0003,0.0714172570646042,-0.023651717230677605
101,199,79,786.08,0.0,206848,280,2,0,674,0,0.0,-79.28881748999999,306,0,1000,0.01015154,0.8530628681182861,1.7163341045379639,-5.865174613893032,0.2,-0.010284760774811729,0.12333984375,0.0003,0.05501671686361078,-0.03713267669081688
102,200,80,791.97,0.0,208896,282,2,0,680,0,0.0,-80.25765544,306,0,1010,0.0077917846,0.42822808027267456,1.7318475246429443,-5.888329999148846,0.2,-0.0053266878850990905,0.071337890625,0.0003,0.09517823828209657,7.662922143936157e-05
103,201,81,797.64,0.0,210944,284,2,0,687,0,0.0,-80.47386224,306,0,1020,0.00940195,0.6898499131202698,1.7466429471969604,-5.9132825344800946,0.2,-0.009347910375799984,0.08876953125,0.0003,0.08844001679390204,-0.04951196908950806
104,203,82,800.56,0.0,212992,287,2,0,694,0,0.0,-78.87772769000001,306,0,1030,0.008437627,0.8804179430007935,1.757537841796875,-5.933125975728035,0.2,-0.007597404537955299,0.083349609375,0.0003,0.04292273255705368,-0.031575217843055725
105,204,82,798.33,0.0,215040,289,3,0,700,0,0.0,-80.1494544,306,0,1040,0.008985804,0.7251650094985962,1.7862803936004639,-5.970887625217438,0.2,-0.012989444957929664,0.077099609375,0.0003,0.03625708821055014,-0.06844557821750641
106,205,84,806.31,0.0,217088,292,3,0,707,0,0.0,-78.93158530999999,306,0,1050,0.011805028,0.6215975284576416,1.7986857891082764,-6.001542343199253,0.2,-0.012444336534827016,0.103857421875,0.0003,0.0969764022884192,-0.03234900161623955
107,208,84,808.67,0.0,219136,295,3,0,714,0,0.0,-80.32666093,306,0,1060,0.009835417,0.6661534309387207,1.8133835792541504,-6.023352569341659,0.2,-0.010302162685547955,0.107373046875,0.0003,0.07298858341382583,-0.07504292577505112
108,210,85,794.57,0.0,221184,298,3,0,720,0,0.0,-80.41244931,306,0,1070,0.010882245,0.8773899078369141,1.8400719165802002,-6.06037138402462,0.2,-0.011918137872999068,0.105078125,0.0003,0.06620631900150328,-0.09732402116060257
109,212,86,793.45,0.0,223232,301,3,0,727,0,0.0,-78.01596882999998,306,0,1080,0.00826766,0.5617549419403076,1.8472779989242554,-6.085519500076771,0.2,-0.008423185968422332,0.08642578125,0.0003,0.13764781038917134,-0.00028080493211746216
